Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low
2006-01-31,117.82,117.92,113.44,117.2,0,,,,,117.92,113.44
2006-02-28,117.19,119.43,115.48,115.7,0,,,,,119.43,115.48
2006-03-31,115.71,119.22,115.54,117.72,0,,,,,119.22,115.54
2006-04-30,117.85,118.91,113.07,113.2,0,,,,,118.91,113.07
2006-05-31,113.19,114.21,109.02,112.72,0,,,,,114.21,109.02
2006-06-30,112.73,116.74,111.36,114.49,0,,,,,116.74,111.36
2006-07-31,114.38,117.91,113.48,114.75,0,,,,,117.91,113.48
2006-08-31,114.74,117.52,114.01,117.26,0,,,,,117.52,114.01
2006-09-30,117.25,118.32,115.6,118.21,0,,,,,118.32,115.6
2006-10-31,118.16,119.91,116.66,116.96,0,,,,,119.91,116.66
2006-11-30,116.95,118.62,115.42,115.77,0,,,,,118.62,115.42
2006-12-31,115.78,119.26,114.47,119.06,0,,,,,119.26,114.47
