Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,support_level_2,resistance_level_1
2006-02-26,116.91,117.16,115.72,116.06,0,119.43555109088685,117.97,116.50444890911315,37.476458200012516,117.16,115.72,115.7,109.46,119.75
2006-02-27,116.07,116.51,115.92,116.4,0,119.39591585845255,117.845,116.29408414154744,41.12045621876867,116.51,115.92,115.7,109.46,119.75
2006-02-28,116.39,116.44,115.48,115.7,0,119.46539633151781,117.699,115.93260366848219,36.41483742044802,116.44,115.48,115.7,109.46,119.75
2006-03-01,115.71,116.36,115.68,116.35,0,119.32230168347196,117.56699999999998,115.811698316528,42.944035834604826,116.36,115.68,115.7,109.46,119.75
2006-03-02,116.36,116.69,115.58,116.46,0,119.28686031931416,117.4855,115.68413968068585,43.99216990779603,116.69,115.58,115.7,109.46,119.75
2006-03-03,116.45,116.82,116.24,116.53,0,119.15105672415427,117.3815,115.61194327584573,44.68850966126407,116.82,116.24,115.7,109.46,119.75
2006-03-05,116.41,117.18,116.07,117.11,0,119.01920069240671,117.31499999999998,115.61079930759325,50.21197895056858,117.18,116.07,115.7,109.46,119.75
2006-03-06,117.12,117.76,116.84,117.67,0,118.99113705779003,117.30199999999999,115.61286294220996,54.89538956821843,117.76,116.84,115.7,109.46,119.75
2006-03-07,117.66,118.09,117.36,117.6,0,118.96110538957053,117.2875,115.61389461042945,54.20894882327663,118.09,117.36,115.7,109.46,119.75
2006-03-08,117.61,118.06,117.56,117.7,0,118.97843872583138,117.29750000000001,115.61656127416865,55.07323774672595,118.06,117.56,115.7,109.46,119.75
2006-03-09,117.69,118.7,117.13,118.62,0,119.12159070813973,117.348,115.57440929186026,62.15112746640686,118.7,117.13,115.7,109.46,119.75
2006-03-10,118.63,119.16,118.01,118.98,0,119.31498130402784,117.40950000000001,115.50401869597218,64.50745251070794,119.16,118.01,115.7,109.46,119.75
2006-03-12,118.94,119.1,118.78,118.86,0,119.43157195790019,117.446,115.4604280420998,63.09733057962661,119.1,118.78,115.7,109.46,119.75
2006-03-13,118.87,119.22,118.43,118.55,0,119.48608877557993,117.46549999999999,115.44491122442005,59.48004187317491,119.22,118.43,115.7,109.46,119.75
2006-03-14,118.56,118.67,117.29,117.52,0,119.43402420550753,117.43549999999998,115.43697579449243,49.35564362073995,118.67,117.29,115.7,109.46,119.75
2006-03-15,117.53,117.92,117.16,117.71,0,119.32753359143959,117.3925,115.4574664085604,51.01212889953963,117.92,117.16,115.7,109.46,119.75
2006-03-16,117.7,117.91,116.59,116.71,0,119.15801790976089,117.2945,115.43098209023911,43.03402675397858,117.91,116.59,115.7,109.46,119.75
2006-03-17,116.72,116.87,115.72,115.91,0,119.14690607898649,117.20250000000001,115.25809392101354,37.92408525081648,116.87,115.72,115.7,109.46,119.75
2006-03-19,116.03,116.43,115.99,116.26,0,119.15679588074208,117.1795,115.20220411925793,41.21296676083105,116.43,115.99,115.7,109.46,119.75
2006-03-20,116.27,116.73,115.54,116.65,0,119.15456693395052,117.16749999999999,115.18043306604946,44.72710283548376,116.73,115.54,115.7,109.46,119.75
2006-03-21,116.64,117.43,116.28,117.22,0,119.14649427380705,117.22549999999998,115.30450572619291,49.480368987383024,117.43,116.28,115.7,109.46,119.75
2006-03-22,117.21,117.34,116.59,116.96,0,119.14159189394995,117.25349999999999,115.36540810605003,47.47485043208397,117.34,116.59,115.7,109.46,119.75
2006-03-23,116.95,118.1,116.85,118.0,0,119.14072205154986,117.3685,115.59627794845014,55.28243315595855,118.1,116.85,115.7,109.46,119.75
2006-03-24,117.99,118.53,117.44,117.48,0,119.13468418136203,117.425,115.71531581863796,51.18556938443406,118.53,117.44,115.7,109.46,119.75
2006-03-26,117.61,117.69,116.46,116.49,0,119.13284433805126,117.4265,115.72015566194875,44.4341135843377,117.69,116.46,115.7,109.46,119.75
2006-03-27,116.48,117.14,116.28,117.07,0,119.11884410858524,117.45349999999999,115.78815589141475,48.70304301232294,117.14,116.28,115.7,109.46,119.75
2006-03-28,117.08,118.08,116.63,117.89,0,119.16037139792002,117.49250000000002,115.82462860208003,54.07497684373428,118.08,116.63,115.7,109.46,119.75
2006-03-29,117.88,118.24,117.53,117.59,0,119.1550326279433,117.4885,115.8219673720567,51.93224305294648,118.24,117.53,115.7,109.46,119.75
2006-03-30,117.58,117.9,117.13,117.44,0,119.14635083365816,117.4805,115.81464916634185,50.84733053158719,117.9,117.13,115.7,109.46,119.75
2006-03-31,117.42,118.16,117.32,117.72,0,119.14790061209771,117.48150000000001,115.81509938790231,52.82835621704844,118.16,117.32,115.7,109.46,119.75
2006-04-02,117.85,118.26,117.59,118.23,0,119.08316748055209,117.46200000000002,115.84083251944794,56.28437812054686,118.26,117.59,115.7,109.46,119.75
2006-04-03,118.22,118.82,117.65,117.86,0,118.88466696723756,117.40599999999999,115.92733303276242,53.23700705872793,118.82,117.65,115.7,109.46,119.75
2006-04-04,117.85,117.86,116.85,116.92,0,118.6406290774835,117.309,115.9773709225165,46.36837632786454,117.86,116.85,115.7,109.46,119.75
2006-04-05,116.91,117.81,116.71,117.43,0,118.45948414825871,117.253,116.04651585174129,50.12796741505187,117.81,116.71,115.7,109.46,119.75
2006-04-06,117.42,118.0,117.3,117.71,0,118.48018427763503,117.2625,116.04481572236497,52.11274632182202,118.0,117.3,115.7,109.46,119.75
2006-04-07,117.7,118.41,117.43,118.31,0,118.58034898182963,117.29250000000002,116.0046510181704,56.14078662913997,118.41,117.43,115.7,109.46,119.75
2006-04-09,118.17,118.26,117.92,117.97,0,118.64647598738303,117.3555,116.06452401261699,53.39968629600185,118.26,117.92,115.7,109.46,119.75
2006-04-10,117.96,118.71,117.94,118.48,0,118.68215524870509,117.484,116.2858447512949,56.80644468570052,118.71,117.94,115.7,109.46,119.75
2006-04-11,118.47,118.91,117.85,118.15,0,118.6688811260287,117.5785,116.48811887397132,54.0528528732784,118.91,117.85,115.7,109.46,119.75
2006-04-12,118.14,118.64,118.03,118.44,0,118.73237963152233,117.668,116.60362036847768,56.068199250815205,118.64,118.03,115.7,109.46,119.75
2006-04-13,118.45,118.86,118.34,118.68,0,118.87072386006477,117.74100000000001,116.61127613993526,57.72097539086499,118.86,118.34,115.7,109.46,119.75
2006-04-14,118.67,118.76,118.56,118.67,0,118.96564485470446,117.82650000000001,116.68735514529556,57.623698518076395,118.76,118.56,115.7,109.46,119.75
2006-04-16,118.6,118.62,118.01,118.27,0,118.99336030796957,117.84,116.68663969203044,53.72351507454663,118.62,118.01,115.7,109.46,119.75
2006-04-17,118.26,118.42,117.57,117.87,0,119.0009810554712,117.8595,116.7180189445288,50.073641951476496,118.42,117.57,115.7,109.46,119.75
2006-04-18,117.88,118.25,116.79,116.98,0,118.92331515913106,117.88399999999999,116.84468484086891,43.063353433532406,118.25,116.79,115.7,109.46,119.75
2006-04-19,116.99,117.97,116.85,117.54,0,118.89193638697462,117.9075,116.92306361302538,47.99668645589525,117.97,116.85,115.7,109.46,119.75
2006-04-20,117.55,117.92,117.37,117.6,0,118.88654114157373,117.89299999999999,116.89945885842624,48.51144921920338,117.92,117.37,115.7,109.46,119.75
2006-04-21,117.61,117.81,116.59,116.63,0,118.97574311848432,117.845,116.71425688151568,41.38008451405439,117.81,116.59,115.7,109.46,119.75
2006-04-23,115.66,116.0,115.48,115.8,0,119.19662617163598,117.763,116.32937382836403,36.44337042851271,116.0,115.48,115.7,109.46,119.75
2006-04-24,115.81,115.86,114.28,114.54,0,119.61181871691635,117.604,115.59618128308365,30.495522949294966,115.86,114.28,115.7,109.46,119.75
2006-04-25,114.55,115.2,114.37,115.09,0,119.70938900280201,117.44699999999997,115.18461099719794,35.44805662369092,115.2,114.37,115.7,109.46,119.75
2006-04-26,115.08,115.4,114.65,114.79,0,119.82371165122598,117.29350000000002,114.76328834877407,34.023949588348216,115.4,114.65,115.7,109.46,119.75
2006-04-27,114.78,115.14,113.85,114.42,0,119.9903736683274,117.1685,114.3466263316726,32.300401991458685,115.14,113.85,115.7,109.46,119.75
2006-04-28,114.41,114.51,113.68,113.86,0,120.1540290769839,116.99000000000001,113.82597092301611,29.83684591241449,114.51,113.68,115.7,109.46,119.75
2006-04-30,113.7,113.87,113.07,113.2,0,120.31088111319126,116.76450000000003,113.2181188868088,27.20343371363846,113.87,113.07,115.7,109.46,119.75
2006-05-01,113.19,113.83,112.36,113.67,0,120.24719985328552,116.5325,112.81780014671448,31.818431779943936,113.83,112.36,115.7,109.46,119.75
2006-05-02,113.66,114.05,113.12,113.21,0,120.21456874939706,116.2945,112.37443125060294,29.825497478650632,114.05,113.12,115.7,109.46,119.75
2006-05-03,113.22,113.98,112.92,113.96,0,119.97968025664879,116.0685,112.15731974335121,36.778424060790734,113.98,112.92,115.7,109.46,119.75
2006-05-04,113.95,114.21,113.29,113.77,0,119.76045627692247,115.84949999999999,111.93854372307752,35.81042530097443,114.21,113.29,115.7,109.46,119.75
2006-05-05,113.76,114.04,112.26,112.51,0,119.53197524495934,115.553,111.57402475504065,30.144274285201107,114.04,112.26,115.7,109.46,119.75
2006-05-07,112.05,112.22,111.63,111.74,0,119.24366962491969,115.20599999999999,111.16833037508029,27.301336014236554,112.22,111.63,115.7,109.46,119.75
2006-05-08,111.73,111.92,111.03,111.8,0,118.83126744090644,114.8625,110.89373255909355,27.872171108843887,111.92,111.03,115.7,109.46,119.75
2006-05-09,111.79,111.96,110.91,110.93,0,118.49338181416097,114.49549999999999,110.49761818583902,24.827940069749673,111.96,110.91,115.7,109.46,119.75
2006-05-10,110.94,111.5,110.14,111.12,0,118.09865781310668,114.15799999999999,110.21734218689329,26.710579412540966,111.5,110.14,115.7,109.46,119.75
2006-05-11,111.11,111.55,109.96,110.27,0,117.8856410263488,113.82249999999999,109.75935897365119,23.834701742437133,111.55,109.96,115.7,109.46,119.75
2006-05-12,110.26,110.66,109.33,110.11,0,117.44469953802218,113.451,109.45730046197781,23.325598760464132,110.66,109.33,115.7,109.46,119.75
2006-05-14,109.6,109.93,109.37,109.69,0,116.89087990295597,113.05550000000001,109.22012009704405,21.997347531451226,109.93,109.37,115.7,109.46,119.75
2006-05-15,109.7,110.89,109.49,110.01,0,116.40845154691242,112.7245,109.0405484530876,25.4791995406747,110.89,109.49,115.7,109.46,119.75
2006-05-16,110.0,110.64,109.37,109.46,0,116.06935676945427,112.40749999999998,108.7456432305457,23.534703501217138,110.64,109.37,115.7,109.46,119.75
2006-05-17,109.45,111.36,109.02,110.61,0,115.81536346668841,112.21099999999998,108.60663653331156,34.74803610955864,111.36,109.02,115.7,109.46,119.75
2006-05-18,110.62,111.26,110.36,111.04,0,115.39138796740272,112.0085,108.62561203259727,38.38636897533935,111.26,110.36,115.7,109.46,119.75
2006-05-19,111.03,112.28,110.87,111.75,0,114.98979395365292,111.85649999999998,108.72320604634704,43.94418410832081,112.28,110.87,115.7,109.46,119.75
2006-05-21,111.73,112.34,111.57,111.98,0,114.64082740757092,111.7345,108.82817259242907,45.6543805844601,112.34,111.57,115.7,109.46,119.75
2006-05-22,111.99,112.98,111.3,111.58,0,114.35837855829982,111.62049999999999,108.88262144170017,43.18668256618222,112.98,111.3,115.7,109.46,119.75
2006-05-23,111.57,112.51,110.99,112.23,0,114.2294243168899,111.57199999999997,108.91457568311004,48.096282150451216,112.51,110.99,115.7,109.46,119.75
2006-05-24,112.22,112.99,111.67,112.75,0,114.06581416642987,111.526,108.98618583357012,51.692801849965875,112.99,111.67,115.7,109.46,119.75
2006-05-25,112.74,112.88,111.49,112.16,0,113.91334651156542,111.47350000000002,109.03365348843461,47.65773507428858,112.88,111.49,115.7,109.46,119.75
2006-05-26,112.17,112.8,111.83,112.77,0,113.65862379921401,111.41400000000002,109.16937620078602,51.84317405731068,112.8,111.83,115.7,109.46,119.75
2006-05-28,112.67,112.72,112.26,112.3,0,113.35633208626061,111.34049999999999,109.32466791373938,48.61740700199248,112.72,112.26,115.7,109.46,119.75
2006-05-29,112.29,112.82,111.91,112.12,0,113.29838109629829,111.321,109.34361890370171,47.40097448806384,112.82,111.91,115.7,109.46,119.75
2006-05-30,112.13,112.65,111.66,112.2,0,113.35082236383738,111.34400000000001,109.33717763616264,48.02342673177812,112.65,111.66,115.7,109.46,119.75
2006-05-31,112.21,112.78,111.47,112.72,0,113.47709367302902,111.38999999999999,109.30290632697096,51.99965017152907,112.78,111.47,115.7,109.46,119.75
2006-06-01,112.73,113.39,112.4,112.69,0,113.62757298084941,111.478,109.32842701915058,51.75366617570931,113.39,112.4,115.7,109.46,119.75
2006-06-02,112.7,112.97,111.36,111.65,0,113.64882716720138,111.50450000000001,109.36017283279864,43.98558780995356,112.97,111.36,115.7,109.46,119.75
2006-06-04,111.67,111.8,111.58,111.61,0,113.63973862259603,111.57150000000001,109.503261377404,43.713817165106164,111.8,111.58,115.7,109.46,119.75
2006-06-05,111.6,112.5,111.45,112.45,0,113.67596345878306,111.6885,109.70103654121695,50.61454894648191,112.5,111.45,115.7,109.46,119.75
2006-06-06,112.46,113.58,112.1,113.07,0,113.70646592721388,111.8575,110.00853407278612,54.99989587010653,113.58,112.1,115.7,109.46,119.75
2006-06-07,113.06,113.77,113.04,113.6,0,113.82987590200713,112.03699999999999,110.24412409799285,58.4005421829067,113.77,113.04,115.7,109.46,119.75
2006-06-08,113.61,114.74,113.58,114.01,0,113.83221776796651,112.2645,110.69678223203348,60.86438383453367,114.74,113.58,115.7,109.46,119.75
2006-06-09,114.02,114.36,113.59,114.01,0,113.98498992257218,112.4345,110.88401007742782,60.86438383453367,114.36,113.59,115.7,109.46,119.75
2006-06-11,114.21,114.34,114.03,114.15,0,114.17333824560576,112.59,111.00666175439424,61.76127969164133,114.34,114.03,115.7,109.46,119.75
2006-06-12,114.14,114.61,113.99,114.5,0,114.46526724563387,112.7275,110.98973275436614,63.98354303216864,114.61,113.99,115.7,109.46,119.75
2006-06-13,114.49,115.46,114.32,115.18,0,114.88965758620492,112.8875,110.88534241379509,67.88819589545295,115.46,114.32,115.7,109.46,119.75
2006-06-14,115.17,115.42,114.5,115.02,0,115.17087372343171,113.0595,110.94812627656829,66.07309062885469,115.42,114.5,115.7,109.46,119.75
2006-06-15,115.03,115.23,114.65,114.73,0,115.37901566410402,113.1845,110.98998433589598,62.795901199225284,115.23,114.65,115.7,109.46,119.75
2006-06-16,114.72,115.23,114.58,115.16,0,115.6503315330669,113.30500000000002,110.95966846693314,65.52626433649584,115.23,114.58,115.7,109.46,119.75
2006-06-18,115.22,115.8,115.14,115.7,0,115.98405195789333,113.482,110.97994804210667,68.63891700817175,115.8,115.14,115.7,109.46,119.75
2006-06-19,115.69,115.77,115.19,115.49,0,116.24312933014694,113.61799999999998,110.99287066985302,66.1379760793904,115.77,115.19,115.7,109.46,119.75
2006-06-20,115.5,115.54,114.41,114.77,0,116.33924729332895,113.74150000000002,111.14375270667108,58.29529745160579,115.54,114.41,115.7,109.46,119.75
2006-06-21,114.76,115.26,114.66,114.85,0,116.40656955609249,113.878,111.34943044390751,58.87877180300467,115.26,114.66,115.7,109.46,119.75
2006-06-22,114.84,116.3,114.79,116.08,0,116.65070975489638,114.072,111.49329024510362,66.61295611851523,116.3,114.79,115.7,109.46,119.75
2006-06-23,116.09,116.61,115.78,116.6,0,116.9884577131698,114.266,111.54354228683022,69.24641814727386,116.61,115.78,115.7,109.46,119.75
2006-06-25,116.55,116.58,116.33,116.45,0,117.23385898922906,114.454,111.67414101077092,67.59024509885109,116.58,116.33,115.7,109.46,119.75
2006-06-26,116.46,116.56,115.88,116.14,0,117.23233065217678,114.67850000000001,112.12466934782324,64.1741971252388,116.56,115.88,115.7,109.46,119.75
2006-06-27,116.15,116.74,115.99,116.18,0,117.11629038381052,114.907,112.69770961618947,64.42404718697117,116.74,115.99,115.7,109.46,119.75
2006-06-28,116.17,116.65,116.13,116.53,0,117.11947106028384,115.11100000000002,113.1025289397162,66.61781672970477,116.65,116.13,115.7,109.46,119.75
2006-06-29,116.52,116.61,114.77,115.03,0,116.9876837830254,115.20899999999999,113.43031621697457,51.85860427629311,116.61,114.77,115.7,109.46,119.75
2006-06-30,115.04,115.1,114.19,114.49,0,116.90922068900453,115.2535,113.59777931099548,47.756623796706336,115.1,114.19,115.7,109.46,119.75
2006-07-02,114.38,114.77,114.14,114.52,0,116.87184525299779,115.279,113.6861547470022,48.002697811523426,114.77,114.14,115.7,109.46,119.75
2006-07-03,114.53,114.96,114.42,114.56,0,116.82816060604776,115.3065,113.78483939395224,48.35200810236842,114.96,114.42,115.7,109.46,119.75
2006-07-04,114.57,115.26,114.43,114.87,0,116.78502382995832,115.3425,113.89997617004168,51.09407730974331,115.26,114.43,115.7,109.46,119.75
2006-07-05,114.88,115.82,114.61,115.52,0,116.78447483801742,115.39349999999999,114.00252516198256,56.32947557386719,115.82,114.61,115.7,109.46,119.75
2006-07-06,115.53,115.7,114.92,115.21,0,116.78511510314709,115.39500000000001,114.00488489685293,53.39377399050448,115.7,114.92,115.7,109.46,119.75
2006-07-07,115.22,115.22,113.84,114.01,0,116.85371800943325,115.34450000000001,113.83528199056677,43.86389063915479,115.22,113.84,115.7,109.46,119.75
2006-07-09,114.03,114.08,113.62,113.74,0,116.9403874923548,115.295,113.6496125076452,42.04551403966862,114.08,113.62,115.7,109.46,119.75
2006-07-10,113.73,114.45,113.48,114.09,0,116.96852374042675,115.2415,113.51447625957326,45.215955500382734,114.45,113.48,115.7,109.46,119.75
2006-07-11,114.1,114.7,114.07,114.37,0,116.92850506129797,115.175,113.42149493870203,47.681769955253216,114.7,114.07,115.7,109.46,119.75
2006-07-12,114.36,115.76,114.29,115.37,0,116.91897028546134,115.16900000000001,113.41902971453868,55.40227422543617,115.76,114.29,115.7,109.46,119.75
2006-07-13,115.36,116.14,115.03,115.92,0,116.9957176236963,115.22649999999999,113.45728237630368,58.98704248356451,116.14,115.03,115.7,109.46,119.75
2006-07-14,115.93,116.42,115.49,116.16,0,117.09724347388311,115.29199999999999,113.48675652611686,60.479838007821996,116.42,115.49,115.7,109.46,119.75
2006-07-16,116.19,116.4,116.17,116.37,0,117.14124548643609,115.3065,113.47175451356391,61.790361765393904,116.4,116.17,115.7,109.46,119.75
2006-07-17,116.36,117.32,116.36,117.02,0,117.22937144675913,115.32750000000001,113.4256285532409,65.59352612159053,117.32,116.36,115.7,109.46,119.75
2006-07-18,117.03,117.61,116.72,117.3,0,117.40372564521314,115.37,113.33627435478687,67.11210583056956,117.61,116.72,115.7,109.46,119.75
2006-07-19,117.31,117.91,116.64,116.75,0,117.49683465839726,115.4005,113.30416534160273,61.381213638756314,117.91,116.64,115.7,109.46,119.75
2006-07-20,116.76,117.15,116.58,116.9,0,117.60850621546017,115.4365,113.26449378453982,62.3260907159225,117.15,116.58,115.7,109.46,119.75
2006-07-21,116.89,116.98,115.86,116.22,0,117.56582540081882,115.421,113.27617459918119,55.675733466368975,116.98,115.86,115.7,109.46,119.75
2006-07-23,116.16,116.75,116.13,116.61,0,117.69715270293115,115.5,113.30284729706885,58.416289609594436,116.75,116.13,115.7,109.46,119.75
2006-07-24,116.6,116.99,116.45,116.81,0,117.83249633430727,115.61599999999999,113.3995036656927,59.78934594092319,116.99,116.45,115.7,109.46,119.75
2006-07-25,116.82,117.42,116.55,117.09,0,117.98973918547615,115.74449999999999,113.49926081452382,61.69620937743376,117.42,116.55,115.7,109.46,119.75
2006-07-26,117.08,117.17,116.21,116.28,0,118.01870908507338,115.8305,113.64229091492662,53.75464400831895,117.17,116.21,115.7,109.46,119.75
2006-07-27,116.28,116.31,115.31,115.62,0,118.01438859482566,115.86800000000001,113.72161140517436,48.29918794611474,116.31,115.31,115.7,109.46,119.75
2006-07-28,115.61,115.84,114.64,114.67,0,118.03062562000392,115.8255,113.6203743799961,41.73370905381866,115.84,114.64,115.7,109.46,119.75
2006-07-30,114.69,114.85,114.38,114.38,0,118.06387192622691,115.78399999999999,113.50412807377307,39.948511597351946,114.85,114.38,115.7,109.46,119.75
2006-07-31,114.39,114.83,114.21,114.75,0,118.00657909946028,115.82099999999998,113.63542090053969,43.28206992003915,114.83,114.21,115.7,109.46,119.75
2006-08-01,114.74,115.39,114.25,114.34,0,117.93563809808745,115.851,113.76636190191255,40.5929991184381,115.39,114.25,115.7,109.46,119.75
2006-08-02,114.35,114.94,114.26,114.74,0,117.8755168171975,115.8835,113.8914831828025,44.23324254305708,114.94,114.26,115.7,109.46,119.75
2006-08-03,114.75,115.33,114.7,115.1,0,117.82458394406696,115.92,114.01541605593304,47.35960366555628,115.33,114.7,115.7,109.46,119.75
2006-08-04,115.11,115.57,114.01,114.42,0,117.87447777210382,115.87250000000002,113.87052222789622,42.51160646635278,115.57,114.01,115.7,109.46,119.75
2006-08-06,114.25,114.56,114.19,114.55,0,117.8869056627696,115.804,113.7210943372304,43.6981832128144,114.56,114.19,115.7,109.46,119.75
2006-08-07,114.54,115.25,114.48,115.14,0,117.84845317294321,115.75300000000001,113.65754682705682,48.85748664136573,115.25,114.48,115.7,109.46,119.75
2006-08-08,115.15,115.77,114.59,115.67,0,117.79435835057382,115.71799999999999,113.64164164942616,53.02206576758568,115.77,114.59,115.7,109.46,119.75
2006-08-09,115.66,115.68,114.83,115.18,0,117.62506378087286,115.626,113.62693621912715,49.04562753996672,115.68,114.83,115.7,109.46,119.75
2006-08-10,115.17,115.63,114.71,115.52,0,117.38263376648719,115.537,113.69136623351282,51.74962223050847,115.63,114.71,115.7,109.46,119.75
