Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,resistance_level_1,resistance_level_2,resistance_level_3
2008-01-01,111.87,111.88,111.67,111.76,0,,,,,111.88,111.67,87.75,108.26,108.3,110.52
2008-01-02,111.75,111.96,109.24,109.74,0,,,,,111.96,109.24,87.75,108.26,108.3,110.52
2008-01-03,109.73,109.77,108.26,109.4,0,,,,,109.77,108.26,87.75,108.26,108.3,110.52
2008-01-04,109.41,109.57,107.91,108.6,0,,,,,109.57,107.91,87.75,108.26,108.3,110.52
2008-01-06,108.53,109.17,108.5,108.95,0,,,,,109.17,108.5,87.75,108.26,108.3,110.52
2008-01-07,108.96,109.75,108.61,109.27,0,,,,,109.75,108.61,87.75,108.26,108.3,110.52
2008-01-08,109.26,109.84,108.83,109.2,0,,,,,109.84,108.83,87.75,108.26,108.3,110.52
2008-01-09,109.21,110.14,109.15,109.82,0,,,,,110.14,109.15,87.75,108.26,108.3,110.52
2008-01-10,109.83,110.03,109.14,109.31,0,,,,,110.03,109.14,87.75,108.26,108.3,110.52
2008-01-11,109.3,109.3,108.67,108.89,0,,,,,109.3,108.67,87.75,108.26,108.3,110.52
2008-01-13,108.66,108.98,108.62,108.78,0,,,,,108.98,108.62,87.75,108.26,108.3,110.52
2008-01-14,108.77,108.8,107.39,107.93,0,,,,,108.8,107.39,87.75,108.26,108.3,110.52
2008-01-15,107.94,107.97,106.13,106.34,0,,,,,107.97,106.13,87.75,108.26,108.3,110.52
2008-01-16,106.33,107.93,105.94,106.97,0,,,,24.07220034491442,107.93,105.94,87.75,108.26,108.3,110.52
2008-01-17,106.98,107.91,106.39,107.12,0,,,,26.147265550211543,107.91,106.39,87.75,108.26,108.3,110.52
2008-01-18,107.11,107.62,106.54,106.87,0,,,,24.924640553707206,107.62,106.54,87.75,108.26,108.3,110.52
2008-01-20,106.74,107.0,106.7,106.84,0,,,,24.77493241841327,107.0,106.7,87.75,108.26,108.3,110.52
2008-01-21,106.83,106.86,105.64,106.18,0,,,,21.688521114864756,106.86,105.64,87.75,108.26,108.3,110.52
2008-01-22,106.19,107.4,105.83,106.21,0,,,,22.163187381288694,107.4,105.83,87.75,108.26,108.3,110.52
2008-01-23,106.22,107.0,105.0,106.62,0,111.21848283527032,108.24000000000001,105.2615171647297,28.538242190386626,107.0,105.0,87.75,108.26,108.3,110.52
2008-01-24,106.63,107.34,105.97,107.19,0,110.54229651493357,108.0115,105.48070348506643,36.343981341955995,107.34,105.97,87.75,108.26,108.3,110.52
2008-01-25,107.18,107.91,106.74,106.75,0,110.31888094949673,107.86200000000001,105.40511905050329,33.3185395589004,107.91,106.74,87.75,108.26,108.3,110.52
2008-01-27,106.79,106.99,106.19,106.27,0,110.14928783858171,107.7055,105.26171216141829,30.350339948433273,106.99,106.19,87.75,108.26,108.3,110.52
2008-01-28,106.28,107.16,106.02,106.54,0,110.0604086638848,107.6025,105.14459133611521,33.9165511319393,107.16,106.02,87.75,108.26,108.3,110.52
2008-01-29,106.55,107.23,106.5,106.77,0,109.89542651844303,107.4935,105.09157348155696,36.881345286442816,107.23,106.5,87.75,108.26,108.3,110.52
2008-01-30,106.78,107.48,106.06,106.52,0,109.6477190054629,107.356,105.06428099453709,35.041097108931794,107.48,106.06,87.75,108.26,108.3,110.52
2008-01-31,106.53,106.9,105.74,106.41,0,109.37822408045058,107.2165,105.05477591954941,34.231747662077666,106.9,105.74,87.75,108.26,108.3,110.52
2008-02-01,106.42,106.76,105.78,106.51,0,108.86970173475476,107.051,105.23229826524525,35.68605281193176,106.76,105.78,87.75,108.26,108.3,110.52
2008-02-03,106.56,107.01,106.53,106.84,0,108.42247658844545,106.92750000000001,105.43252341155457,40.371907135940084,107.01,106.53,87.75,108.26,108.3,110.52
2008-02-04,106.83,107.12,106.62,106.82,0,108.01737169398305,106.824,105.63062830601694,40.18083239175638,107.12,106.62,87.75,108.26,108.3,110.52
2008-02-05,106.83,107.75,106.42,106.58,0,107.50295880754321,106.71400000000001,105.92504119245682,37.86489553857743,107.75,106.42,87.75,108.26,108.3,110.52
2008-02-06,106.57,106.81,106.2,106.49,0,107.2041601195389,106.64200000000001,106.07983988046112,37.00356992914557,106.81,106.2,87.75,108.26,108.3,110.52
2008-02-07,106.48,107.84,105.96,107.4,0,107.32860871206131,106.69500000000001,106.0613912879387,49.50968091795827,107.84,105.96,87.75,108.26,108.3,110.52
2008-02-08,107.39,107.75,107.25,107.36,0,107.4024382239707,106.7145,106.0265617760293,49.048748185881045,107.75,107.25,87.75,108.26,108.3,110.52
2008-02-10,107.36,107.69,107.2,107.25,0,107.42637649521372,106.721,106.01562350478629,47.73267343058176,107.69,107.2,87.75,108.26,108.3,110.52
2008-02-11,107.24,107.28,106.35,106.94,0,107.43348448502063,106.72449999999999,106.01551551497936,44.1383097218997,107.28,106.35,87.75,108.26,108.3,110.52
2008-02-12,106.93,107.56,106.86,107.21,0,107.48175841788773,106.74300000000001,106.00424158211229,47.82356373603106,107.56,106.86,87.75,108.26,108.3,110.52
2008-02-13,107.2,108.39,107.03,108.26,0,107.79534803737866,106.84700000000001,105.89865196262136,59.118634723534726,108.39,107.03,87.75,108.26,108.3,110.52
2008-02-14,108.25,108.63,107.69,107.91,0,107.93962294535203,106.93199999999999,105.92437705464795,54.855781429617885,108.63,107.69,87.75,108.26,108.3,110.52
2008-02-15,107.92,108.33,107.28,107.82,0,108.05930689119856,106.992,105.92469310880145,53.78186376170491,108.33,107.28,87.75,108.26,108.3,110.52
2008-02-17,107.85,108.04,107.78,107.86,0,108.15576501317166,107.02550000000001,105.89523498682836,54.21091847655935,108.04,107.78,87.75,108.26,108.3,110.52
2008-02-18,107.87,108.35,107.82,108.12,0,108.31184071208017,107.09400000000001,105.87615928791985,57.004862087655155,108.35,107.82,87.75,108.26,108.3,110.52
2008-02-19,108.13,108.21,107.25,107.94,0,108.38687793927288,107.17750000000001,105.96812206072714,54.524411763174015,108.21,107.25,87.75,108.26,108.3,110.52
2008-02-20,107.93,108.38,107.51,108.14,0,108.49886819678929,107.25750000000001,106.01613180321073,56.77499884677338,108.38,107.51,87.75,108.26,108.3,110.52
2008-02-21,108.13,108.36,107.16,107.51,0,108.51954652972852,107.2945,106.06945347027148,48.61350482675027,108.36,107.16,87.75,108.26,108.3,110.52
2008-02-22,107.5,107.6,106.74,107.16,0,108.50135786374348,107.32650000000001,106.15164213625654,44.763602254725726,107.6,106.74,87.75,108.26,108.3,110.52
2008-02-24,107.34,107.48,107.19,107.38,0,108.47202324496789,107.375,106.27797675503211,47.57406793539987,107.48,107.19,87.75,108.26,108.3,110.52
2008-02-25,107.39,108.26,107.27,107.96,0,108.49689744615652,107.44749999999999,106.39810255384346,54.19149352723878,108.26,107.27,87.75,108.26,108.3,110.52
2008-02-26,107.97,108.11,106.98,107.08,0,108.48607634884107,107.4595,106.43292365115894,44.925797235819815,108.11,106.98,87.75,108.26,108.3,110.52
2008-02-27,107.07,107.16,106.0,106.42,0,108.52880207013474,107.4395,106.35019792986525,39.47439343528577,107.16,106.0,87.75,108.26,108.3,110.52
2008-02-28,106.43,106.66,104.61,104.9,0,108.87221322272863,107.3555,105.83878677727138,30.342703300528257,106.66,104.61,87.75,108.26,108.3,110.52
2008-02-29,104.91,104.94,103.73,103.77,0,109.37537082173304,107.2195,105.06362917826695,25.601204560535265,104.94,103.73,87.75,108.26,108.3,110.52
2008-03-02,103.65,103.65,102.94,103.34,0,109.75265259077412,107.0165,104.28034740922587,24.060428833491912,103.65,102.94,87.75,108.26,108.3,110.52
2008-03-03,103.33,103.72,102.65,103.4,0,109.96840968124484,106.8185,103.66859031875516,24.74104877350655,103.72,102.65,87.75,108.26,108.3,110.52
2008-03-04,103.41,103.59,102.69,103.46,0,110.09266222371639,106.62899999999999,103.1653377762836,25.460510385088355,103.59,102.69,87.75,108.26,108.3,110.52
2008-03-05,103.47,104.22,103.41,103.93,0,110.13143457373658,106.47850000000001,102.82556542626344,31.023187788544092,104.22,103.41,87.75,108.26,108.3,110.52
2008-03-06,103.94,103.99,102.48,102.85,0,110.22030037375625,106.26050000000001,102.30069962624377,26.187088048124224,103.99,102.48,87.75,108.26,108.3,110.52
2008-03-07,102.86,103.26,101.44,102.71,0,110.11744119561519,105.98299999999999,101.8485588043848,25.62934357657673,103.26,101.44,87.75,108.26,108.3,110.52
2008-03-09,102.54,102.56,102.1,102.26,0,110.03684166089344,105.7005,101.36415833910657,23.86955101656382,102.56,102.1,87.75,108.26,108.3,110.52
2008-03-10,102.25,102.46,101.44,101.65,0,109.95336207727472,105.39199999999998,100.83063792272524,21.694926946093005,102.46,101.44,87.75,108.26,108.3,110.52
2008-03-11,101.64,103.61,101.61,102.98,0,109.67715268013788,105.148,100.61884731986211,35.49391175332654,103.61,101.61,87.75,108.26,108.3,110.52
2008-03-12,102.97,103.3,100.23,100.59,0,109.4974634996475,104.77150000000002,100.04553650035254,26.467717568027737,103.3,100.23,87.75,108.26,108.3,110.52
2008-03-13,100.58,101.25,99.81,100.52,0,109.23695934543034,104.40050000000001,99.56404065456968,26.257105872209422,101.25,99.81,87.75,108.26,108.3,110.52
2008-03-14,100.53,101.18,98.92,99.15,0,108.98090218592772,103.951,98.92109781407227,22.485875926157675,101.18,98.92,87.75,108.26,108.3,110.52
2008-03-16,99.13,99.13,95.76,96.77,0,109.06435361725268,103.41399999999999,97.7636463827473,17.723473662523375,99.13,95.76,87.75,108.26,108.3,110.52
2008-03-17,96.76,97.78,96.28,97.09,0,108.9192052681922,102.9105,96.9017947318078,20.171586705739927,97.78,96.28,87.75,108.26,108.3,110.52
2008-03-18,97.08,100.48,97.03,99.48,0,108.33261431897301,102.5155,96.69838568102699,35.58718558811674,100.48,97.03,87.75,108.26,108.3,110.52
