Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi
2023-01-01 17:00:00,130.925,130.962,130.743,130.787,0,,,,
2023-01-01 17:15:00,130.787,130.787,130.744,130.749,0,,,,
2023-01-01 17:30:00,130.749,130.792,130.746,130.758,0,,,,
2023-01-01 17:45:00,130.759,130.767,130.757,130.759,0,,,,
2023-01-01 18:00:00,130.771,130.771,130.716,130.737,0,,,,
2023-01-01 18:15:00,130.737,130.787,130.725,130.749,0,,,,
2023-01-01 18:30:00,130.75,130.87,130.738,130.87,0,,,,
2023-01-01 18:45:00,130.87,130.886,130.848,130.87,0,,,,
2023-01-01 19:00:00,130.886,131.041,130.871,131.008,0,,,,
2023-01-01 19:15:00,131.008,131.024,130.997,130.999,0,,,,
2023-01-01 19:30:00,131.0,131.012,130.788,130.796,0,,,,
2023-01-01 19:45:00,130.805,130.823,130.791,130.821,0,,,,
2023-01-01 20:00:00,130.822,130.859,130.785,130.785,0,,,,
2023-01-01 20:15:00,130.791,130.889,130.791,130.864,0,,,,54.85584519550582
2023-01-01 20:30:00,130.884,130.932,130.818,130.85,0,,,,53.27623310004787
2023-01-01 20:45:00,130.85,130.919,130.85,130.919,0,,,,59.47068075365107
2023-01-01 21:00:00,130.894,130.984,130.894,130.965,0,,,,62.99309869747835
2023-01-01 21:15:00,130.984,130.999,130.95,130.984,0,,,,64.3705038682186
2023-01-01 21:30:00,130.989,130.994,130.926,130.974,0,,,,63.04056953543611
2023-01-01 21:45:00,130.978,130.994,130.954,130.963,0,131.04580756927123,130.86034999999998,130.67489243072873,61.534519261048395
2023-01-01 22:00:00,130.963,130.989,130.919,130.919,0,131.05088528753342,130.86695000000003,130.68301471246664,55.79279736945787
2023-01-01 22:15:00,130.919,130.969,130.908,130.919,0,131.05237537975088,130.87545,130.69852462024912,55.79279736945789
2023-01-01 22:30:00,130.918,130.963,130.879,130.919,0,131.05280386882757,130.8835,130.71419613117243,55.79279736945787
2023-01-01 22:45:00,130.906,130.941,130.885,130.895,0,131.04969021299937,130.8903,130.73090978700063,52.458157134226
2023-01-01 23:00:00,130.896,130.919,130.879,130.902,0,131.04158912052296,130.89855,130.75551087947704,53.334231064701925
2023-01-01 23:15:00,130.902,130.93,130.88,130.886,0,131.03122114289727,130.9054,130.7795788571027,51.019973971228175
2023-01-01 23:30:00,130.886,130.908,130.879,130.907,0,131.03201838541864,130.90725,130.78248161458137,53.850434957007145
2023-01-01 23:45:00,130.899,130.914,130.879,130.914,0,131.0330598297061,130.90945,130.78584017029388,54.788325554219284
2023-01-02 00:00:00,130.911,130.917,130.886,130.905,0,131.01934277465352,130.9043,130.7892572253465,53.28881413210059
2023-01-02 00:15:00,130.911,130.957,130.895,130.937,0,131.00898051771995,130.9012,130.79341948228003,57.71971292388484
2023-01-02 00:30:00,130.937,130.937,130.899,130.931,0,131.0048963253557,130.90795,130.8110036746443,56.634933870808986
2023-01-02 00:45:00,130.919,130.947,130.905,130.916,0,131.00106990437914,130.91270000000003,130.82433009562092,53.907280118723286
2023-01-02 01:00:00,130.92,130.936,130.905,130.909,0,130.98520806889033,130.91889999999998,130.85259193110963,52.633316450174945
2023-01-02 01:15:00,130.911,130.929,130.904,130.923,0,130.9831893022455,130.92185,130.8605106977545,54.927539146679344
2023-01-02 01:30:00,130.912,130.939,130.898,130.907,0,130.97706067226426,130.9247,130.87233932773574,51.83737046074659
2023-01-02 01:45:00,130.899,130.985,130.898,130.939,0,130.97835016619123,130.9257,130.87304983380878,57.042651592359505
2023-01-02 02:00:00,130.939,130.951,130.904,130.934,0,130.9738220243192,130.92415,130.8744779756808,56.02379920754051
2023-01-02 02:15:00,130.931,130.963,130.924,130.929,0,130.96293745297882,130.9214,130.8798625470212,54.96650854660031
2023-01-02 02:30:00,130.938,130.951,130.928,130.929,0,130.9532573305899,130.91915,130.8850426694101,54.9665085466003
2023-01-02 02:45:00,130.931,130.973,130.92,130.935,0,130.94640571496177,130.91775,130.88909428503825,56.11902910282703
2023-01-02 03:00:00,130.939,130.955,130.922,130.928,0,130.94720068964645,130.9182,130.88919931035358,54.37075354416188
2023-01-02 03:15:00,130.927,130.955,130.917,130.92,0,130.9472594812082,130.91825,130.8892405187918,52.36304235563912
2023-01-02 03:30:00,130.92,130.956,130.919,130.936,0,130.94912598874257,130.91910000000001,130.88907401125746,55.87264884845336
2023-01-02 03:45:00,130.93,130.957,130.908,130.926,0,130.94867338309285,130.92065,130.89262661690714,53.23291954298703
2023-01-02 04:00:00,130.926,130.954,130.92,130.946,0,130.9515712464905,130.92284999999998,130.89412875350948,57.552367848437555
2023-01-02 04:15:00,130.946,130.953,130.907,130.913,0,130.94797898231562,130.92419999999998,130.90042101768435,49.4385962141403
2023-01-02 04:30:00,130.911,130.914,130.852,130.867,0,130.95603252872561,130.9222,130.8883674712744,40.8031981263926
2023-01-02 04:45:00,130.869,130.875,130.856,130.867,0,130.96130491526912,130.91985,130.87839508473087,40.8031981263926
2023-01-02 05:00:00,130.866,130.873,130.752,130.776,0,130.98854359586798,130.9134,130.838256404132,29.129620290287022
2023-01-02 05:15:00,130.777,130.81,130.753,130.767,0,131.00253585406998,130.9049,130.80726414593002,28.26824111746498
2023-01-02 05:30:00,130.773,130.791,130.764,130.772,0,131.0095385873434,130.89695,130.7843614126566,29.515242489961636
2023-01-02 05:45:00,130.773,130.799,130.763,130.782,0,131.01299669038298,130.89024999999998,130.76750330961698,32.05914880909407
2023-01-02 06:00:00,130.778,130.876,130.776,130.826,0,131.01161159308998,130.8861,130.76058840691002,41.98140568887378
2023-01-02 06:15:00,130.827,130.878,130.783,130.805,0,131.00926215556848,130.8802,130.75113784443153,39.05015133131176
2023-01-02 06:30:00,130.805,130.841,130.776,130.811,0,131.00722928354497,130.87539999999998,130.743570716455,40.33205170223698
2023-01-02 06:45:00,130.812,130.814,130.761,130.766,0,131.0033675318178,130.86675,130.7301324681822,34.475544031247665
2023-01-02 07:00:00,130.766,130.771,130.702,130.716,0,131.0035988071017,130.85584999999998,130.70810119289825,29.3720778042305
2023-01-02 07:15:00,130.717,130.796,130.708,130.769,0,130.99621478692734,130.84785000000002,130.6994852130727,39.58177029428467
2023-01-02 07:30:00,130.77,130.796,130.722,130.739,0,130.98902750329756,130.83835000000002,130.68767249670248,36.376347030550285
2023-01-02 07:45:00,130.737,130.789,130.722,130.727,0,130.97921992430747,130.82795000000002,130.67668007569256,35.15014517720115
2023-01-02 08:00:00,130.73,130.747,130.659,130.68,0,130.9725321327412,130.81554999999997,130.65856786725874,30.774560979562082
2023-01-02 08:15:00,130.68,130.699,130.623,130.651,0,130.96688215922845,130.80210000000002,130.6373178407716,28.423462966524312
2023-01-02 08:30:00,130.651,130.686,130.623,130.623,0,130.95675264237522,130.78645,130.61614735762478,26.331744557923344
2023-01-02 08:45:00,130.626,130.668,130.617,130.642,0,130.94099462954415,130.77225,130.60350537045588,30.0913099809283
2023-01-02 09:00:00,130.642,130.68,130.633,130.667,0,130.91281226488533,130.75830000000002,130.6037877351147,34.80582624290635
2023-01-02 09:15:00,130.669,130.7,130.66,130.688,0,130.88694206553623,130.74705,130.60715793446377,38.554356658218374
2023-01-02 09:30:00,130.689,130.707,130.668,130.69,0,130.86869842910932,130.7382,130.6077015708907,38.9145910092643
2023-01-02 09:45:00,130.691,130.771,130.656,130.707,0,130.84703595337052,130.7302,130.61336404662947,42.02582186784484
2023-01-02 10:00:00,130.705,130.796,130.697,130.74,0,130.8434537265802,130.7284,130.61334627341978,47.604582863386966
2023-01-02 10:15:00,130.74,130.831,130.73,130.78,0,130.84511114767653,130.72905,130.61298885232347,53.45165120467582
