position_id,strategy,order_type,entry_time,entry_price,exit_time,exit_price,lot_size,pnl_pips,pnl_amount,exit_reason
1,aggressive_v2,BUY,2022-08-22 10:15:00,137.269,2022-08-22 10:45:00,137.183,0.3,-8.600000000001273,-2580.000000000382,sl
2,aggressive_v2,BUY,2022-08-22 11:30:00,137.531,2022-08-22 12:15:00,137.426,0.3,-10.500000000001819,-3150.0000000005457,sl
3,aggressive_v2,BUY,2022-08-24 16:00:00,137.107,2022-08-24 18:15:00,136.998,0.3,-10.900000000000887,-3270.000000000266,sl
4,aggressive_v2,SELL,2022-08-25 18:15:00,136.426,2022-08-25 18:45:00,136.508,0.3,-8.200000000002206,-2460.0000000006617,sl
5,aggressive_v2,BUY,2022-08-28 21:45:00,138.50900000000001,2022-08-29 00:15:00,138.669,0.3,15.999999999999659,4799.999999999898,tp
6,aggressive_v2,BUY,2022-09-05 16:00:00,140.574,2022-09-05 18:45:00,140.464,0.3,-11.000000000001364,-3300.0000000004093,sl
7,aggressive_v2,SELL,2022-09-12 22:15:00,142.51999999999998,2022-09-13 02:00:00,142.177,0.3,34.29999999999893,10289.99999999968,tp
8,aggressive_v2,SELL,2022-09-16 10:00:00,142.989,2022-09-16 11:00:00,143.08,0.3,-9.100000000000819,-2730.0000000002456,sl
10,aggressive_v2,BUY,2022-09-20 18:15:00,143.728,2022-09-20 18:45:00,143.645,0.3,-8.29999999999984,-2489.9999999999523,sl
9,aggressive_v2,BUY,2022-09-20 17:00:00,143.72,2022-09-20 19:00:00,143.576,0.3,-14.400000000000546,-4320.000000000164,sl
11,aggressive_v2,SELL,2022-09-22 21:30:00,142.041,2022-09-22 23:30:00,142.124,0.3,-8.29999999999984,-2489.9999999999523,sl
12,aggressive_v2,BUY,2022-09-27 09:30:00,144.63,2022-09-27 10:15:00,144.793,0.3,16.30000000000109,4890.000000000327,tp
13,aggressive_v2,BUY,2022-09-30 11:15:00,144.69,2022-10-02 23:45:00,144.842,0.3,15.200000000001523,4560.000000000457,tp
14,aggressive_v2,BUY,2022-10-06 16:30:00,145.12,2022-10-06 18:00:00,145.015,0.3,-10.500000000001819,-3150.0000000005457,sl
15,aggressive_v2,BUY,2022-10-12 10:30:00,146.872,2022-10-12 14:00:00,146.705,0.3,-16.70000000000016,-5010.000000000047,sl
16,aggressive_v2,BUY,2022-10-13 10:15:00,147.44500000000002,2022-10-13 10:30:00,147.365,0.3,-8.00000000000125,-2400.000000000375,sl
18,aggressive_v2,BUY,2022-10-19 16:45:00,149.893,2022-10-19 18:15:00,149.796,0.3,-9.700000000000841,-2910.0000000002524,sl
17,aggressive_v2,BUY,2022-10-19 11:45:00,149.77100000000002,2022-10-19 20:45:00,149.922,0.3,15.099999999998204,4529.999999999462,tp
19,aggressive_v2,BUY,2022-10-20 21:30:00,150.247,2022-10-21 00:00:00,150.411,0.3,16.399999999998727,4919.999999999618,tp
20,aggressive_v2,SELL,2022-10-26 11:45:00,146.50099999999998,2022-10-26 12:15:00,146.324,0.3,17.699999999996407,5309.999999998922,tp
21,aggressive_v2,BUY,2022-10-31 10:00:00,148.81300000000002,2022-10-31 10:45:00,148.643,0.3,-17.00000000000159,-5100.0000000004775,sl
22,aggressive_v2,BUY,2022-11-01 16:00:00,148.23000000000002,2022-11-01 17:15:00,148.15,0.3,-8.00000000000125,-2400.000000000375,sl
23,aggressive_v2,SELL,2022-11-13 22:30:00,139.012,2022-11-13 22:45:00,139.092,0.3,-8.00000000000125,-2400.000000000375,sl
24,aggressive_v2,SELL,2022-11-14 16:00:00,139.826,2022-11-14 17:30:00,139.918,0.3,-9.200000000001296,-2760.000000000389,sl
25,aggressive_v2,SELL,2022-11-16 18:00:00,139.37199999999999,2022-11-16 19:30:00,139.491,0.3,-11.90000000000282,-3570.000000000846,sl
26,aggressive_v2,BUY,2022-11-18 16:15:00,140.407,2022-11-20 17:00:00,140.3,0.3,-10.699999999999932,-3209.9999999999795,sl
27,aggressive_v2,BUY,2022-11-20 23:45:00,140.43300000000002,2022-11-21 01:15:00,140.668,0.3,23.499999999998522,7049.999999999556,tp
28,aggressive_v2,BUY,2022-11-30 09:15:00,139.28900000000002,2022-11-30 09:30:00,139.14,0.3,-14.900000000002933,-4470.00000000088,sl
29,aggressive_v2,BUY,2022-11-30 10:30:00,139.70100000000002,2022-11-30 10:45:00,139.496,0.3,-20.50000000000125,-6150.000000000375,sl
