Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,resistance_level_1,resistance_level_2
2003-03-05,117.38,117.6,117.02,117.39,0,121.20180303011641,118.74150000000002,116.28119696988362,37.92042948283859,117.6,117.02,107.32,121.34,121.62
2003-03-06,117.38,117.61,117.18,117.37,0,120.90271720651836,118.569,116.23528279348164,37.76468843320145,117.61,117.18,107.32,121.34,121.62
2003-03-07,117.36,117.42,116.39,117.08,0,120.5158498079482,118.37450000000001,116.23315019205182,35.48868731499664,117.42,116.39,107.32,121.34,121.62
2003-03-09,117.12,117.15,116.77,116.8,0,120.19965894893906,118.18950000000002,116.17934105106099,33.395902994868806,117.15,116.77,107.32,121.34,121.62
2003-03-10,116.79,117.05,116.45,116.93,0,119.83715087358723,118.01849999999999,116.19984912641274,35.30349443672908,117.05,116.45,107.32,121.34,121.62
2003-03-11,116.92,117.52,116.69,117.45,0,119.30523642006438,117.86699999999999,116.4287635799356,42.40883588130316,117.52,116.69,107.32,121.34,121.62
2003-03-12,117.46,118.39,117.07,117.97,0,119.10939378401756,117.80550000000001,116.50160621598246,48.49994657130178,118.39,117.07,107.32,121.34,121.62
2003-03-13,117.96,118.79,117.9,118.22,0,118.94937430855508,117.76299999999999,116.5766256914449,51.173667568098864,118.79,117.9,107.32,121.34,121.62
2003-03-14,118.23,118.72,118.13,118.31,0,118.79521533409682,117.727,116.65878466590318,52.13704202255758,118.72,118.13,107.32,121.34,121.62
2003-03-16,118.19,118.23,117.71,117.94,0,118.73416936440762,117.70450000000001,116.6748306355924,47.94852599813918,118.23,117.71,107.32,121.34,121.62
2003-03-17,117.93,119.01,117.59,118.56,0,118.69398597184508,117.696,116.69801402815492,54.53914281800541,119.01,117.59,107.32,121.34,121.62
2003-03-18,118.57,119.22,118.55,118.72,0,118.7687776885728,117.7135,116.6582223114272,56.08448268747167,119.22,118.55,107.32,121.34,121.62
2003-03-19,118.73,120.68,118.61,120.02,0,119.28332095232825,117.825,116.36667904767175,66.15209057619435,120.68,118.61,107.32,121.34,121.62
2003-03-20,120.01,120.46,119.75,120.41,0,119.80280428695661,117.97049999999999,116.13819571304336,68.48616892571765,120.46,119.75,107.32,121.34,121.62
2003-03-21,120.4,121.9,120.29,121.62,0,120.57904207676152,118.1935,115.80795792323848,74.38740080743408,121.9,120.29,107.32,121.34,121.62
2003-03-23,121.12,121.36,120.89,121.06,0,121.03966560354282,118.36150000000002,115.68333439645723,68.03736327829813,121.36,120.89,107.32,121.34,121.62
2003-03-24,121.05,121.06,119.83,119.94,0,121.21350850831412,118.45149999999998,115.68949149168584,57.47069577504971,121.06,119.83,107.32,121.34,121.62
2003-03-25,119.95,120.29,119.43,119.95,0,121.37182368986505,118.53600000000002,115.70017631013498,57.534111570210854,120.29,119.43,107.32,121.34,121.62
2003-03-26,119.94,120.5,119.61,119.81,0,121.50022774143896,118.646,115.79177225856104,56.26910753551721,120.5,119.61,107.32,121.34,121.62
2003-03-27,119.8,120.44,119.64,120.25,0,121.66273388952055,118.79,115.91726611047946,59.29805010538603,120.44,119.64,107.32,121.34,121.62
2003-03-28,120.26,120.32,119.48,119.8,0,121.7400828314435,118.9105,116.0809171685565,55.09504640572456,120.32,119.48,107.32,121.34,121.62
2003-03-30,119.85,120.21,119.33,119.35,0,121.75382851532027,119.0095,116.26517148467974,51.187802448961484,120.21,119.33,107.32,121.34,121.62
2003-03-31,119.34,119.42,117.81,118.26,0,121.69246093720922,119.0685,116.44453906279078,43.19669201529784,119.42,117.81,107.32,121.34,121.62
2003-04-01,118.27,118.51,117.66,118.4,0,121.5815497323318,119.14849999999998,116.71545026766817,44.397358241360685,118.51,117.66,107.32,121.34,121.62
2003-04-02,118.41,119.27,118.36,118.78,0,121.46098108100047,119.24100000000001,117.02101891899956,47.63290298602405,119.27,118.36,107.32,121.34,121.62
2003-04-03,118.77,120.01,118.54,119.94,0,121.44456204813613,119.3655,117.28643795186386,56.0419938543473,120.01,118.54,107.32,121.34,121.62
2003-04-04,119.95,120.21,119.79,119.97,0,121.45700671603186,119.46549999999999,117.47399328396813,56.23771533017333,120.21,119.79,107.32,121.34,121.62
2003-04-06,120.42,120.82,120.26,120.78,0,121.57740801198041,119.59349999999999,117.60959198801957,61.25393499876435,120.82,120.26,107.32,121.34,121.62
2003-04-07,120.77,120.93,119.68,119.98,0,121.57657995356871,119.67699999999999,117.77742004643127,54.59753725578439,120.93,119.68,107.32,121.34,121.62
2003-04-08,119.97,120.19,119.44,119.95,0,121.50361558129812,119.7775,118.05138441870189,54.35898005954643,120.19,119.44,107.32,121.34,121.62
2003-04-09,119.94,120.72,119.72,120.12,0,121.49322372517473,119.8555,118.21777627482528,55.544362955897824,120.72,119.72,107.32,121.34,121.62
2003-04-10,120.11,120.16,119.16,119.8,0,121.4629538937478,119.90950000000001,118.35604610625222,52.76627803375612,120.16,119.16,107.32,121.34,121.62
2003-04-11,119.81,120.88,119.66,120.47,0,121.50412722131517,119.93199999999999,118.3598727786848,57.553236075601056,120.88,119.66,107.32,121.34,121.62
2003-04-13,120.56,120.85,120.54,120.58,0,121.52466507978184,119.9405,118.35633492021816,58.30044396543404,120.85,120.54,107.32,121.34,121.62
2003-04-14,120.57,120.83,120.0,120.2,0,121.26188608151627,119.86950000000002,118.47711391848377,54.71704554840724,120.83,120.0,107.32,121.34,121.62
2003-04-15,120.21,120.72,120.13,120.36,0,121.13776474670348,119.83449999999998,118.53123525329647,55.94488241624588,120.72,120.13,107.32,121.34,121.62
2003-04-16,120.37,120.6,119.05,119.07,0,121.13472467418,119.79100000000001,118.44727532582002,45.28376245999133,120.6,119.05,107.32,121.34,121.62
2003-04-17,119.08,119.83,118.97,119.78,0,121.12424326903478,119.7825,118.44075673096522,50.83686111999881,119.83,118.97,107.32,121.34,121.62
2003-04-18,119.79,119.85,119.63,119.73,0,121.12036847343552,119.77850000000001,118.4366315265645,50.4485638744329,119.85,119.63,107.32,121.34,121.62
2003-04-20,119.66,120.0,119.6,120.0,0,121.09465947480916,119.766,118.43734052519085,52.55595773082277,120.0,119.6,107.32,121.34,121.62
2003-04-21,119.99,120.73,119.96,120.61,0,121.18527155468198,119.8065,118.42772844531802,57.0049223828792,120.73,119.96,107.32,121.34,121.62
2003-04-22,120.6,120.78,119.39,120.16,0,121.2173152921865,119.84700000000001,118.47668470781352,53.05260894428981,120.78,119.39,107.32,121.34,121.62
2003-04-23,120.15,120.72,120.02,120.49,0,121.14467494493864,119.9585,118.77232505506136,55.48977392928001,120.72,120.02,107.32,121.34,121.62
2003-04-24,120.5,120.51,119.54,120.11,0,120.99087697194528,120.04400000000001,119.09712302805474,52.13359228051606,120.51,119.54,107.32,121.34,121.62
2003-04-25,120.12,121.17,120.08,120.1,0,120.85849181692271,120.10999999999999,119.36150818307726,52.04438352963536,121.17,120.08,107.32,121.34,121.62
2003-04-27,120.25,120.4,119.9,120.19,0,120.86756040023631,120.12250000000002,119.37743959976372,52.82675455110039,120.4,119.9,107.32,121.34,121.62
2003-04-28,120.18,120.56,119.98,120.18,0,120.87508085812819,120.133,119.3909191418718,52.72382919075245,120.56,119.98,107.32,121.34,121.62
2003-04-29,120.19,120.76,119.27,119.5,0,120.79750257377738,120.069,119.34049742622263,46.140516099616434,120.76,119.27,107.32,121.34,121.62
2003-04-30,119.51,119.68,118.64,118.93,0,120.89829986391486,120.01650000000002,119.13470013608519,41.46654480157454,119.68,118.64,107.32,121.34,121.62
2003-05-01,118.92,118.95,118.17,118.73,0,121.0008798352753,119.9555,118.9101201647247,39.93782521986564,118.95,118.17,107.32,121.34,121.62
2003-05-02,118.72,119.38,118.53,118.98,0,121.02310259647585,119.89850000000001,118.77389740352417,42.77764265235778,119.38,118.53,107.32,121.34,121.62
2003-05-04,119.06,119.11,118.91,119.03,0,121.04647376709312,119.85999999999999,118.67352623290685,43.3545013572668,119.11,118.91,107.32,121.34,121.62
2003-05-05,119.04,119.07,118.44,118.64,0,121.03241890562651,119.76849999999999,118.50458109437346,39.969838719606464,119.07,118.44,107.32,121.34,121.62
2003-05-06,118.65,118.71,117.31,117.73,0,121.11450797780869,119.626,118.13749202219132,33.41472094391949,118.71,117.31,107.32,121.34,121.62
2003-05-07,117.72,117.8,116.09,116.64,0,121.39896488948418,119.44800000000001,117.49703511051584,27.580088001005436,117.8,116.09,107.32,121.34,121.62
2003-05-08,116.65,117.34,116.04,117.21,0,121.4217951461494,119.29050000000002,117.15920485385064,34.06392153579175,117.34,116.04,107.32,121.34,121.62
2003-05-09,117.22,117.65,117.2,117.25,0,121.5086771261642,119.19950000000001,116.89032287383583,34.50705870356367,117.65,117.2,107.32,121.34,121.62
2003-05-11,117.31,117.32,116.63,116.89,0,121.55462797231903,119.05499999999999,116.55537202768096,32.39676044284539,117.32,116.63,107.32,121.34,121.62
2003-05-12,116.9,117.56,116.34,117.33,0,121.522380915134,118.93499999999999,116.34761908486598,37.433104204776484,117.56,116.34,107.32,121.34,121.62
2003-05-13,117.32,117.32,116.4,116.71,0,121.48151069713855,118.7705,116.05948930286145,33.631099734242895,117.32,116.4,107.32,121.34,121.62
2003-05-14,116.72,116.84,115.59,116.23,0,121.33929680034242,118.5515,115.76370319965758,31.005493140432463,116.84,115.59,107.32,121.34,121.62
2003-05-15,116.24,116.67,115.31,116.29,0,121.20887074417611,118.35799999999999,115.50712925582387,31.72305175577732,116.67,115.31,107.32,121.34,121.62
2003-05-16,116.3,116.52,115.88,115.92,0,120.99276718976752,118.12950000000001,115.2662328102325,29.673553368282626,116.52,115.88,107.32,121.34,121.62
2003-05-18,115.52,115.86,115.23,115.37,0,120.84412921113051,117.8925,114.94087078886949,26.892267131917734,115.86,115.23,107.32,121.34,121.62
2003-05-19,115.36,117.52,115.12,117.13,0,120.53067830938537,117.744,114.95732169061463,44.741199569269014,117.52,115.12,107.32,121.34,121.62
2003-05-20,117.12,117.44,116.63,116.71,0,120.15103080183069,117.57000000000001,114.98896919816933,42.09970748479684,117.44,116.63,107.32,121.34,121.62
2003-05-21,116.72,117.81,116.58,117.56,0,119.7260671175107,117.43900000000001,115.15193288248932,48.70067585596282,117.81,116.58,107.32,121.34,121.62
2003-05-22,117.55,117.82,116.94,117.37,0,119.41497809112091,117.33250000000001,115.2500219088791,47.39983816600427,117.82,116.94,107.32,121.34,121.62
2003-05-23,117.38,117.45,116.77,116.99,0,119.18796997416054,117.2355,115.28303002583947,44.821223155874016,117.45,116.77,107.32,121.34,121.62
2003-05-25,116.86,117.0,116.85,116.89,0,118.97528901623477,117.14349999999999,115.31171098376521,44.14068913141114,117.0,116.85,107.32,121.34,121.62
2003-05-26,116.9,117.42,116.63,116.72,0,118.66319684877452,117.03049999999999,115.39780315122546,42.9468894509027,117.42,116.63,107.32,121.34,121.62
2003-05-27,116.71,117.37,116.22,117.1,0,118.28670691577969,116.934,115.5812930842203,46.43426543692689,117.37,116.22,107.32,121.34,121.62
2003-05-28,117.11,119.18,116.99,118.85,0,118.35215727362817,116.94450000000002,115.53684272637187,58.895211117618125,119.18,116.99,107.32,121.34,121.62
2003-05-29,118.84,119.19,117.98,118.34,0,118.47295193514286,116.975,115.47704806485713,54.887863000767545,119.19,117.98,107.32,121.34,121.62
2003-05-30,118.33,119.66,118.3,119.39,0,118.93245466976471,117.1125,115.29254533023528,60.80144889186558,119.66,118.3,107.32,121.34,121.62
2003-06-01,119.63,119.7,118.94,119.13,0,119.23026432850084,117.20849999999999,115.18673567149914,58.747838135273646,119.7,118.94,107.32,121.34,121.62
2003-06-02,119.12,119.24,118.33,118.44,0,119.35997131911469,117.26799999999999,115.17602868088528,53.57610871232276,119.24,118.33,107.32,121.34,121.62
2003-06-03,118.43,119.4,118.35,119.13,0,119.61405460989623,117.38,115.14594539010376,57.59617845076454,119.4,118.35,107.32,121.34,121.62
2003-06-04,119.14,119.22,118.37,118.5,0,119.72491444187153,117.4385,115.15208555812848,53.0768555286924,119.22,118.37,107.32,121.34,121.62
2003-06-05,118.51,118.74,117.37,117.84,0,119.76238174994833,117.495,115.22761825005168,48.76032910857546,118.74,117.37,107.32,121.34,121.62
2003-06-06,117.83,118.96,117.65,118.7,0,119.86580305032473,117.6185,115.37119694967527,54.00891243418926,118.96,117.65,107.32,121.34,121.62
2003-06-08,118.77,118.82,118.37,118.41,0,119.91030397108224,117.72449999999999,115.53869602891774,52.071938655218794,118.82,118.37,107.32,121.34,121.62
2003-06-09,118.4,118.57,117.84,118.27,0,119.87443302472651,117.84199999999998,115.80956697527346,51.11880517503589,118.57,117.84,107.32,121.34,121.62
2003-06-10,118.28,118.37,117.56,118.11,0,119.66657696120775,117.979,116.29142303879225,49.992562430723034,118.37,117.56,107.32,121.34,121.62
2003-06-11,118.1,118.16,117.55,117.78,0,119.65693337756325,118.0115,116.36606662243675,47.66025234734963,118.16,117.55,107.32,121.34,121.62
2003-06-12,117.79,117.97,117.48,117.68,0,119.6031266960296,118.05999999999999,116.51687330397037,46.94551618747906,117.97,117.48,107.32,121.34,121.62
2003-06-13,117.67,117.94,117.21,117.49,0,119.60445704074735,118.0565,116.50854295925265,45.54787459128927,117.94,117.21,107.32,121.34,121.62
2003-06-15,117.43,117.76,117.21,117.68,0,119.59820575283914,118.072,116.54579424716087,47.23946635435759,117.76,117.21,107.32,121.34,121.62
2003-06-16,117.69,117.83,117.53,117.65,0,119.56322494835305,118.10499999999999,116.64677505164693,46.991238817867824,117.83,117.53,107.32,121.34,121.62
2003-06-17,117.66,118.44,117.58,118.1,0,119.51329041397369,118.1655,116.8177095860263,51.138731727899874,118.44,117.58,107.32,121.34,121.62
2003-06-18,118.11,118.81,117.78,118.64,0,119.44759063734584,118.2615,117.07540936265416,55.62553527171776,118.81,117.78,107.32,121.34,121.62
2003-06-19,118.65,119.13,118.05,118.2,0,119.37746701173955,118.31650000000002,117.25553298826048,51.47758021024004,119.13,118.05,107.32,121.34,121.62
2003-06-20,118.21,118.55,118.17,118.39,0,119.32679134323263,118.2935,117.26020865676736,53.103813965234906,118.55,118.17,107.32,121.34,121.62
2003-06-22,118.51,118.64,118.25,118.31,0,119.32510406058611,118.292,117.25889593941389,52.30886925819477,118.64,118.25,107.32,121.34,121.62
2003-06-23,118.32,118.48,117.52,117.8,0,119.13408287744481,118.2125,117.2909171225552,47.43397091401293,118.48,117.52,107.32,121.34,121.62
2003-06-24,117.81,118.12,117.67,117.71,0,118.98488069695682,118.1415,117.29811930304317,46.60848020383776,118.12,117.67,107.32,121.34,121.62
2003-06-25,117.72,118.31,117.36,118.12,0,118.95768928135334,118.12550000000002,117.2933107186467,50.80838832393507,118.31,117.36,107.32,121.34,121.62
2003-06-26,118.13,119.5,118.09,119.43,0,119.05164159163074,118.1405,117.22935840836927,61.28686157475327,119.5,118.09,107.32,121.34,121.62
2003-06-27,119.44,120.04,119.33,119.68,0,119.32396387225175,118.19949999999999,117.07503612774822,62.91057884239909,120.04,119.33,107.32,121.34,121.62
2003-06-29,119.67,119.94,119.67,119.86,0,119.62308043233654,118.30049999999999,116.97791956766343,64.07878691579415,119.94,119.67,107.32,121.34,121.62
2003-06-30,119.85,120.26,119.26,119.69,0,119.79694160213865,118.35,116.90305839786134,62.0897130992489,120.26,119.26,107.32,121.34,121.62
2003-07-01,119.7,120.02,119.05,119.33,0,119.90481940602567,118.396,116.88718059397434,57.98493171660202,120.02,119.05,107.32,121.34,121.62
2003-07-02,119.34,119.41,117.94,118.33,0,119.90704376594303,118.399,116.89095623405697,48.41088424211415,119.41,117.94,107.32,121.34,121.62
2003-07-03,118.34,118.65,117.91,118.31,0,119.91188921747403,118.40900000000002,116.90611078252601,48.23933200299425,118.65,117.91,107.32,121.34,121.62
2003-07-04,118.32,118.41,118.05,118.11,0,119.90750506071997,118.42549999999999,116.94349493928,46.46606570072093,118.41,118.05,107.32,121.34,121.62
2003-07-06,118.11,118.31,118.04,118.14,0,119.8974206327469,118.44850000000001,116.99957936725312,46.78207984106697,118.31,118.04,107.32,121.34,121.62
2003-07-07,118.15,118.37,117.86,118.24,0,119.8711700256646,118.48599999999999,117.10082997433538,47.886392176643916,118.37,117.86,107.32,121.34,121.62
2003-07-08,118.24,118.72,117.64,118.39,0,119.85775259588137,118.52149999999999,117.18524740411861,49.57660748243452,118.72,117.64,107.32,121.34,121.62
2003-07-09,118.39,118.42,117.68,117.85,0,119.84430272699278,118.53149999999998,117.21869727300718,44.03907527658699,118.42,117.68,107.32,121.34,121.62
2003-07-10,117.85,118.09,117.42,117.97,0,119.84753544375936,118.525,117.20246455624066,45.49600945138757,118.09,117.42,107.32,121.34,121.62
2003-07-11,117.97,118.04,117.61,117.7,0,119.84684769057762,118.478,117.10915230942237,42.79623306986359,118.04,117.61,107.32,121.34,121.62
2003-07-13,117.81,117.87,117.71,117.73,0,119.85734674857935,118.45449999999998,117.05165325142062,43.199551831046406,117.87,117.71,107.32,121.34,121.62
2003-07-14,117.74,117.87,117.36,117.75,0,119.8585762514573,118.42249999999999,116.98642374854268,43.485624359391785,117.87,117.36,107.32,121.34,121.62
2003-07-15,117.74,118.71,116.77,118.24,0,119.85649643477808,118.41900000000001,116.98150356522194,50.11462958016312,118.71,116.77,107.32,121.34,121.62
2003-07-16,118.25,118.7,117.9,118.16,0,119.8518795001694,118.43699999999998,117.02212049983056,49.101962098888094,118.7,117.9,107.32,121.34,121.62
2003-07-17,118.16,119.06,118.07,118.96,0,119.89063586683676,118.49949999999998,117.1083641331632,58.19854740505084,119.06,118.07,107.32,121.34,121.62
2003-07-18,118.96,119.26,118.29,118.43,0,119.89574617508059,118.51499999999999,117.13425382491938,51.616829735208185,119.26,118.29,107.32,121.34,121.62
2003-07-20,118.6,118.77,118.3,118.38,0,119.77841603075565,118.4625,117.14658396924436,51.03050824088412,118.77,118.3,107.32,121.34,121.62
2003-07-21,118.38,119.31,118.34,119.2,0,119.68013239326284,118.43849999999998,117.19686760673711,59.21314447221047,119.31,118.34,107.32,121.34,121.62
2003-07-22,119.2,119.42,118.86,119.11,0,119.50647546331867,118.401,117.29552453668133,58.066298404118506,119.42,118.86,107.32,121.34,121.62
2003-07-23,119.1,119.11,118.64,118.82,0,119.31526562895084,118.3575,117.39973437104916,54.40949295127418,119.11,118.64,107.32,121.34,121.62
2003-07-24,118.82,119.37,118.58,119.17,0,119.2768289599703,118.3495,117.42217104002971,57.858854961694504,119.37,118.58,107.32,121.34,121.62
2003-07-25,119.18,119.33,118.64,118.84,0,119.32651458212663,118.375,117.42348541787337,53.731040367789916,119.33,118.64,107.32,121.34,121.62
2003-07-27,119.0,119.2,118.91,119.15,0,119.42576359966031,118.41699999999999,117.40823640033966,56.84567503038155,119.2,118.91,107.32,121.34,121.62
2003-07-28,119.15,119.62,119.07,119.31,0,119.54650642821804,118.477,117.40749357178197,58.40211232354701,119.62,119.07,107.32,121.34,121.62
2003-07-29,119.31,119.96,119.16,119.9,0,119.78775917498079,118.56499999999998,117.34224082501918,63.613614561128145,119.96,119.16,107.32,121.34,121.62
2003-07-30,119.9,120.68,119.65,120.17,0,120.05862955734241,118.6615,117.2643704426576,65.72957515250826,120.68,119.65,107.32,121.34,121.62
2003-07-31,120.16,120.67,119.75,120.41,0,120.34612716571796,118.7625,117.17887283428205,67.53672100119974,120.67,119.75,107.32,121.34,121.62
2003-08-01,120.41,120.73,119.84,120.16,0,120.5146380174003,118.87800000000001,117.24136198259973,63.76475424396519,120.73,119.84,107.32,121.34,121.62
2003-08-03,120.23,120.23,119.81,119.89,0,120.61157625776634,118.974,117.33642374223366,59.8753390209376,120.23,119.81,107.32,121.34,121.62
2003-08-04,119.88,120.64,119.75,120.4,0,120.7493767859855,119.10900000000001,117.46862321401451,64.304379509037,120.64,119.75,107.32,121.34,121.62
2003-08-05,120.41,120.66,119.83,119.95,0,120.77005806342865,119.22,117.66994193657135,58.199914074895176,120.66,119.83,107.32,121.34,121.62
2003-08-06,119.95,120.48,119.75,120.16,0,120.78588541572836,119.34049999999999,117.89511458427162,60.103336280229556,120.48,119.75,107.32,121.34,121.62
2003-08-07,120.16,120.22,118.85,119.12,0,120.74424225498817,119.3845,118.02475774501184,48.35887992748425,120.22,118.85,107.32,121.34,121.62
2003-08-08,119.12,119.21,118.87,119.09,0,120.67908493300749,119.431,118.1829150669925,48.0671003699813,119.21,118.87,107.32,121.34,121.62
