Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi
2023-01-01 16:00:00,130.925,131.041,130.716,130.821,0,,,,
2023-01-01 20:00:00,130.822,130.999,130.785,130.914,0,,,,
2023-01-02 00:00:00,130.911,130.985,130.886,130.926,0,,,,
2023-01-02 04:00:00,130.926,130.954,130.702,130.727,0,,,,
2023-01-02 08:00:00,130.73,130.843,130.617,130.743,0,,,,
2023-01-02 12:00:00,130.745,130.81,130.696,130.697,0,,,,
2023-01-02 16:00:00,130.697,131.403,130.535,130.606,0,,,,
2023-01-02 20:00:00,130.612,130.714,129.507,129.592,0,,,,
2023-01-03 00:00:00,129.592,130.956,129.55,130.78,0,,,,
2023-01-03 04:00:00,130.779,131.198,130.309,130.974,0,,,,
2023-01-03 08:00:00,130.975,131.107,130.055,130.832,0,,,,
2023-01-03 12:00:00,130.833,130.963,130.572,130.959,0,,,,
2023-01-03 16:00:00,130.962,131.466,130.819,131.014,0,,,,
2023-01-03 20:00:00,131.014,131.216,130.577,130.827,0,,,,51.119603687125284
2023-01-04 00:00:00,130.827,130.995,129.923,130.503,0,,,,44.39070824698187
2023-01-04 04:00:00,130.504,130.976,130.272,130.833,0,,,,51.40666101106576
2023-01-04 08:00:00,130.832,132.19,130.581,132.002,0,,,,67.19569079511567
2023-01-04 12:00:00,132.003,132.715,131.996,132.681,0,,,,72.73678694570191
2023-01-04 16:00:00,132.682,132.714,131.811,131.878,0,,,,59.8594034795366
2023-01-04 20:00:00,131.879,132.425,131.681,132.307,0,132.37905288429135,131.0308,129.68254711570864,63.570119293374916
2023-01-05 00:00:00,132.307,132.901,132.243,132.588,0,132.6233887144333,131.11915,129.61491128556668,65.80025095375842
2023-01-05 04:00:00,132.589,132.765,132.321,132.76,0,132.87238870747836,131.21144999999999,129.5505112925216,67.12679481742784
2023-01-05 08:00:00,132.761,134.053,132.736,133.575,0,133.2905696586735,131.3439,129.3972303413265,72.55833502526687
2023-01-05 12:00:00,133.575,133.576,132.951,133.363,0,133.58740017758203,131.47570000000002,129.363999822418,69.34851240432246
2023-01-05 16:00:00,133.362,133.637,133.269,133.536,0,133.878725026371,131.61535,129.351974973629,70.49554623980951
2023-01-05 20:00:00,133.536,133.943,133.482,133.912,0,134.20627512949164,131.77609999999999,129.34592487050833,72.87169565641008
2023-01-06 00:00:00,133.911,134.443,133.701,134.347,0,134.57349076511093,131.96315,129.3528092348891,75.34551612449222
2023-01-06 04:00:00,134.347,134.688,134.219,134.671,0,134.84349227077752,132.21710000000002,129.59070772922252,77.02595757262456
2023-01-06 08:00:00,134.67,134.773,132.182,132.209,0,134.83108373428942,132.28855,129.74601626571055,49.44629506267161
2023-01-06 12:00:00,132.21,132.345,131.993,132.094,0,134.81717924636905,132.34454999999997,129.8719207536309,48.571457440205364
2023-01-06 16:00:00,132.095,132.161,132.012,132.03,0,134.78389745476753,132.40445,130.02500254523247,48.06182069734685
2023-01-08 16:00:00,131.899,132.285,131.707,131.828,0,134.75068361119747,132.4479,130.14511638880253,46.40674896960195
