Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,resistance_level_1
2021-01-03,103.097,103.316,102.934,102.996,0,,,,,103.316,102.934,103.398,115.364
2021-01-04,102.994,103.253,102.712,102.994,0,,,,,103.253,102.712,103.398,115.364
2021-01-05,102.994,102.996,102.591,102.819,0,,,,,102.996,102.591,103.398,115.364
2021-01-06,102.819,103.444,102.674,103.126,0,,,,,103.444,102.674,103.398,115.364
2021-01-07,103.125,103.999,103.125,103.861,0,,,,,103.999,103.125,103.398,115.364
2021-01-08,103.861,104.092,103.603,103.885,0,,,,,104.092,103.603,103.398,115.364
2021-01-10,103.882,104.221,103.881,104.193,0,,,,,104.221,103.881,103.398,115.364
2021-01-11,104.192,104.397,104.034,104.305,0,,,,,104.397,104.034,103.398,115.364
2021-01-12,104.305,104.332,103.525,103.644,0,,,,,104.332,103.525,103.398,115.364
2021-01-13,103.646,104.196,103.61,104.029,0,,,,,104.196,103.61,103.398,115.364
2021-01-14,104.03,104.159,103.563,103.76,0,,,,,104.159,103.563,103.398,115.364
2021-01-15,103.76,103.912,103.616,103.75,0,,,,,103.912,103.616,103.398,115.364
2021-01-17,103.817,103.931,103.688,103.745,0,,,,,103.931,103.688,103.398,115.364
2021-01-18,103.745,104.082,103.637,104.003,0,,,,63.64555483630385,104.082,103.637,103.398,115.364
2021-01-19,104.003,104.085,103.729,103.768,0,,,,56.79875295804037,104.085,103.729,103.398,115.364
2021-01-20,103.766,103.843,103.389,103.398,0,,,,48.03660580243532,103.843,103.389,103.398,115.364
2021-01-21,103.398,103.662,103.327,103.572,0,,,,51.802181090037955,103.662,103.327,103.398,115.364
2021-01-22,103.572,103.887,103.562,103.727,0,,,,54.93503400181644,103.887,103.562,103.398,115.364
2021-01-24,103.781,103.89,103.718,103.766,0,,,,55.71501974946166,103.89,103.718,103.398,115.364
2021-01-25,103.765,103.936,103.657,103.75,0,104.43668847239475,103.65455,102.87241152760525,55.292203590277545,103.936,103.657,103.398,115.364
2021-01-26,103.751,103.828,103.554,103.712,0,104.41183216194165,103.69035,102.96886783805834,54.23941164094537,103.828,103.554,103.398,115.364
2021-01-27,103.713,104.37,103.63,104.294,0,104.44783430307119,103.75534999999999,103.0628656969288,65.1759907299862,104.37,103.63,103.398,115.364
2021-01-28,104.294,104.571,104.174,104.51,0,104.46399034602372,103.83990000000001,103.21580965397631,68.2124177350469,104.571,104.174,103.398,115.364
2021-01-29,104.511,104.94,104.464,104.638,0,104.54167042408595,103.9155,103.28932957591404,69.88799570250765,104.94,104.464,103.398,115.364
2021-01-31,104.776,104.815,104.608,104.706,0,104.67142580174753,103.95775,103.24407419825248,70.76950508483569,104.815,104.608,103.398,115.364
2021-02-01,104.705,105.035,104.64,104.98,0,104.85231152647484,104.0125,103.17268847352517,74.06418688559947,105.035,104.64,103.398,115.364
2021-02-02,104.979,105.173,104.852,105.008,0,104.99682254623055,104.05325,103.10967745376946,74.38195870573672,105.173,104.852,103.398,115.364
2021-02-03,105.008,105.138,104.971,105.131,0,105.14485461771811,104.09455,103.04424538228189,75.78549263193524,105.138,104.971,103.398,115.364
2021-02-04,105.131,105.644,105.122,105.555,0,105.3953403743652,104.1901,102.9848596256348,79.87803208014361,105.644,105.122,103.398,115.364
2021-02-05,105.555,105.769,105.319,105.319,0,105.55292806331836,104.25460000000001,102.95627193668166,72.53008142606276,105.769,105.319,103.398,115.364
2021-02-07,105.316,105.545,105.316,105.522,0,105.7308440991482,104.3427,102.95455590085179,74.68707991393127,105.545,105.316,103.398,115.364
2021-02-08,105.523,105.671,104.837,104.876,0,105.77772709409803,104.399,103.02027290590198,58.85043125969976,105.671,104.837,103.398,115.364
2021-02-09,104.877,104.92,104.497,104.564,0,105.78682883270916,104.43995,103.09307116729083,53.00469883655497,104.92,104.497,103.398,115.364
2021-02-10,104.563,104.842,104.408,104.598,0,105.80287412216107,104.46969999999999,103.1365258778389,53.5462248239515,104.842,104.408,103.398,115.364
2021-02-11,104.598,104.842,104.549,104.809,0,105.82215945474877,104.52175,103.22134054525122,56.86787535784059,104.842,104.549,103.398,115.364
2021-02-12,104.81,105.181,104.777,104.909,0,105.79965736784034,104.59729999999999,103.39494263215964,58.3865639497595,105.181,104.777,103.398,115.364
2021-02-14,104.891,105.143,104.891,105.043,0,105.79045104948146,104.67085,103.55124895051854,60.39874171708963,105.143,104.891,103.398,115.364
2021-02-15,105.042,105.632,105.01,105.553,0,105.85651324408303,104.76214999999999,103.66778675591695,66.94911340624415,105.632,105.01,103.398,115.364
2021-02-16,105.553,106.224,105.179,105.866,0,105.96203123100177,104.86715,103.77226876899822,70.2062838096409,106.224,105.179,103.398,115.364
2021-02-17,105.867,106.213,105.697,105.867,0,106.02384879978042,104.973,103.92215120021957,70.21638273480735,106.213,105.697,103.398,115.364
2021-02-18,105.865,105.924,105.586,105.596,0,105.97735945855655,105.0672,104.15704054144345,63.89553984531387,105.924,105.586,103.398,115.364
2021-02-19,105.595,105.697,105.24,105.386,0,105.96869116183838,105.12180000000001,104.27490883816164,59.43092766691728,105.697,105.24,103.398,115.364
2021-02-21,105.383,105.737,105.382,105.683,0,106.01207166277696,105.18045,104.34882833722303,63.33312259607954,105.737,105.382,103.398,115.364
2021-02-22,105.682,105.845,104.922,105.006,0,105.99727126098941,105.19885,104.40042873901058,51.23546095229002,105.845,104.922,103.398,115.364
2021-02-23,105.01,105.537,104.997,105.507,0,106.01444597542631,105.23890000000002,104.46335402457372,57.678172476771714,105.537,104.997,103.398,115.364
2021-02-24,105.506,106.138,105.456,105.885,0,106.09862192094013,105.28415,104.46967807905986,61.78099470483145,106.138,105.456,103.398,115.364
2021-02-25,105.885,106.43,105.848,106.153,0,106.22795657461883,105.3414,104.45484342538116,64.41497905428585,106.43,105.848,103.398,115.364
2021-02-26,106.152,106.692,106.01,106.509,0,106.42558224647134,105.4103,104.39501775352868,67.60846645773725,106.692,106.01,103.398,115.364
2021-02-28,106.481,106.701,106.364,106.519,0,106.58240417741008,105.4585,104.33459582258992,67.69616386738139,106.701,106.364,103.398,115.364
2021-03-01,106.52,106.924,106.461,106.806,0,106.7978828493758,105.53285000000001,104.26781715062423,70.1906142146991,106.924,106.461,103.398,115.364
2021-03-02,106.806,106.957,106.673,106.857,0,106.98997295715927,105.59960000000001,104.20922704284075,70.62470046673089,106.957,106.673,103.398,115.364
2021-03-03,106.857,107.153,106.786,107.051,0,107.19240650498885,105.70835,104.22429349501114,72.27840334184744,107.153,106.786,103.398,115.364
2021-03-04,107.05,108.095,107.035,108.057,0,107.5923089831858,105.88300000000001,104.17369101681422,78.90900781970359,108.095,107.035,103.398,115.364
2021-03-05,108.057,108.644,108.019,108.329,0,107.97975202858221,106.06955,104.1593479714178,80.28225209929562,108.644,108.019,103.398,115.364
