Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,resistance_level_1,resistance_level_2,resistance_level_3
2010-01-22,89.96,90.55,89.81,89.81,0,,,,33.07458198774911,90.55,89.81,80.38,90.9,91.74,94.61
2010-01-24,90.23,90.27,89.82,90.09,0,,,,36.36758151979178,90.27,89.82,80.38,90.9,91.74,94.61
2010-01-25,90.1,90.55,89.85,89.85,0,93.38385399467062,91.384,89.38414600532938,34.787561960575545,90.55,89.85,80.38,90.9,91.74,94.61
2010-01-26,89.86,90.33,89.14,89.25,0,93.31203632548882,91.2095,89.10696367451119,31.144593577162453,90.33,89.14,80.38,90.9,91.74,94.61
2010-01-27,89.26,90.39,89.14,90.35,0,93.26380677725376,91.142,89.02019322274623,42.94171931881131,90.39,89.14,80.38,90.9,91.74,94.61
2010-01-28,90.36,90.55,89.58,89.94,0,93.17551770266104,91.036,88.89648229733896,40.178545363969484,90.55,89.58,80.38,90.9,91.74,94.61
2010-01-29,89.93,90.92,89.8,90.26,0,93.02010431393731,90.935,88.8498956860627,43.24799701353577,90.92,89.8,80.38,90.9,91.74,94.61
2010-01-31,89.89,90.38,89.88,90.21,0,92.62169997547282,90.787,88.95230002452719,42.87779313747076,90.38,89.88,80.38,90.9,91.74,94.61
2010-02-01,90.2,90.94,90.11,90.77,0,92.31678693183557,90.69300000000001,89.06921306816446,48.22355822535028,90.94,90.11,80.38,90.9,91.74,94.61
2010-02-02,90.76,90.85,90.26,90.45,0,92.03733668287958,90.5985,89.15966331712042,45.59756741743,90.85,90.26,80.38,90.9,91.74,94.61
2010-02-03,90.44,91.28,90.07,90.9,0,91.78192741078522,90.53349999999999,89.28507258921476,49.74218770284051,91.28,90.07,80.38,90.9,91.74,94.61
2010-02-04,90.91,91.07,88.55,89.66,0,91.73674546656709,90.4615,89.18625453343292,40.57013164245448,91.07,88.55,80.38,90.9,91.74,94.61
