Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low
2022-01-31,115.039,116.352,113.466,114.922,0,,,,,116.352,113.466
2022-02-28,114.923,116.337,114.15,115.138,0,,,,,116.337,114.15
2022-03-31,115.138,125.097,114.649,122.627,0,,,,,125.097,114.649
2022-04-30,122.627,131.251,122.242,129.824,0,,,,,131.251,122.242
2022-05-31,129.723,131.345,126.359,129.129,0,,,,,131.345,126.359
2022-06-30,129.128,137.002,129.105,135.115,0,,,,,137.002,129.105
2022-07-31,135.116,139.387,132.058,132.581,0,,,,,139.387,132.058
2022-08-31,132.582,139.68,130.392,139.485,0,,,,,139.68,130.392
2022-09-30,139.522,145.901,139.061,144.698,0,,,,,145.901,139.061
2022-10-31,144.613,151.941,143.521,148.405,0,,,,,151.941,143.521
2022-11-30,148.404,148.449,136.49,136.692,0,,,,,148.449,136.49
2022-12-31,136.693,138.171,130.566,131.106,0,,,,,138.171,130.566
