Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low
2013-01-31,86.68,92.256,86.532,92.124,0,,,,,92.256,86.532
2013-02-28,92.127,94.542,90.879,92.648,0,,,,,94.542,90.879
2013-03-31,92.646,96.701,92.433,94.018,0,,,,,96.701,92.433
2013-04-30,94.02,99.938,92.559,97.238,0,,,,,99.938,92.559
2013-05-31,97.24,103.727,97.013,100.49,0,,,,,103.727,97.013
2013-06-30,100.44,100.714,93.778,99.297,0,,,,,100.714,93.778
2013-07-31,99.298,101.524,97.575,98.325,0,,,,,101.524,97.575
2013-08-31,98.326,99.944,95.799,98.164,0,,,,,99.944,95.799
2013-09-30,98.424,100.6,97.49,98.235,0,,,,,100.6,97.49
2013-10-31,98.234,98.996,96.559,97.913,0,,,,,98.996,96.559
2013-11-30,97.91,102.602,97.616,102.422,0,,,,,102.602,97.616
2013-12-31,102.495,105.405,101.617,105.283,0,,,,,105.405,101.617
