,エントリー時間,決済時間,取引方向,エントリー価格,決済価格,損益(pips),損益(円),決済理由,戦略,ロットサイズ
0,2002-01-08 07:00:00,2002-01-08 09:15:00,売り,132.66899999999998,132.51999999999998,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
1,2002-01-14 07:00:00,2002-01-14 07:45:00,買い,131.721,131.87,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
2,2002-01-15 07:00:00,2002-01-15 07:15:00,買い,131.001,131.15,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
3,2002-01-21 07:00:00,2002-01-21 08:30:00,売り,132.719,132.57,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
4,2002-01-22 07:00:00,2002-01-22 09:00:00,売り,134.309,134.41,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
5,2002-01-28 08:30:00,2002-01-28 10:30:00,買い,133.991,133.89000000000001,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
6,2002-01-29 07:00:00,2002-01-29 08:00:00,買い,133.411,133.31,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
7,2002-01-30 07:00:00,2002-01-30 07:15:00,買い,132.591,132.74,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
8,2002-02-04 07:00:00,2002-02-04 08:00:00,売り,133.359,133.46,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
9,2002-02-18 07:00:00,2002-02-18 10:00:00,買い,132.77100000000002,132.67000000000002,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
10,2002-02-19 07:00:00,2002-02-19 09:00:00,売り,133.869,133.72,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
11,2002-02-25 07:00:00,2002-02-25 07:45:00,買い,133.891,134.04,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
12,2002-03-04 07:00:00,2002-03-04 08:30:00,買い,132.191,132.09,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
13,2002-03-06 07:00:00,2002-03-06 07:30:00,買い,132.11100000000002,132.01000000000002,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
14,2002-03-11 07:00:00,2002-03-11 07:30:00,買い,128.901,128.8,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
15,2002-03-12 07:00:00,2002-03-12 07:15:00,売り,128.839,128.69,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
16,2002-03-13 07:00:00,2002-03-13 07:30:00,売り,129.249,129.35,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
17,2002-03-18 07:00:00,2002-03-18 08:15:00,売り,131.309,131.16,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
18,2002-03-25 07:00:00,2002-03-25 08:15:00,売り,133.209,133.31,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
19,2002-04-01 07:00:00,2002-04-01 07:30:00,売り,133.429,133.53,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
20,2002-04-03 07:00:00,2002-04-03 07:30:00,買い,132.80100000000002,132.70000000000002,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
21,2002-04-08 07:00:00,2002-04-08 07:15:00,買い,131.571,131.72,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
22,2002-04-09 07:00:00,2002-04-09 07:45:00,売り,131.63899999999998,131.48999999999998,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
23,2002-04-10 07:00:00,2002-04-10 08:15:00,買い,130.471,130.37,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
24,2002-04-15 07:00:00,2002-04-15 08:00:00,売り,131.47899999999998,131.57999999999998,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
