Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low
2021-01-31,103.097,104.94,102.591,104.706,0,,,,,104.94,102.591
2021-02-28,104.705,106.701,104.408,106.519,0,,,,,106.701,104.408
2021-03-31,106.52,110.965,106.461,110.632,0,,,,,110.965,106.461
2021-04-30,110.634,110.847,107.476,109.296,0,,,,,110.847,107.476
2021-05-31,109.283,110.198,108.337,109.447,0,,,,,110.198,108.337
2021-06-30,109.446,111.163,109.187,111.091,0,,,,,111.163,109.187
2021-07-31,111.091,111.657,109.063,109.672,0,,,,,111.657,109.063
2021-08-31,109.669,110.801,108.721,110.177,0,,,,,110.801,108.721
2021-09-30,110.177,112.078,109.112,111.153,0,,,,,112.078,109.112
2021-10-31,111.156,114.7,110.821,114.255,0,,,,,114.7,110.821
2021-11-30,114.256,115.522,112.53,113.498,0,,,,,115.522,112.53
2021-12-31,113.499,115.206,112.558,115.101,0,,,,,115.206,112.558
