Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,support_level_2,support_level_3,resistance_level_1,resistance_level_2,resistance_level_3
2018-02-26,106.622,107.097,106.374,106.936,0,110.10903778574276,107.67705000000001,105.24506221425726,39.97776734718353,107.097,106.374,108.553,105.708,105.492,111.139,112.948,114.254
2018-02-27,106.937,107.673,106.8,107.184,0,109.7290287784306,107.5364,105.3437712215694,42.57200872225404,107.673,106.8,108.553,105.708,105.492,111.139,112.948,114.254
2018-02-28,107.186,107.237,106.543,106.811,0,109.59561940123308,107.4442,105.29278059876691,39.78667212806193,107.237,106.543,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-01,106.812,107.204,105.933,106.08,0,109.34123650746834,107.28455000000001,105.22786349253168,34.95931249628096,107.204,105.933,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-02,106.081,106.149,105.25,105.718,0,108.9733091095567,107.09245000000001,105.21159089044333,32.83469431437295,106.149,105.25,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-04,105.419,105.677,105.417,105.492,0,108.72809163252143,106.9211,105.11410836747856,31.54572358298121,105.677,105.417,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-05,105.493,106.461,105.35,106.285,0,108.41392192338114,106.79759999999999,105.18127807661884,40.38851623830742,106.461,105.35,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-06,106.285,106.434,105.455,105.692,0,108.08842669143054,106.649,105.20957330856946,36.58283503082638,106.434,105.455,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-07,105.692,106.219,105.504,106.056,0,107.75760970771901,106.53344999999999,105.30929029228096,40.30135690623966,106.219,105.504,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-08,106.054,106.942,105.891,106.629,0,107.70709104231292,106.5098,105.31250895768707,45.69905768041097,106.942,105.891,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-09,106.628,107.051,106.608,106.78,0,107.72142578139706,106.51885,105.31627421860294,47.05754451584457,107.051,106.608,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-11,106.62,106.97,106.51,106.622,0,107.70843241965801,106.56454999999998,105.42066758034196,45.767311090869036,106.97,106.51,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-12,106.623,106.731,106.252,106.549,0,107.71321320346387,106.58319999999999,105.45318679653612,45.15134028384965,106.731,106.252,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-13,106.55,107.293,106.394,106.455,0,107.71459422393714,106.58645000000001,105.45830577606289,44.32409502564244,107.293,106.394,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-14,106.454,106.714,105.824,106.026,0,107.6980499293275,106.54839999999999,105.39875007067248,40.66248817582141,106.714,105.824,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-15,106.025,106.413,105.784,105.895,0,107.48706490308845,106.45405000000001,105.42103509691157,39.58705431029127,106.413,105.784,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-16,105.895,106.234,105.601,105.976,0,107.33174144913164,106.38154999999999,105.43135855086834,40.63258386148362,106.234,105.601,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-18,105.904,106.149,105.743,105.814,0,107.2639427788742,106.32365,105.3833572211258,39.17242069374723,106.149,105.743,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-19,105.812,106.312,105.676,106.257,0,107.20290791612958,106.29400000000001,105.38509208387045,44.99363139099223,106.312,105.676,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-20,106.255,106.603,106.081,106.475,0,107.1870435351553,106.28659999999999,105.38615646484469,47.64871139519719,106.603,106.081,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-21,106.477,106.638,105.577,105.676,0,107.10968405921957,106.22359999999999,105.3375159407804,40.023458964062264,106.638,105.577,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-22,105.678,105.96,104.635,104.759,0,107.08768025428186,106.10235,105.11701974571814,33.414344788182106,105.96,104.635,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-23,104.764,105.285,104.657,104.709,0,107.09931150010027,105.99725000000001,104.89518849989975,33.093454852641656,105.285,104.657,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-25,104.64,105.051,104.627,104.953,0,107.13193331607614,105.94090000000001,104.74986668392388,36.30795073750563,105.051,104.627,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-26,104.953,105.748,104.851,105.631,0,107.13143718714501,105.93655000000001,104.74166281285501,44.31394496280068,105.748,104.851,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-27,105.63,105.901,105.316,105.527,0,107.13067764152272,105.9383,104.74592235847727,43.412512283811395,105.901,105.316,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-28,105.526,107.009,105.427,106.577,0,107.16881905980756,105.9529,104.73698094019244,53.66139421754605,107.009,105.427,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-29,106.578,106.688,106.14,106.324,0,107.20449762294984,105.9845,104.76450237705015,51.252662593792685,106.688,106.14,108.553,105.708,105.492,111.139,112.948,114.254
2018-03-30,106.324,106.367,106.119,106.247,0,107.21911660635381,105.99404999999999,104.76898339364617,50.509549616563014,106.367,106.119,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-01,106.206,106.397,106.184,106.357,0,107.18284868180369,105.98044999999999,104.77805131819629,51.5894047072176,106.397,106.184,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-02,106.36,106.446,105.654,105.947,0,107.08387267891749,105.93879999999999,104.79372732108249,47.4349117616266,106.446,105.654,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-03,105.946,106.654,105.756,106.507,0,107.0654266996911,105.93305000000001,104.80067330030892,53.00197289415761,106.654,105.756,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-04,106.507,106.988,105.988,106.918,0,107.13431942831664,105.95150000000001,104.76868057168338,56.63220514518239,106.988,105.988,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-05,106.919,107.491,106.831,107.228,0,107.28176701367056,105.99015,104.69853298632944,59.192551836899646,107.491,106.831,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-06,107.233,107.458,106.777,106.903,0,107.38566016439164,106.03399999999999,104.68233983560835,55.4935839517958,107.458,106.777,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-08,106.933,107.065,106.799,107.035,0,107.50892989953778,106.09100000000001,104.67307010046224,56.67771589624198,107.065,106.799,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-09,107.036,107.242,106.614,107.087,0,107.6277455272695,106.14655,104.66535447273051,57.16125137538539,107.242,106.614,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-10,107.086,107.398,106.807,107.06,0,107.73304661133437,106.20885000000001,104.68465338866565,56.8067142058264,107.398,106.807,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-11,107.061,107.109,106.65,106.864,0,107.78996479196658,106.23920000000001,104.68843520803344,54.17963532293031,107.109,106.65,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-12,106.865,107.479,106.818,107.355,0,107.90647109257915,106.28320000000001,104.65992890742086,59.26218133112902,107.479,106.818,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-13,107.356,107.777,107.252,107.326,0,108.0244742583013,106.36569999999999,104.70692574169868,58.846990054112304,107.777,107.252,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-15,107.467,107.606,107.171,107.249,0,108.01639718254326,106.4902,104.96400281745674,57.691255785437654,107.606,107.171,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-16,107.249,107.389,106.967,107.073,0,107.91484148740116,106.6084,105.30195851259884,55.030857596817334,107.389,106.967,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-17,107.073,107.352,106.881,107.321,0,107.82416276590874,106.7268,105.62943723409126,57.97189252016741,107.352,106.881,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-18,107.321,107.514,107.097,107.413,0,107.82904774835801,106.81590000000001,105.80275225164202,59.042042618949885,107.514,107.097,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-19,107.413,107.73,107.237,107.615,0,107.80253037807753,106.9203,106.03806962192246,61.36799255776848,107.73,107.237,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-20,107.616,107.854,107.478,107.626,0,107.89109522376,106.97274999999999,106.05440477623998,61.49622307825234,107.854,107.478,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-22,107.757,107.886,107.653,107.806,0,107.98284172539226,107.04684999999999,106.11085827460772,63.623988332953004,107.886,107.653,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-23,107.81,108.868,107.765,108.769,0,108.30329675653215,107.17294999999999,106.04260324346782,72.40875365949728,108.868,107.765,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-24,108.768,109.197,108.541,109.014,0,108.62936542717115,107.3058,105.98223457282886,74.12107694952323,109.197,108.541,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-25,109.015,109.466,108.971,109.29,0,108.90759678231359,107.47295,106.0383032176864,75.93309441868534,109.466,108.971,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-26,109.291,109.417,109.063,109.175,0,109.14901396535431,107.60634999999999,106.06368603464567,73.62004092257412,109.417,109.063,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-27,109.176,109.535,108.966,109.011,0,109.33452973486865,107.71099999999998,106.08747026513132,70.32982205627941,109.535,108.966,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-29,109.062,109.178,109.019,109.134,0,109.52613965531752,107.8063,106.08646034468246,71.36352151979952,109.178,109.019,108.553,105.708,105.492,111.139,112.948,114.254
2018-04-30,109.133,109.451,109.084,109.358,0,109.72235493502994,107.92905,106.13574506497007,73.19506206102608,109.451,109.084,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-01,109.358,109.917,109.347,109.694,0,109.96157479452708,108.06199999999998,106.16242520547289,75.70514032678413,109.917,109.347,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-02,109.697,110.033,109.568,109.673,0,110.15864583640057,108.1913,106.22395416359943,75.23097060028167,110.033,109.568,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-03,109.674,109.741,108.927,108.994,0,110.21308275146878,108.28799999999998,106.36291724853119,61.76122181689133,109.741,108.927,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-04,108.995,109.269,108.644,109.104,0,110.2393976187879,108.4,106.5606023812121,62.919508096843096,109.269,108.644,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-06,109.108,109.199,108.756,108.982,0,110.27195104713545,108.48134999999999,106.69074895286454,60.72258924431036,109.199,108.756,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-07,108.983,109.394,108.853,109.011,0,110.28809788388914,108.56559999999999,106.84310211611084,61.07054964287089,109.394,108.853,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-08,109.012,109.636,108.828,109.522,0,110.33804074931184,108.67925,107.02045925068815,66.67314090964327,109.636,108.828,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-09,109.523,109.918,109.44,109.734,0,110.35737904005023,108.81230000000001,107.26722095994978,68.68659010260433,109.918,109.44,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-10,109.735,110.015,109.191,109.474,0,110.32838508547697,108.91995,107.51151491452303,63.610846939465546,110.015,109.191,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-11,109.476,109.52,109.15,109.363,0,110.25468214879118,109.01744999999998,107.78021785120879,61.520669997851876,109.52,109.15,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-13,109.315,109.403,109.205,109.335,0,110.16550168895043,109.10345,108.04139831104956,60.97637640425404,109.403,109.205,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-14,109.336,109.79,109.313,109.729,0,110.06031506972839,109.2086,108.35688493027162,65.58978973633913,109.79,109.313,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-15,109.73,110.452,109.72,110.277,0,110.03868981487413,109.33214999999998,108.62561018512584,70.76640631460288,110.452,109.72,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-16,110.279,110.402,110.037,110.213,0,110.1593989454349,109.40435,108.64930105456509,69.45230326171205,110.402,110.037,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-17,110.214,111.001,110.176,110.953,0,110.49210292692457,109.50129999999999,108.5104970730754,75.18922625104045,111.001,110.176,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-18,110.952,111.079,110.609,110.755,0,110.69956172882878,109.57455,108.44953827117122,71.32923542621818,111.079,110.609,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-20,110.871,111.139,110.818,111.139,0,110.97069111962074,109.67275000000002,108.3748088803793,74.10566196690014,111.139,110.818,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-21,111.138,111.393,110.839,110.915,0,111.13522955810151,109.76795000000001,108.40067044189851,69.85602104958204,111.393,110.839,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-22,110.916,111.183,110.376,110.524,0,111.2100665487864,109.83745000000002,108.46483345121364,63.058396280095856,111.183,110.376,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-23,110.525,110.529,109.377,109.462,0,111.20873422507627,109.84265,108.47656577492374,49.08668783819001,110.529,109.377,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-24,109.461,109.763,108.951,109.575,0,111.20635413152452,109.8367,108.46704586847547,50.34731862593702,109.763,108.951,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-25,109.574,109.595,109.118,109.391,0,111.20445649037887,109.8226,108.44074350962111,48.25225028922559,109.595,109.118,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-27,109.737,109.828,109.312,109.441,0,111.18634382360374,109.84495000000001,108.50355617639629,48.874827894962735,109.828,109.312,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-28,109.446,109.609,108.914,109.068,0,111.18860654333471,109.84315,108.49769345666527,44.56717552589468,109.609,108.914,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-29,109.067,109.123,108.109,108.608,0,111.2264691831791,109.82445,108.42243081682089,39.89703727968433,109.123,108.109,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-30,108.609,109.071,108.467,108.765,0,111.2464440110041,109.81215,108.3778559889959,42.126107860993194,109.071,108.467,108.553,105.708,105.492,111.139,112.948,114.254
2018-05-31,108.764,109.239,108.386,109.154,0,111.25170745822786,109.79375,108.33579254177215,47.33761236348469,109.239,108.386,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-01,109.153,109.732,109.031,109.504,0,111.24552986045126,109.78225,108.31897013954875,51.56384333513532,109.732,109.031,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-03,109.431,109.764,109.431,109.609,0,111.24776838463212,109.78899999999999,108.33023161536785,52.787928616918904,109.764,109.431,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-04,109.608,109.992,109.369,109.875,0,111.26047958004885,109.8146,108.36872041995115,55.83312754899131,109.992,109.369,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-05,109.877,110.001,109.471,109.858,0,111.26980771402076,109.84075,108.41169228597924,55.58636295848868,110.001,109.471,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-06,109.856,110.263,109.855,109.953,0,111.28083998526904,109.85194999999999,108.42306001473094,56.737073639737105,110.263,109.855,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-07,109.951,110.091,109.472,109.699,0,111.23971191803206,109.82305000000001,108.40638808196796,52.798270320816805,110.091,109.472,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-08,109.703,109.728,109.195,109.527,0,111.1991903390439,109.78875000000001,108.37830966095612,50.25408832259075,109.728,109.195,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-10,109.287,109.758,109.264,109.731,0,111.03301604444971,109.72765,108.42228395555028,53.13833623938959,109.758,109.264,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-11,109.731,110.49,109.725,110.3,0,110.95243258875361,109.7049,108.45736741124638,60.08911320408746,110.49,109.725,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-12,110.299,110.668,110.096,110.626,0,110.82470290169536,109.67925,108.53379709830463,63.43542353291028,110.668,110.096,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-13,110.627,110.845,110.08,110.237,0,110.67698312761965,109.64534999999998,108.61371687238031,57.26543848748414,110.845,110.08,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-14,110.238,110.795,109.916,110.703,0,110.7188496888367,109.65429999999999,108.58975031116329,62.029911542875375,110.795,109.916,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-15,110.706,110.901,110.386,110.627,0,110.85339485799003,109.71255,108.57170514200996,60.838595039139044,110.901,110.386,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-17,110.665,110.73,110.298,110.401,0,110.9310130770638,109.75385000000001,108.57668692293623,57.31356402474881,110.73,110.298,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-18,110.402,110.615,109.756,109.766,0,110.93793435545439,109.77260000000001,108.60726564454563,48.76418274611586,110.615,109.756,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-19,109.768,110.2,109.549,110.128,0,110.97166223484696,109.80694999999999,108.64223776515301,53.06266580020567,110.2,109.549,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-20,110.129,110.638,109.947,110.567,0,111.03966092523552,109.8819,108.72413907476448,57.69763480503802,110.638,109.947,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-21,110.568,110.756,109.826,109.972,0,110.94953221881333,109.95009999999999,108.95066778118665,50.42910166874444,110.756,109.826,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-22,109.973,110.217,109.8,109.938,0,110.84794148589707,110.00875,109.16955851410295,50.04116324621809,110.217,109.8,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-24,109.831,110.012,109.448,109.516,0,110.80490713800602,110.02685,109.24879286199398,45.37542386909854,110.012,109.448,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-25,109.519,110.033,109.365,109.459,0,110.80892707463285,110.0246,109.24027292536717,44.76825384449536,110.033,109.365,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-26,109.459,110.21,109.4,109.895,0,110.80255277450037,110.03890000000001,109.27524722549965,50.251820619135,110.21,109.4,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-27,109.896,110.487,109.683,110.21,0,110.81888371912024,110.05565000000001,109.29241628087979,53.819163893200724,110.487,109.683,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-28,110.209,110.787,110.06,110.684,0,110.90122270872637,110.09694999999999,109.29267729127362,58.62687642666322,110.787,110.06,108.553,105.708,105.492,111.139,112.948,114.254
2018-06-29,110.685,110.939,110.473,110.67,0,110.97139802050926,110.1328,109.29420197949075,58.43338038328812,110.939,110.473,108.553,105.708,105.492,111.139,112.948,114.254
2018-07-01,110.584,111.061,110.564,110.858,0,111.06101452875089,110.19075000000001,109.32048547124913,60.3269672408351,111.061,110.564,108.553,105.708,105.492,111.139,112.948,114.254
2018-07-02,110.86,111.132,110.601,110.841,0,111.11467292558632,110.25645,109.39822707441368,60.060523579504626,111.132,110.601,108.553,105.708,105.492,111.139,112.948,114.254
2018-07-03,110.842,111.115,110.279,110.441,0,111.11844730187214,110.29195,109.46545269812786,54.015374134233625,111.115,110.279,108.553,105.708,105.492,111.139,112.948,114.254
2018-07-04,110.442,110.616,110.289,110.339,0,111.12064806319817,110.29390000000001,109.46715193680184,52.56252990749109,110.616,110.289,108.553,105.708,105.492,111.139,112.948,114.254
2018-07-05,110.338,110.754,110.317,110.712,0,111.13267099410461,110.29820000000002,109.46372900589543,57.10603670972203,110.754,110.317,108.553,105.708,105.492,111.139,112.948,114.254
2018-07-06,110.714,110.783,110.379,110.443,0,111.14477854211496,110.30850000000001,109.47222145788506,53.152197370518785,110.783,110.379,108.553,105.708,105.492,111.139,112.948,114.254
2018-07-08,110.41,110.529,110.348,110.454,0,111.11571443743884,110.29605000000001,109.47638556256118,53.29460365270363,110.529,110.348,108.553,105.708,105.492,111.139,112.948,114.254
