Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,support_level_2,support_level_3,resistance_level_1
2016-02-25,112.552,113.22,111.982,112.824,0,117.56469639538962,114.0234,110.48210360461037,38.86805078858912,113.22,111.982,116.95,111.749,111.248,121.248
2016-02-26,112.826,113.988,112.56,113.948,0,116.87865775765113,113.82424999999998,110.76984224234883,45.9939949260998,113.988,112.56,116.95,111.749,111.248,121.248
2016-02-28,113.945,113.983,113.099,113.114,0,116.41040044974584,113.64495,110.87949955025415,42.074933827510236,113.983,113.099,116.95,111.749,111.248,121.248
2016-02-29,113.114,113.255,112.157,112.614,0,115.8228963616912,113.4358,111.0487036383088,39.88094228377882,113.255,112.157,116.95,111.749,111.248,121.248
2016-03-01,112.614,114.185,112.516,113.858,0,114.87410412063498,113.2627,111.65129587936501,47.25084974884942,114.185,112.516,116.95,111.749,111.248,121.248
2016-03-02,113.857,114.554,113.215,114.079,0,114.78537133374635,113.23874999999998,111.69212866625361,48.45964801078535,114.554,113.215,116.95,111.749,111.248,121.248
2016-03-03,114.078,114.269,113.239,113.696,0,114.66607669875233,113.20195000000001,111.73782330124769,46.472081512186605,114.269,113.239,116.95,111.749,111.248,121.248
2016-03-04,113.697,114.256,113.122,113.711,0,114.71157377530884,113.25585000000001,111.80012622469118,46.56451903612577,114.256,113.122,116.95,111.749,111.248,121.248
2016-03-06,113.915,113.931,113.496,113.741,0,114.75528088171876,113.3072,111.85911911828123,46.762534904954045,113.931,113.496,116.95,111.749,111.248,121.248
2016-03-07,113.741,113.774,112.744,113.209,0,114.75528088171876,113.3072,111.85911911828123,43.6719018902871,113.774,112.744,116.95,111.749,111.248,121.248
2016-03-08,113.21,113.244,112.412,112.576,0,114.69706580064228,113.2415,111.78593419935773,40.262147546909105,113.244,112.412,116.95,111.749,111.248,121.248
2016-03-09,112.577,113.806,112.229,113.742,0,114.48811150641826,113.18969999999999,111.89128849358171,48.27362401921222,113.806,112.229,116.95,111.749,111.248,121.248
2016-03-10,113.756,114.445,112.606,113.525,0,114.46766429854087,113.1809,111.89413570145912,47.01005326399608,114.445,112.606,116.95,111.749,111.248,121.248
2016-03-11,113.527,113.918,113.339,113.794,0,114.43675922629772,113.17135,111.90594077370228,48.799190757237824,113.918,113.339,116.95,111.749,111.248,121.248
2016-03-13,113.93,114.005,113.641,113.84,0,114.50920493475012,113.22165,111.93409506524988,49.11558259815912,114.005,113.641,116.95,111.749,111.248,121.248
2016-03-14,113.839,114.128,113.361,113.497,0,114.52518032170178,113.26765,112.01011967829822,46.793615690572814,114.128,113.361,116.95,111.749,111.248,121.248
2016-03-15,113.496,113.571,112.632,113.384,0,114.5389545268724,113.29085,112.04274547312761,46.02170258529722,113.571,112.632,116.95,111.749,111.248,121.248
2016-03-16,113.384,113.817,112.328,112.498,0,114.52718305639857,113.29745,112.06771694360143,40.39505203033621,113.817,112.328,116.95,111.749,111.248,121.248
2016-03-17,112.496,112.558,110.667,111.248,0,114.63996826520629,113.27239999999999,111.90483173479369,34.066851480180816,112.558,110.667,116.95,111.749,111.248,121.248
2016-03-18,111.248,111.758,111.055,111.537,0,114.75730577886294,113.22175,111.68619422113706,36.542053164746,111.758,111.055,116.95,111.749,111.248,121.248
2016-03-20,111.531,111.596,111.219,111.37,0,114.87848487590584,113.14905000000002,111.4196151240942,35.70784632652706,111.596,111.219,116.95,111.749,111.248,121.248
2016-03-21,111.369,112.206,111.349,111.855,0,114.82045950350755,113.04440000000002,111.2683404964925,39.99232100532215,112.206,111.349,116.95,111.749,111.248,121.248
2016-03-22,111.853,112.488,111.377,112.33,0,114.80779408630991,113.00520000000002,111.20260591369012,43.93310530161863,112.488,111.377,116.95,111.749,111.248,121.248
2016-03-23,112.328,112.904,112.225,112.697,0,114.80870169158212,113.00935,111.20999830841788,46.8380246698858,112.904,112.225,116.95,111.749,111.248,121.248
2016-03-24,112.697,113.32,112.371,113.112,0,114.72993719490171,112.97205,111.21416280509828,49.99319905510676,113.32,112.371,116.95,111.749,111.248,121.248
2016-03-25,113.1,113.167,112.885,113.081,0,114.6066421222729,112.92215000000002,111.23765787772713,49.75564475467848,113.167,112.885,116.95,111.749,111.248,121.248
2016-03-27,113.181,113.687,113.122,113.609,0,114.59470841729636,112.91779999999999,111.24089158270361,53.7837736788411,113.687,113.122,116.95,111.749,111.248,121.248
2016-03-28,113.611,113.659,113.149,113.526,0,114.56982294265553,112.90854999999999,111.24727705734445,53.063592795219236,113.659,113.149,116.95,111.749,111.248,121.248
2016-03-29,113.525,113.802,112.39,112.496,0,114.4710376526687,112.8463,111.2215623473313,45.00915874251624,113.802,112.39,116.95,111.749,111.248,121.248
2016-03-30,112.496,112.674,112.016,112.403,0,114.43273562695339,112.80600000000001,111.17926437304664,44.35451262414021,112.674,112.016,116.95,111.749,111.248,121.248
2016-03-31,112.404,112.601,112.056,112.301,0,114.43113301901003,112.79225000000001,111.15336698098999,43.60539869968063,112.601,112.056,116.95,111.749,111.248,121.248
2016-04-01,112.302,112.454,111.584,111.604,0,114.34131186852217,112.68535,111.02938813147783,38.784919212331154,112.454,111.584,116.95,111.749,111.248,121.248
2016-04-03,111.598,111.793,111.319,111.453,0,114.27349842987938,112.58174999999999,110.89000157012059,37.80974418983838,111.793,111.319,116.95,111.749,111.248,121.248
2016-04-04,111.452,111.74,110.779,110.849,0,114.19002185973271,112.4345,110.67897814026729,34.11480538041431,111.74,110.779,116.95,111.749,111.248,121.248
2016-04-05,110.851,111.054,109.948,110.456,0,114.09700653763079,112.2653,110.4335934623692,31.928445821590188,111.054,109.948,116.95,111.749,111.248,121.248
2016-04-06,110.456,110.541,109.1,109.285,0,114.21126208813922,112.0547,109.89813791186077,26.482360833881515,110.541,109.1,116.95,111.749,111.248,121.248
2016-04-07,109.286,109.304,107.67,108.647,0,114.34677161009378,111.81784999999999,109.2889283899062,24.07308334974114,109.304,107.67,116.95,111.749,111.248,121.248
2016-04-08,108.648,109.098,108.012,108.058,0,114.5846762094005,111.59585,108.6070237905995,22.076279916393275,109.098,108.012,116.95,111.749,111.248,121.248
2016-04-10,107.952,108.329,107.629,107.852,0,114.83146283694053,111.42605,108.02063716305948,21.40746575215806,108.329,107.629,116.95,111.749,111.248,121.248
2016-04-11,107.852,108.439,107.689,108.147,0,114.9484177373383,111.25655000000002,107.56468226266173,24.91554257850933,108.439,107.689,116.95,111.749,111.248,121.248
2016-04-12,108.144,108.908,108.107,108.845,0,114.96783457834574,111.13029999999999,107.29276542165424,32.58337955027976,108.908,108.107,116.95,111.749,111.248,121.248
2016-04-13,108.844,109.544,108.752,109.387,0,114.90158129119692,111.0069,107.11221870880308,37.88769132711375,109.544,108.752,116.95,111.749,111.248,121.248
2016-04-14,109.386,109.73,108.895,109.638,0,114.76083859952544,110.8723,106.98376140047455,40.23290974612086,109.73,108.895,116.95,111.749,111.248,121.248
2016-04-15,109.636,109.672,108.601,108.757,0,114.5733109337968,110.67530000000002,106.77728906620324,35.2079434543261,109.672,108.601,116.95,111.749,111.248,121.248
2016-04-17,108.184,108.459,107.835,108.011,0,114.3146671258353,110.42025000000001,106.52583287416472,31.607995165040265,108.459,107.835,116.95,111.749,111.248,121.248
2016-04-18,108.01,109.217,107.888,109.087,0,113.95505898914425,110.22055,106.48604101085576,40.98149797531958,109.217,107.888,116.95,111.749,111.248,121.248
2016-04-19,109.085,109.485,108.788,108.934,0,113.41648287746827,109.98679999999999,106.55711712253171,40.13907959919625,109.485,108.788,116.95,111.749,111.248,121.248
2016-04-20,108.935,109.895,108.762,109.805,0,112.8216255601645,109.80075000000002,106.77987443983554,46.838656251810356,109.895,108.762,116.95,111.749,111.248,121.248
2016-04-21,109.806,109.832,109.26,109.369,0,112.40344239909415,109.64440000000002,106.88535760090589,44.17352243678849,109.832,109.26,116.95,111.749,111.248,121.248
2016-04-22,109.371,111.81,109.331,111.792,0,112.26130993548516,109.61385,106.96639006451484,58.355184762054705,111.81,109.331,116.95,111.749,111.248,121.248
2016-04-24,111.855,111.884,111.04,111.298,0,112.03798802688753,109.5637,107.08941197311246,55.27233107740397,111.884,111.04,116.95,111.749,111.248,121.248
2016-04-25,111.298,111.347,110.839,110.924,0,111.9077234733911,109.5297,107.15167652660891,52.98990892165118,111.347,110.839,116.95,111.749,111.248,121.248
2016-04-26,110.925,111.475,110.67,111.066,0,111.83106646480114,109.51035000000002,107.1896335351989,53.7704738973938,111.475,110.67,116.95,111.749,111.248,121.248
2016-04-27,111.067,111.884,108.748,109.386,0,111.67528334071791,109.4372,107.1991166592821,44.381367360640134,111.884,108.748,116.95,111.749,111.248,121.248
2016-04-28,109.385,109.388,107.077,107.333,0,111.64524681710279,109.28105000000001,106.91685318289723,36.08836233729995,109.388,107.077,116.95,111.749,111.248,121.248
2016-04-29,107.334,107.415,106.268,106.361,0,111.81985728304392,109.13485,106.44984271695608,32.94917130404751,107.415,106.268,116.95,111.749,111.248,121.248
2016-05-01,106.234,106.722,106.138,106.539,0,111.93890276469628,109.02945,106.11999723530371,34.08002398524677,106.722,106.138,116.95,111.749,111.248,121.248
2016-05-02,106.538,106.819,106.046,106.169,0,112.0777573880271,108.93500000000002,105.79224261197294,32.840161357037374,106.819,106.046,116.95,111.749,111.248,121.248
2016-05-03,106.168,107.456,105.549,107.306,0,112.09675836258899,108.9077,105.71864163741103,40.05712727560763,107.456,105.549,116.95,111.749,111.248,121.248
2016-05-04,107.307,107.307,106.248,107.127,0,112.12444155036759,108.8567,105.58895844963241,39.34038849357235,107.307,106.248,116.95,111.749,111.248,121.248
2016-05-05,107.128,107.498,106.804,107.092,0,112.12616343120823,108.76905,105.41193656879176,39.192720555162616,107.498,106.804,116.95,111.749,111.248,121.248
2016-05-06,107.091,107.259,106.434,107.115,0,112.07442566385002,108.65545,105.23647433614998,39.353820536159525,107.259,106.434,116.95,111.749,111.248,121.248
2016-05-08,107.061,107.629,107.06,107.317,0,111.97461949225935,108.5394,105.10418050774065,40.836349196244306,107.629,107.06,116.95,111.749,111.248,121.248
2016-05-09,107.318,108.828,107.29,108.727,0,111.97276430008502,108.5379,105.10303569991497,50.020588939604835,108.828,107.29,116.95,111.749,111.248,121.248
2016-05-10,108.725,109.37,108.612,108.794,0,112.00484150328586,108.57705000000001,105.14925849671417,50.4144866298517,109.37,108.612,116.95,111.749,111.248,121.248
2016-05-11,108.788,108.894,108.228,108.661,0,111.97588735835252,108.55574999999999,105.13561264164746,49.57916631916108,108.894,108.228,116.95,111.749,111.248,121.248
2016-05-12,108.66,109.395,108.625,108.776,0,111.96518482556198,108.54785000000001,105.13051517443805,50.34527286769211,109.395,108.625,116.95,111.749,111.248,121.248
2016-05-13,108.776,109.55,108.512,108.616,0,111.85721043693447,108.4884,105.11958956306553,49.2246269546094,109.55,108.512,116.95,111.749,111.248,121.248
2016-05-15,108.614,108.983,108.467,108.962,0,111.82021279288439,108.46804999999999,105.11588720711559,51.727015055112126,108.983,108.467,116.95,111.749,111.248,121.248
2016-05-16,108.96,109.104,108.638,108.922,0,111.32223440466946,108.32455,105.32686559533055,51.411564757495555,109.104,108.638,116.95,111.749,111.248,121.248
2016-05-17,108.922,109.651,108.722,109.225,0,110.92959333074057,108.2209,105.51220666925943,53.7142175323987,109.651,108.722,116.95,111.749,111.248,121.248
2016-05-18,109.225,110.27,109.01,110.024,0,110.72889893458623,108.1759,105.62290106541377,59.204521689625864,110.27,109.01,116.95,111.749,111.248,121.248
2016-05-19,110.025,110.382,109.697,110.029,0,110.4742223745288,108.12404999999998,105.77387762547117,59.23710698800242,110.382,109.697,116.95,111.749,111.248,121.248
2016-05-20,110.027,110.585,110.022,110.1,0,110.60527332845106,108.15974999999999,105.71422667154891,59.72900499236629,110.585,110.022,116.95,111.749,111.248,121.248
2016-05-22,110.121,110.241,109.636,109.838,0,110.80381630930054,108.285,105.76618369069945,56.995749937663234,110.241,109.636,116.95,111.749,111.248,121.248
2016-05-23,109.841,109.95,109.11,109.39,0,110.83572843111185,108.43645,106.03717156888814,52.566169269267334,109.95,109.11,116.95,111.749,111.248,121.248
2016-05-24,109.389,110.187,109.169,109.886,0,110.91565826555146,108.6038,106.29194173444856,56.58880095475012,110.187,109.169,116.95,111.749,111.248,121.248
2016-05-25,109.886,110.447,109.417,109.704,0,110.84843882438071,108.78054999999999,106.71266117561927,54.753904507633315,110.447,109.417,116.95,111.749,111.248,121.248
2016-05-26,109.701,110.207,109.53,109.905,0,110.9171475026767,108.91049999999998,106.90385249732327,56.434015425659396,110.207,109.53,116.95,111.749,111.248,121.248
2016-05-27,109.907,110.445,109.474,110.247,0,110.97709210717481,109.06649999999999,107.15590789282517,59.20945086975429,110.445,109.474,116.95,111.749,111.248,121.248
2016-05-29,110.396,111.026,110.362,111.002,0,111.1239836733975,109.26200000000001,107.40001632660253,64.57483700804129,111.026,110.362,116.95,111.749,111.248,121.248
2016-05-30,111.003,111.446,110.795,111.294,0,111.25874914699577,109.47094999999999,107.68315085300421,66.4148034748861,111.446,110.795,116.95,111.749,111.248,121.248
2016-05-31,111.295,111.349,110.418,110.598,0,111.18893835141516,109.63499999999999,108.08106164858482,58.60176728440149,111.349,110.418,116.95,111.749,111.248,121.248
2016-06-01,110.597,110.767,108.828,108.954,0,111.17673181837048,109.64635000000001,108.11596818162954,45.10435107727856,110.767,108.828,116.95,111.749,111.248,121.248
2016-06-02,108.952,109.311,108.524,108.832,0,111.17448299335288,109.64824999999999,108.1220170066471,44.28912193240752,109.311,108.524,116.95,111.749,111.248,121.248
2016-06-03,108.833,109.024,106.465,106.465,0,111.56646543140059,109.53845000000001,107.51043456859944,32.1484158224945,109.024,106.465,116.95,111.749,111.248,121.248
2016-06-05,106.551,107.183,106.365,107.046,0,111.7342981307633,109.45194999999998,107.16960186923666,36.73286932730434,107.183,106.365,116.95,111.749,111.248,121.248
2016-06-06,107.049,107.884,106.837,107.819,0,111.77775076881578,109.41209999999998,107.04644923118418,42.317092521843875,107.884,106.837,116.95,111.749,111.248,121.248
2016-06-07,107.818,107.903,106.72,107.2,0,111.8741796799439,109.324,106.7738203200561,39.3238846313179,107.903,106.72,116.95,111.749,111.248,121.248
2016-06-08,107.203,107.227,106.518,106.63,0,112.01476809705939,109.20939999999999,106.40403190294059,36.746351948852585,107.227,106.518,116.95,111.749,111.248,121.248
2016-06-09,106.631,107.259,106.257,106.983,0,112.06565766712816,109.09729999999999,106.12894233287182,39.39568084963296,107.259,106.257,116.95,111.749,111.248,121.248
2016-06-10,106.985,107.178,106.556,106.924,0,112.02254986648788,108.9423,105.86205013351213,39.10090015056876,107.178,106.556,116.95,111.749,111.248,121.248
