Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,support_level_2,support_level_3,resistance_level_1
2016-02-07,116.794,117.352,116.788,117.32,0,121.21470158816659,118.37180000000001,115.52889841183342,42.40357114718618,117.352,116.788,116.95,111.749,111.248,121.248
2016-02-08,117.321,117.524,114.204,114.558,0,121.49893230698734,118.249,114.99906769301265,31.336693134836693,117.524,114.204,116.95,111.749,111.248,121.248
2016-02-09,114.558,115.539,114.258,114.432,0,121.74077818455997,118.114,114.48722181544004,30.939982081306795,115.539,114.258,116.95,111.749,111.248,121.248
2016-02-10,114.434,115.193,112.535,112.633,0,122.21029751180124,117.86779999999999,113.52530248819873,25.898666920819693,115.193,112.535,116.95,111.749,111.248,121.248
2016-02-11,112.634,113.175,110.983,112.714,0,122.53674863110162,117.65600000000002,112.77525136889842,26.479525795413352,113.175,110.983,116.95,111.749,111.248,121.248
2016-02-12,112.712,113.539,111.667,113.209,0,122.715078194677,117.4666,112.218121805323,30.086243163667675,113.539,111.667,116.95,111.749,111.248,121.248
2016-02-14,113.381,113.988,113.272,113.89,0,122.73405610387428,117.26559999999999,111.7971438961257,34.823444191670106,113.988,113.272,116.95,111.749,111.248,121.248
2016-02-15,113.889,114.873,113.601,114.778,0,122.59336714999738,117.0669,111.54043285000263,40.486194753675555,114.873,113.601,116.95,111.749,111.248,121.248
2016-02-16,114.777,114.798,113.592,113.701,0,122.47244628689998,116.81545000000001,111.15845371310004,36.36002049625177,114.798,113.592,116.95,111.749,111.248,121.248
2016-02-17,113.7,114.502,113.374,113.985,0,122.37207252426994,116.61404999999999,110.85602747573004,38.15007839763479,114.502,113.374,116.95,111.749,111.248,121.248
2016-02-18,113.985,114.107,112.713,112.834,0,122.26712012076489,116.33990000000001,110.41267987923514,33.97864964545771,114.107,112.713,116.95,111.749,111.248,121.248
2016-02-19,112.834,113.215,112.306,112.577,0,122.07554080090179,116.0346,109.9936591990982,33.10815352691726,113.215,112.306,116.95,111.749,111.248,121.248
2016-02-21,112.553,113.05,112.424,112.92,0,121.57194525351706,115.6789,109.78585474648294,35.48376502484561,113.05,112.424,116.95,111.749,111.248,121.248
2016-02-22,112.918,113.387,111.971,112.366,0,120.73989117517976,115.2412,109.74250882482025,33.41933410767547,113.387,111.971,116.95,111.749,111.248,121.248
2016-02-23,112.364,112.502,111.634,111.749,0,119.72165690054811,114.76625000000001,109.81084309945192,31.23944663858272,112.502,111.634,116.95,111.749,111.248,121.248
2016-02-24,111.749,112.624,111.039,112.55,0,118.61179315907839,114.36309999999999,110.11440684092159,36.98597481317023,112.624,111.039,116.95,111.749,111.248,121.248
