,エントリー時間,決済時間,取引方向,エントリー価格,決済価格,損益(pips),損益(円),決済理由,戦略,ロットサイズ
0,2016-01-06 07:00:00,2016-01-06 08:15:00,買い,118.394,118.543,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
1,2016-01-07 07:00:00,2016-01-07 07:30:00,買い,117.506,117.655,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
2,2016-01-08 07:00:00,2016-01-08 08:15:00,売り,118.298,118.399,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
3,2016-01-13 07:00:00,2016-01-13 10:15:00,売り,118.18599999999999,118.28699999999999,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
4,2016-01-15 07:00:00,2016-01-15 07:30:00,買い,117.37700000000001,117.27600000000001,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
5,2016-01-19 07:00:00,2016-01-19 08:15:00,売り,118.00099999999999,117.85199999999999,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
6,2016-01-20 07:00:00,2016-01-20 07:15:00,買い,116.54700000000001,116.69600000000001,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
7,2016-01-22 07:00:00,2016-01-22 08:45:00,売り,118.192,118.04299999999999,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
8,2016-01-26 07:00:00,2016-01-26 07:15:00,買い,118.446,118.345,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
9,2016-01-29 07:00:00,2016-01-29 07:15:00,売り,120.952,121.053,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
10,2016-02-02 07:00:00,2016-02-02 08:15:00,買い,120.79400000000001,120.69300000000001,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
11,2016-02-03 07:00:00,2016-02-03 07:30:00,買い,119.604,119.503,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
12,2016-02-11 07:00:00,2016-02-11 07:15:00,買い,111.36800000000001,111.51700000000001,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
13,2016-02-15 07:00:00,2016-02-15 07:15:00,売り,113.98299999999999,114.08399999999999,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
14,2016-02-19 07:00:00,2016-02-19 07:15:00,買い,112.855,112.754,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
15,2016-02-22 07:00:00,2016-02-22 08:30:00,売り,113.274,113.125,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
16,2016-02-23 07:00:00,2016-02-23 07:30:00,買い,112.099,111.998,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
17,2016-02-25 07:00:00,2016-02-25 07:15:00,売り,112.44399999999999,112.54499999999999,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
18,2016-02-29 07:00:00,2016-02-29 07:15:00,買い,112.947,113.096,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
19,2016-03-03 07:00:00,2016-03-03 08:00:00,売り,113.969,113.82,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
20,2016-03-04 07:00:00,2016-03-04 08:30:00,売り,113.759,113.86,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
21,2016-03-07 07:00:00,2016-03-07 08:00:00,買い,113.533,113.682,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
22,2016-03-08 07:00:00,2016-03-08 07:30:00,買い,113.125,113.024,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
23,2016-03-11 07:00:00,2016-03-11 07:45:00,売り,113.723,113.824,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
24,2016-03-15 07:00:00,2016-03-15 07:45:00,買い,113.077,112.976,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
25,2016-03-16 07:00:00,2016-03-16 08:30:00,売り,113.55799999999999,113.65899999999999,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
26,2016-03-17 07:00:00,2016-03-17 07:30:00,買い,111.298,111.197,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
27,2016-03-21 07:00:00,2016-03-21 08:45:00,買い,111.45,111.599,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
28,2016-03-25 07:00:00,2016-03-25 08:30:00,売り,112.97999999999999,113.08099999999999,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
29,2016-03-28 07:00:00,2016-03-28 08:30:00,売り,113.541,113.392,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
30,2016-03-29 07:00:00,2016-03-29 08:30:00,売り,113.559,113.41,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
31,2016-03-30 07:00:00,2016-03-30 07:45:00,買い,112.278,112.427,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
32,2016-04-01 07:00:00,2016-04-01 07:45:00,買い,112.182,112.081,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
33,2016-04-05 07:00:00,2016-04-05 07:30:00,買い,110.456,110.605,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
34,2016-04-07 07:00:00,2016-04-07 07:45:00,買い,108.352,108.501,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
35,2016-04-08 07:00:00,2016-04-08 08:15:00,売り,108.68299999999999,108.53399999999999,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
36,2016-04-11 07:00:00,2016-04-11 07:45:00,買い,108.15,108.299,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
37,2016-04-12 07:00:00,2016-04-12 08:00:00,売り,108.256,108.357,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
38,2016-04-13 07:00:00,2016-04-13 07:30:00,売り,109.25999999999999,109.36099999999999,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
39,2016-04-18 07:00:00,2016-04-18 07:30:00,買い,108.358,108.257,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
40,2016-04-25 07:00:00,2016-04-25 08:00:00,買い,111.13000000000001,111.02900000000001,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
41,2016-04-26 07:00:00,2016-04-26 07:45:00,買い,110.905,111.054,14.900000000000091,1.490000000000009,利確,東京レンジ・ロンドンブレイクアウト,0.01
42,2016-04-27 07:00:00,2016-04-27 09:45:00,買い,111.236,111.135,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
43,2016-04-28 07:00:00,2016-04-28 07:15:00,買い,108.107,108.006,-10.099999999999909,-1.009999999999991,損切り,東京レンジ・ロンドンブレイクアウト,0.01
