Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,support_level_2,support_level_3,resistance_level_1,resistance_level_2,resistance_level_3
2019-02-03,109.51,109.785,109.432,109.762,0,110.18896674692718,109.21990000000001,108.25083325307284,57.67927503441038,109.785,109.432,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-04,109.762,110.161,109.719,109.892,0,110.2447002090738,109.28810000000001,108.33149979092623,59.16926449262019,110.161,109.719,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-05,109.891,110.051,109.628,109.757,0,110.1806708754792,109.3702,108.5597291245208,56.92781125339902,110.051,109.628,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-06,109.758,110.043,109.56,109.922,0,110.19117243871422,109.4385,108.68582756128579,58.97346986739531,110.043,109.56,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-07,109.921,110.086,109.605,109.713,0,110.11788597782008,109.5003,108.88271402217991,55.38526306060192,110.086,109.605,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-08,109.713,109.897,109.665,109.724,0,110.11771815828988,109.53595,108.95418184171012,55.5385958515902,109.897,109.665,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-10,109.729,110.016,109.729,109.995,0,110.1765565415803,109.56679999999999,108.95704345841968,59.25397579366061,110.016,109.729,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-11,109.995,110.651,109.943,110.592,0,110.3609837243444,109.60795,108.85491627565561,65.99534554059055,110.651,109.943,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-12,110.591,110.704,110.344,110.599,0,110.52633420310546,109.65845000000002,108.79056579689457,66.06623853225523,110.704,110.344,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-13,110.598,111.128,110.578,111.026,0,110.78312416861667,109.7363,108.68947583138333,70.15383480575142,111.128,110.578,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-14,111.026,111.124,110.261,110.302,0,110.84174000088363,109.76665,108.69155999911636,57.50532340329358,111.124,110.261,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-15,110.301,110.645,110.252,110.458,0,110.9228062243805,109.81205000000003,108.70129377561956,59.211773297616816,110.645,110.252,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-17,110.439,110.576,110.439,110.544,0,111.00674086497382,109.85185000000001,108.6969591350262,60.161546730343304,110.576,110.439,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-18,110.543,110.698,110.453,110.655,0,111.1037910075739,109.90764999999999,108.71150899242608,61.410548376454024,110.698,110.453,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-19,110.655,110.931,110.49,110.808,0,111.21128069959342,109.97835,108.7454193004066,63.126586837090905,110.931,110.49,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-20,110.812,110.95,110.592,110.791,0,111.29096423899126,110.05429999999998,108.8176357610087,62.79246250851044,110.95,110.592,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-21,110.791,110.835,110.568,110.781,0,111.35786055402306,110.12514999999999,108.89243944597692,62.58262393711819,110.835,110.568,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-22,110.781,110.905,110.557,110.637,0,111.31024695539487,110.21610000000001,109.12195304460515,59.499180639302885,110.905,110.557,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-24,110.649,110.86,110.582,110.672,0,111.22217345128071,110.3067,109.3912265487193,60.0148498073897,110.86,110.582,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-25,110.671,111.234,110.577,110.811,0,111.23402876423945,110.37204999999999,109.51007123576052,62.07979925159443,111.234,110.577,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-26,110.811,110.892,110.424,110.592,0,111.23291670056804,110.41354999999999,109.59418329943193,57.07834752891883,110.892,110.424,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-27,110.593,111.074,110.351,110.88,0,111.26961758333267,110.46295,109.65628241666734,61.47408544216765,111.074,110.351,108.001,106.946,105.455,109.769,111.026,111.961
2019-02-28,110.879,111.769,110.661,111.661,0,111.45361195340713,110.55815,109.66268804659286,70.34386987237998,111.769,110.661,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-01,111.662,112.077,111.641,111.906,0,111.6795496429268,110.65735,109.63515035707319,72.48402268572394,112.077,111.641,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-03,111.851,112.013,111.756,111.961,0,111.84487713201725,110.76975,109.69462286798276,72.95585197707295,112.013,111.756,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-04,111.961,111.985,111.64,111.894,0,111.94730488633634,110.87825000000001,109.80919511366368,71.35077651167357,111.985,111.64,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-05,111.895,112.137,111.725,111.766,0,112.0218392599328,110.9668,109.91176074006721,68.2609948814304,112.137,111.725,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-06,111.767,111.922,111.575,111.68,0,112.10513092030789,111.0212,109.9372690796921,66.18715157571592,111.922,111.575,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-07,111.679,111.857,111.22,111.241,0,112.12325160638203,111.0533,109.98334839361796,56.71493692234409,111.857,111.22,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-08,111.24,111.28,110.778,111.156,0,112.13058841981014,111.0598,109.98901158018985,55.07153382479822,111.28,110.778,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-10,111.128,111.158,110.879,111.119,0,112.11344894845891,111.10065,110.0878510515411,54.333490703135816,111.158,110.879,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-11,111.118,111.455,111.029,111.347,0,112.11844287894834,111.1451,110.17175712105166,58.06314224173929,111.455,111.029,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-12,111.347,111.466,111.11,111.294,0,112.11744830855034,111.18260000000001,110.24775169144968,56.89980160211992,111.466,111.11,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-13,111.294,111.628,111.006,111.593,0,112.14773537287527,111.2295,110.31126462712473,61.576921707985555,111.628,111.006,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-14,111.593,111.901,111.487,111.697,0,112.19233542562445,111.27395000000001,110.35556457437558,63.07776075326708,111.901,111.487,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-15,111.697,111.761,111.384,111.471,0,112.2023354817691,111.30795,110.41356451823091,57.794653678554184,111.761,111.384,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-17,111.46,111.628,111.46,111.53,0,112.21064063704806,111.34540000000001,110.48015936295197,58.76561279965343,111.628,111.46,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-18,111.532,111.59,111.158,111.275,0,112.18054096011052,111.37729999999999,110.57405903988946,53.08165571124922,111.59,111.158,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-19,111.275,111.695,111.187,111.586,0,112.16196116271375,111.423,110.68403883728625,58.37020639586103,111.695,111.187,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-20,111.588,111.621,110.403,110.493,0,112.20904984880558,111.40710000000001,110.60515015119445,40.91511222657519,111.621,110.403,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-21,110.493,110.958,110.298,110.777,0,112.18401458170172,111.41635000000001,110.6486854182983,45.4774747477782,110.958,110.298,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-22,110.781,110.84,109.741,109.925,0,112.35220528668734,111.36859999999999,110.38499471331264,36.39739578459562,110.84,109.741,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-24,109.916,110.139,109.708,109.977,0,112.42866018020351,111.2844,110.1401398197965,37.22125751235859,110.139,109.708,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-25,109.977,110.242,109.752,110.041,0,112.41853767714174,111.19115,109.96376232285824,38.28090231411522,110.242,109.752,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-26,110.044,110.69,110.028,110.599,0,112.32285189614765,111.12305,109.92324810385236,46.72427529238508,110.69,110.028,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-27,110.599,110.713,110.112,110.166,0,112.25072615494233,111.03665000000001,109.82257384505769,41.930627232386136,110.713,110.112,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-28,110.166,110.929,110.018,110.755,0,112.15795099735399,110.9861,109.814249002646,49.517708163952456,110.929,110.018,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-29,110.754,110.949,110.553,110.825,0,112.07242737113079,110.94335000000001,109.81427262886923,50.348001860238725,110.949,110.553,108.001,106.946,105.455,109.769,111.026,111.961
2019-03-31,111.008,111.184,110.866,111.081,0,112.0581278542524,110.93535000000001,109.81257214574762,53.3686312885968,111.184,110.866,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-01,111.081,111.454,110.81,111.358,0,112.07956260022962,110.94545000000001,109.8113373997704,56.455502357700624,111.454,110.81,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-02,111.357,111.529,111.208,111.477,0,112.1189515359974,110.96334999999999,109.80774846400259,57.749472741137524,111.529,111.208,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-03,111.477,111.578,111.327,111.409,0,112.12647577126525,110.96644999999998,109.80642422873471,56.71238477199689,111.578,111.327,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-04,111.41,111.801,111.334,111.7,0,112.18264830253227,110.98675,109.79085169746773,60.02115476182364,111.801,111.334,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-05,111.702,111.822,111.549,111.688,0,112.19770271928046,110.9915,109.78529728071955,59.81810219293619,111.822,111.549,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-07,111.665,111.746,111.344,111.404,0,112.15521824040685,110.97684999999998,109.79848175959312,55.069789254705746,111.746,111.344,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-08,111.403,111.579,111.28,111.377,0,112.14332484177197,110.97215000000001,109.80097515822806,54.6258383698305,111.579,111.28,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-09,111.378,111.386,110.979,111.149,0,112.09949206207982,110.95310000000002,109.80670793792022,50.89463211203409,111.386,110.979,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-10,111.149,111.28,110.843,111.062,0,112.08061035337715,110.94245000000001,109.80428964662286,49.50509506687003,111.28,110.843,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-11,111.062,111.816,111.045,111.756,0,112.11054535614781,110.95094999999999,109.79135464385217,59.09831231433913,111.816,111.045,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-12,111.756,112.093,111.724,111.993,0,112.24962944740422,111.02595,109.80227055259577,61.76947616323507,112.093,111.724,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-14,111.955,112.095,111.92,111.927,0,112.36178852715135,111.08345,109.80511147284865,60.58291604644409,112.095,111.92,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-15,111.926,112.074,111.886,111.94,0,112.39741120997104,111.1842,109.97098879002897,60.74287861870796,112.074,111.886,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-16,111.94,112.165,111.846,111.956,0,112.40581901177475,111.28315,110.16048098822526,60.95290984867351,112.165,111.846,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-17,111.956,112.122,111.872,111.879,0,112.3695465510243,111.37505000000002,110.38055344897573,59.30839786312018,112.122,111.872,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-18,111.879,112.025,111.766,111.93,0,112.39682298967263,111.4416,110.48637701032736,60.07670195287162,112.025,111.766,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-19,111.929,111.948,111.859,111.859,0,112.29644604647063,111.52624999999998,110.75605395352932,58.422896956933464,111.948,111.859,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-21,111.854,111.991,111.844,111.915,0,112.28496816731052,111.58425000000003,110.88353183268953,59.37286452871139,111.991,111.844,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-22,111.914,111.976,111.651,111.841,0,112.25033480397208,111.63505,111.01976519602793,57.50315306989789,111.976,111.651,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-23,111.84,112.032,111.76,111.774,0,112.23205223836925,111.66969999999999,111.10734776163073,55.790097413762616,112.032,111.76,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-24,111.773,112.399,111.681,111.97,0,112.25806270940149,111.7003,111.14253729059851,59.58330462254854,112.399,111.681,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-25,111.971,112.001,111.368,111.634,0,112.25747623276054,111.70815,111.15882376723947,51.435868308560636,112.001,111.368,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-26,111.635,112.031,111.428,111.526,0,112.25285062865223,111.71400000000001,111.1751493713478,49.111276148642226,112.031,111.428,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-28,111.533,111.639,111.533,111.598,0,112.25010971905435,111.7089,111.16769028094565,50.710568736014594,111.639,111.533,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-29,111.598,111.898,111.555,111.566,0,112.24755300825134,111.7028,111.15804699174865,49.95907917097425,111.898,111.555,108.001,106.946,105.455,109.769,111.026,111.961
2019-04-30,111.567,111.575,111.235,111.495,0,112.2434963512875,111.70735000000002,111.17120364871253,48.250559890627706,111.575,111.235,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-01,111.495,111.664,111.051,111.547,0,112.23592702314069,111.71585,111.19577297685932,49.60975440303806,111.664,111.051,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-02,111.547,111.601,111.372,111.476,0,112.19765960082358,111.73219999999999,111.2667403991764,47.765053689543656,111.601,111.372,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-03,111.478,111.699,111.068,111.09,0,112.1910880982046,111.7336,111.27611190179539,39.22540645888344,111.699,111.068,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-05,110.604,110.843,110.28,110.574,0,112.3557915675384,111.67450000000001,110.99320843246161,31.196114553039862,110.843,110.28,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-06,110.574,110.958,110.569,110.64,0,112.40660103000808,111.60685000000001,110.80709896999194,33.082913967325894,110.958,110.569,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-07,110.642,110.848,109.902,109.942,0,112.57251565863173,111.5076,110.44268434136826,25.209360680976488,110.848,109.902,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-08,109.941,110.267,109.831,109.957,0,112.648692149743,111.40844999999999,110.16820785025698,25.619044947533695,110.267,109.831,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-09,109.956,110.049,109.472,109.769,0,112.70194281371764,111.2991,109.89625718628236,23.855290873092883,110.049,109.472,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-10,109.769,110.043,109.474,109.94,0,112.69632017437752,111.20215,109.70797982562249,28.665849715513147,110.043,109.474,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-12,109.746,109.834,109.597,109.761,0,112.67323424780835,111.09370000000001,109.51416575219167,26.760021053780775,109.834,109.597,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-13,109.762,109.784,109.019,109.591,0,112.64702578428475,110.98030000000001,109.31357421571528,25.056233667860283,109.784,109.019,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-14,109.591,109.772,109.443,109.638,0,112.57283465475976,110.86644999999999,109.16006534524021,26.450489136449306,109.772,109.443,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-15,109.639,109.701,109.153,109.493,0,112.49373936776713,110.74904999999998,109.00436063223283,24.910745579533398,109.701,109.153,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-16,109.493,110.034,109.35,109.684,0,112.38150762469897,110.64455000000001,108.90759237530105,30.638485668014354,110.034,109.35,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-17,109.684,110.194,109.493,110.054,0,112.19152130179461,110.54875000000001,108.90597869820542,40.160834347775555,110.194,109.493,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-19,110.103,110.318,110.015,110.202,0,112.0477183398057,110.47715000000001,108.90658166019432,43.50203816804514,110.318,110.015,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-20,110.202,110.262,109.809,110.228,0,111.90965934617093,110.41225,108.91484065382907,44.092623785911094,110.262,109.809,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-21,110.228,110.672,110.064,110.508,0,111.75452727286782,110.35774999999998,108.96097272713214,50.13757560051216,110.672,110.064,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-22,110.508,110.516,110.126,110.339,0,111.57859661518822,110.29639999999999,109.01420338481176,46.84525091284777,110.516,110.126,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-23,110.338,110.343,109.457,109.584,0,111.3931936207739,110.20084999999999,109.00850637922608,35.598718810875624,110.343,109.457,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-24,109.583,109.727,109.273,109.285,0,111.17211578238172,110.08775,109.00338421761828,32.29227863734731,109.727,109.273,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-26,109.398,109.512,109.357,109.447,0,110.89808135537002,109.9863,109.07451864462998,35.773024242527924,109.512,109.357,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-27,109.447,109.629,109.43,109.498,0,110.68776161088641,109.9067,109.12563838911359,36.873263826567744,109.629,109.43,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-28,109.497,109.61,109.149,109.351,0,110.59907676793895,109.84555,109.09202323206105,35.01154980233389,109.61,109.149,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-29,109.35,109.699,109.154,109.584,0,110.45916034655875,109.79275,109.12633965344125,40.16808036399524,109.699,109.154,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-30,109.584,109.925,109.125,109.185,0,110.46749326407185,109.75489999999999,109.04230673592814,35.04069679387837,109.925,109.125,108.001,106.946,105.455,109.769,111.026,111.961
2019-05-31,109.185,109.209,108.277,108.278,0,110.62367062536752,109.67095000000002,108.71822937463251,26.697911103514556,109.209,108.277,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-02,108.275,108.348,108.1,108.13,0,110.75252739546633,109.58899999999998,108.42547260453364,25.625764210470322,108.348,108.1,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-03,108.13,108.445,107.857,108.001,0,110.8321646928531,109.49204999999999,108.15193530714689,24.69487805169085,108.445,107.857,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-04,108.002,108.358,107.845,108.103,0,110.87197019059104,109.40915,107.94632980940895,26.95436158738103,108.358,107.845,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-05,108.102,108.485,107.815,108.242,0,110.88684686680615,109.34169999999999,107.79655313319383,30.03516367076216,108.485,107.815,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-06,108.241,108.562,108.025,108.481,0,110.86647266823174,109.28385,107.70122733176827,35.10342577240971,108.562,108.025,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-07,108.482,108.617,107.88,108.189,0,110.86749229385377,109.21865,107.56980770614622,32.04878305589456,108.617,107.88,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-09,108.474,108.553,108.366,108.541,0,110.82106265323158,109.1615,107.50193734676843,38.94593793269288,108.553,108.366,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-10,108.541,108.716,108.312,108.609,0,110.71252075683667,109.08924999999999,107.46597924316332,40.20852956265165,108.716,108.312,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-11,108.608,108.8,108.437,108.479,0,110.56263812393321,109.00309999999999,107.44356187606677,38.56651189232235,108.8,108.437,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-12,108.479,108.548,108.164,108.329,0,110.38696821398077,108.90815,107.42933178601925,36.703973195986336,108.548,108.164,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-13,108.33,108.535,108.236,108.326,0,110.1010360943963,108.79905000000001,107.49706390560371,36.66583403012248,108.535,108.236,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-14,108.325,108.587,108.158,108.55,0,109.80562853977503,108.70959999999998,107.61357146022493,41.5496228478557,108.587,108.158,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-16,108.493,108.703,108.469,108.583,0,109.68011307497453,108.65955,107.63898692502546,42.256063708253244,108.703,108.469,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-17,108.584,108.724,108.259,108.318,0,109.59978072002316,108.61120000000001,107.62261927997686,38.257352642090886,108.724,108.259,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-18,108.318,108.676,108.06,108.455,0,109.47407934771235,108.5616,107.64912065228765,41.3474844596201,108.676,108.06,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-19,108.455,108.492,107.551,107.605,0,109.36385121529722,108.46695,107.57004878470278,30.985672134836648,108.492,107.551,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-20,107.605,107.882,107.048,107.097,0,109.34049051326322,108.35424999999998,107.36800948673674,26.682040098131168,107.882,107.048,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-21,107.096,107.734,107.061,107.303,0,109.15628353331006,108.2402,107.32411646668994,30.874789165062595,107.734,107.061,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-23,107.263,107.432,107.263,107.404,0,109.02796589287712,108.15115,107.27433410712288,32.90081319717342,107.432,107.263,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-24,107.403,107.537,106.928,106.946,0,109.1035313491924,108.08455,107.06556865080759,28.781288224923216,107.537,106.928,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-25,106.947,107.498,106.778,107.457,0,109.1054825524832,108.0509,106.9963174475168,38.094693301841694,107.498,106.778,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-26,107.456,108.111,107.361,108.093,0,109.10997437142964,108.05549999999998,107.00102562857032,47.32723711023145,108.111,107.361,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-27,108.095,108.161,107.561,107.62,0,109.10236078892885,108.03135,106.96033921107116,42.27726385223332,108.161,107.561,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-28,107.62,107.935,107.598,107.908,0,109.08241257192412,108.01465,106.94688742807588,46.05185951641722,107.935,107.598,108.001,106.946,105.455,109.769,111.026,111.961
2019-06-30,108.15,108.51,108.102,108.266,0,109.05689266854144,108.0039,106.95090733145857,50.39426742989327,108.51,108.102,108.001,106.946,105.455,109.769,111.026,111.961
2019-07-01,108.266,108.533,108.219,108.416,0,109.08079734761155,108.01525,106.94970265238844,52.13280867695756,108.533,108.219,108.001,106.946,105.455,109.769,111.026,111.961
2019-07-02,108.417,108.429,107.532,107.628,0,109.01925011313391,107.96959999999999,106.91994988686606,43.50646808817478,108.429,107.532,108.001,106.946,105.455,109.769,111.026,111.961
2019-07-03,107.627,107.886,107.576,107.787,0,108.9384062332722,107.92849999999999,106.91859376672777,45.467246404987264,107.886,107.576,108.001,106.946,105.455,109.769,111.026,111.961
2019-07-04,107.787,107.883,107.747,107.845,0,108.87489786831489,107.89680000000001,106.91870213168514,46.20078215186095,107.883,107.747,108.001,106.946,105.455,109.769,111.026,111.961
2019-07-05,107.844,108.637,107.833,108.454,0,108.89363275272797,107.90305000000001,106.91246724727205,53.3034660058569,108.637,107.833,108.001,106.946,105.455,109.769,111.026,111.961
2019-07-07,108.411,108.586,108.358,108.376,0,108.90063200164714,107.90554999999999,106.91046799835284,52.35017250312927,108.586,108.358,108.001,106.946,105.455,109.769,111.026,111.961
2019-07-08,108.378,108.895,108.28,108.771,0,108.94443138695125,107.91660000000002,106.88876861304878,56.5846663203756,108.895,108.28,108.001,106.946,105.455,109.769,111.026,111.961
2019-07-09,108.772,108.99,108.716,108.895,0,109.00835028690332,107.93220000000001,106.8560497130967,57.85096761886264,108.99,108.716,108.001,106.946,105.455,109.769,111.026,111.961
