Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,resistance_level_1
2002-01-02,131.52,133.08,131.33,131.89,0,,,,,133.08,131.33,115.84,134.66
2002-01-06,130.71,130.87,130.54,130.77,0,,,,,130.87,130.54,115.84,134.66
2002-01-07,130.77,133.32,130.4,132.61,0,,,,,133.32,130.4,115.84,134.66
2002-01-08,132.61,133.82,132.41,132.65,0,,,,,133.82,132.41,115.84,134.66
2002-01-09,132.65,133.56,132.22,132.39,0,,,,,133.56,132.22,115.84,134.66
2002-01-13,131.87,131.94,131.63,131.85,0,,,,,131.94,131.63,115.84,134.66
2002-01-14,131.85,132.91,131.3,131.36,0,,,,,132.91,131.3,115.84,134.66
2002-01-15,131.37,132.41,130.93,131.48,0,,,,,132.41,130.93,115.84,134.66
2002-01-16,131.48,132.84,131.28,132.07,0,,,,,132.84,131.28,115.84,134.66
2002-01-20,132.55,132.55,132.07,132.32,0,,,,,132.55,132.07,115.84,134.66
2002-01-21,132.32,133.84,132.19,133.78,0,,,,,133.84,132.19,115.84,134.66
2002-01-22,133.78,135.0,133.51,134.15,0,,,,,135.0,133.51,115.84,134.66
2002-01-23,134.19,134.69,133.75,134.66,0,,,,,134.69,133.75,115.84,134.66
2002-01-27,134.82,134.97,133.67,133.89,0,,,,63.94350333574449,134.97,133.67,115.84,134.66
2002-01-28,133.88,134.0,133.3,133.31,0,,,,57.33474869111641,134.0,133.3,115.84,134.66
2002-01-29,133.31,133.76,132.68,132.83,0,,,,52.49891397678227,133.76,132.68,115.84,134.66
2002-01-30,132.87,133.84,132.39,132.81,0,,,,52.300972529419084,133.84,132.39,115.84,134.66
2002-02-03,133.02,133.28,132.94,133.2,0,,,,55.800602044832054,133.28,132.94,115.84,134.66
2002-02-04,133.17,133.94,131.97,132.38,0,,,,47.85112393090174,133.94,131.97,115.84,134.66
2002-02-05,132.36,134.78,132.27,134.28,0,134.77306252969348,132.73399999999998,130.69493747030648,61.527582224192805,134.78,132.27,115.84,134.66
2002-02-06,134.29,134.31,133.39,134.08,0,134.92429095538213,132.8435,130.76270904461788,59.75120006424591,134.31,133.39,115.84,134.66
2002-02-17,132.7,132.71,132.43,132.57,0,134.7915557042242,132.9335,131.0754442957758,48.39149135581126,132.71,132.43,115.84,134.66
2002-02-18,132.57,133.7,132.49,133.61,0,134.85779213304653,132.9835,131.10920786695345,54.76960198272514,133.7,132.49,115.84,134.66
2002-02-19,133.61,134.05,133.15,133.3,0,134.88857469810955,133.016,131.14342530189043,52.67969467036039,134.05,133.15,115.84,134.66
