Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1
2018-01-07,112.645,113.307,112.054,113.197,0,,,,,113.307,112.054,104.953
2018-01-14,113.198,113.384,110.623,110.679,0,,,,,113.384,110.623,104.953
2018-01-21,110.678,111.481,110.192,110.793,0,,,,,111.481,110.192,104.953
2018-01-28,110.794,111.221,108.281,108.739,0,,,,,111.221,108.281,104.953
2018-02-04,108.74,110.479,108.413,109.997,0,,,,,110.479,108.413,104.953
2018-02-11,109.998,110.263,108.045,108.664,0,,,,,110.263,108.045,104.953
2018-02-18,108.666,108.807,105.55,106.39,0,,,,,108.807,105.55,104.953
2018-02-25,106.391,107.901,106.353,106.623,0,,,,,107.901,106.353,104.953
2018-03-04,106.622,107.673,105.25,105.492,0,,,,,107.673,105.25,104.953
2018-03-11,105.493,107.051,105.35,106.622,0,,,,,107.051,105.35,104.953
2018-03-18,106.623,107.293,105.601,105.814,0,,,,,107.293,105.601,104.953
2018-03-25,105.812,106.638,104.627,104.953,0,,,,,106.638,104.627,104.953
2018-04-01,104.953,107.009,104.851,106.357,0,,,,,107.009,104.851,104.953
2018-04-08,106.36,107.491,105.654,107.035,0,,,,36.8888199301693,107.491,105.654,104.953
2018-04-15,107.036,107.777,106.614,107.249,0,,,,38.318691178177026,107.777,106.614,104.953
2018-04-22,107.249,107.886,106.881,107.806,0,,,,42.00193319065778,107.886,106.881,104.953
2018-04-29,107.81,109.535,107.765,109.134,0,,,,49.71216102524617,109.535,107.765,104.953
2018-05-06,109.133,110.033,108.644,108.982,0,,,,48.9106902667213,110.033,108.644,104.953
2018-05-13,108.983,110.015,108.828,109.335,0,,,,50.89086329040001,110.015,108.828,104.953
2018-05-20,109.336,111.139,109.313,111.139,0,112.50605084556094,108.25,103.99394915443906,59.52479604429536,111.139,109.313,104.953
2018-05-27,111.138,111.393,108.951,109.441,0,111.71761076214423,108.06219999999999,104.40678923785575,50.52137852501576,111.393,108.951,104.953
2018-06-03,109.446,109.764,108.109,109.609,0,111.53851138872886,108.0087,104.47888861127115,51.30614405723925,109.764,108.109,104.953
2018-06-10,109.608,110.263,109.195,109.731,0,111.3454507577768,107.9556,104.5657492422232,51.90273674601183,110.263,109.195,104.953
2018-06-17,109.731,110.901,109.725,110.401,0,111.57942292618328,108.03869999999999,104.4979770738167,55.15242974289952,110.901,109.725,104.953
2018-06-24,110.402,110.756,109.448,109.516,0,111.50805815107537,108.01464999999999,104.5212418489246,50.316443500512364,110.756,109.448,104.953
2018-07-01,109.519,111.061,109.365,110.858,0,111.82412849472101,108.12435,104.424571505279,56.53956655251822,111.061,109.365,104.953
2018-07-08,110.86,111.132,110.279,110.454,0,112.07015067199268,108.32755000000002,104.58494932800735,54.33321531249656,111.132,110.279,104.953
2018-07-15,110.454,112.799,110.383,112.469,0,112.6836568494947,108.61985,104.5560431505053,62.24651468350903,112.799,110.383,104.953
2018-07-22,112.47,113.175,110.749,110.888,0,112.80060508923331,108.88965,104.97869491076669,54.29645898392499,113.175,110.749,104.953
2018-07-29,110.887,111.54,110.587,111.115,0,112.99446603253004,109.1143,105.23413396746996,55.18155540195354,111.54,110.587,104.953
2018-08-05,111.117,112.15,110.743,111.325,0,113.07102102428016,109.38984999999998,105.7086789757198,56.029907682997006,112.15,110.743,104.953
2018-08-12,111.326,111.526,110.13,110.202,0,112.72968363549298,109.6523,106.57491636450702,50.52247481150039,111.526,110.13,104.953
2018-08-19,110.201,111.428,110.108,110.563,0,112.56212961828537,109.8626,107.16307038171463,52.15070926116175,111.428,110.108,104.953
2018-08-26,110.563,111.484,109.773,111.057,0,112.47449846523925,110.0637,107.65290153476074,54.36391496928724,111.484,109.773,104.953
2018-09-02,111.056,111.825,110.684,110.895,0,112.30335772290577,110.24600000000001,108.18864227709425,53.490153538329906,111.825,110.684,104.953
2018-09-09,110.894,111.754,110.377,111.009,0,112.15424682512152,110.40615,108.65805317487848,54.0498385895393,111.754,110.377,104.953
2018-09-16,111.009,112.166,110.925,111.967,0,112.31956777259325,110.54780000000001,108.77603222740677,58.56254628230551,112.166,110.925,104.953
2018-09-23,111.968,112.871,111.661,112.604,0,112.56280783846952,110.7289,108.89499216153047,61.285161224660946,112.871,111.661,104.953
2018-09-30,112.605,113.96,112.431,113.881,0,113.13682198466401,110.95620000000001,108.77557801533601,66.09463669099418,113.96,112.431,104.953
2018-10-07,113.881,114.548,113.52,113.87,0,113.61701059470887,111.09275,108.56848940529112,66.01855629703039,114.548,113.52,104.953
2018-10-14,113.869,113.879,111.83,112.067,0,113.66271967627844,111.22405,108.78538032372157,54.869774118974554,113.879,111.83,104.953
2018-10-21,112.068,112.725,111.623,112.616,0,113.76657828767004,111.3744,108.98222171232995,57.23778090671573,112.725,111.623,104.953
2018-10-28,112.616,112.884,111.374,111.891,0,113.76035596094395,111.48240000000001,109.20444403905607,53.263185572028924,112.884,111.374,104.953
2018-11-04,111.891,113.381,111.846,113.232,0,113.9664428153572,111.62395000000001,109.28145718464282,58.9422952086652,113.381,111.846,104.953
2018-11-11,113.231,114.082,112.945,114.0,0,114.19903113480885,111.84815,109.49726886519116,61.80480513222398,114.082,112.945,104.953
2018-11-18,114.0,114.204,112.607,112.73,0,114.27649854106392,111.94175,109.60700145893608,54.97868586184747,114.204,112.607,104.953
2018-11-25,112.73,113.286,112.303,113.212,0,114.37203131862921,112.07965000000002,109.78726868137082,56.92325123837333,113.286,112.303,104.953
2018-12-02,113.213,114.034,113.163,113.494,0,114.50034389256219,112.13090000000003,109.76145610743787,58.06448117397545,114.034,113.163,104.953
2018-12-09,113.493,113.708,112.233,112.447,0,114.5112364380247,112.20884999999998,109.90646356197527,52.50292887243449,113.708,112.233,104.953
2018-12-16,112.446,113.706,112.392,113.494,0,114.63765009037387,112.3278,110.01794990962613,56.94414934683483,113.706,112.392,104.953
2018-12-23,113.493,113.52,110.813,111.104,0,114.6477014688213,112.31675,109.9857985311787,46.30116697058289,113.52,110.813,104.953
2018-12-30,111.105,111.408,109.999,110.407,0,114.62219280235891,112.327,110.03180719764109,43.73400626451118,111.408,109.999,104.953
