Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,support_level_2
2001-08-19,122.24,123.21,119.1,120.47,0,126.49105878878686,123.05499999999999,119.61894121121313,45.25044050410977,123.21,119.1,119.13,116.45
2001-08-26,120.46,120.96,119.36,120.27,0,126.3570768215284,122.82450000000001,119.29192317847163,44.70322548699451,120.96,119.36,119.13,116.45
2001-09-02,120.28,120.82,118.51,119.17,0,126.38334959026068,122.57300000000001,118.76265040973934,41.7152475020857,120.82,118.51,119.13,116.45
2001-09-09,119.16,121.55,118.64,119.92,0,126.44051252981318,122.46000000000001,118.47948747018684,44.44195618314789,121.55,118.64,119.13,116.45
2001-09-16,119.91,122.07,116.98,117.51,0,126.59870750638349,122.1385,117.6782924936165,38.249658711903564,122.07,116.98,119.13,116.45
2001-09-23,118.0,118.36,115.85,116.45,0,126.98374788737522,121.88049999999998,116.77725211262475,35.88154125194909,118.36,115.85,119.13,116.45
2001-09-30,116.46,120.05,116.33,119.77,0,126.91107463209879,121.73899999999999,116.56692536790119,46.958243353133916,120.05,116.33,119.13,116.45
2001-10-07,119.76,121.48,119.54,119.92,0,126.7408036298259,121.56699999999998,116.39319637017405,47.40037127089858,121.48,119.54,119.13,116.45
2001-10-14,119.93,121.16,119.69,121.07,0,126.75053274548804,121.5895,116.42846725451196,50.7872448368214,121.16,119.69,119.13,116.45
2001-10-21,121.06,121.92,120.51,121.46,0,126.74340965179523,121.70599999999999,116.66859034820475,51.91795344982701,121.92,120.51,119.13,116.45
2001-10-28,121.47,123.16,121.4,122.59,0,126.82058062454172,121.774,116.72741937545828,55.134459998152245,123.16,121.4,119.13,116.45
2001-11-04,122.6,122.66,121.59,121.8,0,126.74017117027195,121.7195,116.69882882972804,52.49072802847745,122.66,121.59,119.13,116.45
2001-11-11,121.81,122.17,120.37,120.49,0,126.43778265261466,121.53100000000002,116.62421734738538,48.35050093376438,122.17,120.37,119.13,116.45
2001-11-18,120.5,123.06,119.78,122.97,0,126.18474893849874,121.44500000000001,116.70525106150127,55.5055480394006,123.06,119.78,119.13,116.45
2001-11-25,122.98,124.43,122.54,124.33,0,125.91508156893147,121.37899999999999,116.84291843106851,58.870448833710604,124.43,122.54,119.13,116.45
2001-12-02,124.32,124.6,123.06,123.65,0,125.66220989382334,121.3105,116.95879010617666,56.5669711163476,124.6,123.06,119.13,116.45
2001-12-09,123.66,125.89,121.83,125.76,0,126.10047838049519,121.423,116.74552161950481,61.589217852263175,125.89,121.83,119.13,116.45
2001-12-16,125.75,128.61,125.66,127.79,0,126.83791570003739,121.5755,116.31308429996263,65.69869726333887,128.61,125.66,119.13,116.45
2001-12-23,127.85,129.64,127.47,129.62,0,128.12816113120806,121.86300000000001,115.59783886879198,68.92620767775284,129.64,127.47,119.13,116.45
2001-12-30,129.61,132.28,129.36,131.31,0,129.81604106655422,122.316,114.81595893344577,71.58522718878429,132.28,129.36,119.13,116.45
