Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1
2014-01-05,105.243,105.433,104.066,104.366,0,,,,,105.433,104.066,101.222
2014-01-12,104.363,105.339,103.251,103.391,0,,,,,105.339,103.251,101.222
2014-01-19,103.39,104.914,102.847,104.06,0,,,,,104.914,102.847,101.222
2014-01-26,104.057,104.833,101.766,102.464,0,,,,,104.833,101.766,101.222
2014-02-02,102.466,103.436,101.835,102.336,0,,,,,103.436,101.835,101.222
2014-02-09,102.337,102.636,100.748,102.427,0,,,,,102.636,100.748,101.222
2014-02-16,102.425,102.694,101.378,101.588,0,,,,,102.694,101.378,101.222
2014-02-23,101.59,102.82,101.55,102.237,0,,,,,102.82,101.55,101.222
2014-03-02,102.234,102.618,101.247,101.416,0,,,,,102.618,101.247,101.222
2014-03-09,101.417,103.752,101.192,103.105,0,,,,,103.752,101.192,101.222
2014-03-16,103.107,103.416,101.2,101.52,0,,,,,103.416,101.2,101.222
2014-03-23,101.518,102.674,101.27,102.443,0,,,,,102.674,101.27,101.222
2014-03-30,102.444,102.97,101.712,102.87,0,,,,,102.97,101.712,101.222
2014-04-06,102.871,104.12,102.787,103.243,0,,,,50.148385513583165,104.12,102.787,101.222
2014-04-13,103.244,103.295,101.317,101.553,0,,,,39.968526208978815,103.295,101.317,101.222
2014-04-20,101.552,102.698,101.493,102.587,0,,,,47.05065657056552,102.698,101.493,101.222
2014-04-27,102.59,102.716,101.954,102.138,0,,,,44.59063425651236,102.716,101.954,101.222
2014-05-04,102.136,103.011,101.855,101.928,0,,,,43.44647740541395,103.011,101.855,101.222
2014-05-11,101.929,102.181,101.423,101.963,0,,,,43.70573976249244,102.181,101.423,101.222
2014-05-18,101.962,102.355,101.304,101.481,0,104.09822584003054,102.4558,100.81337415996946,40.92336984240513,102.355,101.304,101.222
2014-05-25,101.482,102.042,100.815,101.893,0,103.73571022670922,102.33215,100.92858977329078,44.19372052494954,102.042,100.815,101.222
2014-06-01,101.894,102.132,101.42,101.747,0,103.58681251723954,102.24995,100.91308748276046,43.279396503339,102.132,101.42,101.222
2014-06-08,102.427,102.787,102.106,102.533,0,103.23409580857258,102.1736,101.11310419142741,49.35426419716117,102.787,102.106,101.222
2014-06-15,102.532,102.585,101.597,101.755,0,103.2048286348287,102.13815,101.07147136517129,44.29703775533158,102.585,101.597,101.222
2014-06-22,101.754,102.32,101.713,101.941,0,103.18432108525913,102.1184,101.05247891474086,45.72881370736583,102.32,101.713,101.222
2014-06-29,101.939,102.159,101.256,101.302,0,103.17470854227992,102.06215,100.94959145772009,41.75775329613336,102.159,101.256,101.222
2014-07-06,101.303,102.258,101.229,102.135,0,103.1807800740415,102.0895,100.99821992595851,48.08660366885987,102.258,101.229,101.222
2014-07-13,102.136,102.137,101.058,101.363,0,103.1791413607559,102.04580000000001,100.91245863924412,43.38170467421633,102.137,101.058,101.222
2014-07-20,101.362,101.783,101.079,101.222,0,103.19389357400188,102.0361,100.87830642599813,42.56259733297889,101.783,101.079,101.222
2014-07-27,101.223,101.93,101.188,101.799,0,103.02254304846764,101.9708,100.91905695153235,46.97482298921255,101.93,101.188,101.222
2014-08-03,101.798,103.081,101.749,102.631,0,103.09422120478081,102.02635,100.95847879521918,52.62595656994629,103.081,101.749,101.222
2014-08-10,102.632,102.916,101.502,102.134,0,103.06303704430555,102.01089999999999,100.95876295569444,49.2494137821957,102.916,101.502,101.222
