Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low
2007-01-31,118.64,122.21,118.02,120.76,0,,,,,122.21,118.02
2007-02-28,120.75,122.12,117.46,118.24,0,,,,,122.12,117.46
2007-03-31,118.23,118.52,115.18,117.86,0,,,,,118.52,115.18
2007-04-30,117.55,119.89,117.49,119.56,0,,,,,119.89,117.49
2007-05-31,119.55,122.02,119.11,121.85,0,,,,,122.02,119.11
2007-06-30,121.84,124.17,120.79,123.2,0,,,,,124.17,120.79
2007-07-31,123.15,123.69,118.03,118.4,0,,,,,123.69,118.03
2007-08-31,118.39,119.87,111.62,115.82,0,,,,,119.87,111.62
2007-09-30,115.75,116.49,112.63,115.07,0,,,,,116.49,112.63
2007-10-31,115.08,117.97,113.27,115.36,0,,,,,117.97,113.27
2007-11-30,115.35,115.96,107.24,111.23,0,,,,,115.96,107.24
2007-12-31,111.06,114.69,109.58,111.71,0,,,,,114.69,109.58
