Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low
2020-01-31,108.73,110.29,107.651,108.308,0,,,,,110.29,107.651
2020-02-29,108.416,112.224,107.51,107.994,0,,,,,112.224,107.51
2020-03-31,107.434,111.713,101.18,107.789,0,,,,,111.713,101.18
2020-04-30,107.79,109.381,106.357,107.108,0,,,,,109.381,106.357
2020-05-31,107.108,108.088,105.986,107.633,0,,,,,108.088,105.986
2020-06-30,107.634,109.849,106.072,107.682,0,,,,,109.849,106.072
2020-07-31,107.685,107.79,104.186,105.819,0,,,,,107.79,104.186
2020-08-31,105.772,107.049,105.101,105.676,0,,,,,107.049,105.101
2020-09-30,105.675,106.552,103.999,105.46,0,,,,,106.552,103.999
2020-10-31,105.46,106.107,104.025,104.623,0,,,,,106.107,104.025
2020-11-30,104.518,105.676,103.176,104.374,0,,,,,105.676,103.176
2020-12-31,104.376,104.751,102.873,103.301,0,,,,,104.751,102.873
