Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,resistance_level_1
2009-01-04,90.76,92.44,90.69,92.06,0,,,,,92.44,90.69,100.86
2009-01-11,92.07,94.66,89.95,90.13,0,,,,,94.66,89.95,100.86
2009-01-18,90.12,91.32,88.49,90.95,0,,,,,91.32,88.49,100.86
2009-01-25,90.94,91.0,87.14,89.23,0,,,,,91.0,87.14,100.86
2009-02-01,89.21,90.79,88.46,89.65,0,,,,,90.79,88.46,100.86
2009-02-08,89.64,92.45,88.62,91.52,0,,,,,92.45,88.62,100.86
2009-02-15,91.51,92.16,89.72,91.68,0,,,,,92.16,89.72,100.86
2009-02-22,91.69,94.48,91.55,92.98,0,,,,,94.48,91.55,100.86
2009-03-01,92.99,98.73,92.93,97.55,0,,,,,98.73,92.93,100.86
2009-03-08,97.54,99.7,96.6,98.07,0,,,,,99.7,96.6,100.86
2009-03-15,98.06,99.21,95.69,98.26,0,,,,,99.21,95.69,100.86
2009-03-22,98.25,98.99,93.55,96.39,0,,,,,98.99,93.55,100.86
2009-03-29,96.39,98.89,95.66,97.79,0,,,,,98.89,95.66,100.86
2009-04-05,97.8,100.94,95.98,100.86,0,,,,76.67857121669283,100.94,95.98,100.86
2009-04-12,100.87,101.47,99.34,100.37,0,,,,73.86031370944971,101.47,99.34,100.86
2009-04-19,100.35,100.74,98.17,98.82,0,,,,65.64156185545403,100.74,98.17,100.86
2009-04-26,98.83,99.15,96.55,96.62,0,,,,56.09974130220747,99.15,96.55,100.86
2009-05-03,96.61,99.6,95.64,99.48,0,,,,63.523069476724245,99.6,95.64,100.86
2009-05-10,99.47,99.79,97.95,98.25,0,,,,58.90946439415751,99.79,97.95,100.86
2009-05-17,98.26,98.69,94.57,94.84,0,102.80762371289049,95.275,87.74237628710952,48.411771426059175,98.69,94.57,100.86
2009-05-24,94.83,96.72,93.87,94.63,0,102.79879113693302,95.40350000000001,88.008208863067,47.846305036480935,96.72,93.87,100.86
2009-05-31,94.64,97.24,94.51,95.0,0,102.64155245172985,95.647,88.65244754827016,48.977110720105756,97.24,94.51,100.86
2009-06-07,95.01,98.88,94.45,98.46,0,102.77009179263239,96.0225,89.2749082073676,58.121471832070505,98.88,94.45,100.86
2009-06-14,98.45,98.73,97.09,98.31,0,102.5200462271749,96.4765,90.4329537728251,57.6391843493725,98.73,97.09,100.86
2009-06-21,98.3,98.57,95.52,95.85,0,101.97286009162495,96.7865,91.60013990837506,50.27166644357788,98.57,95.52,100.86
2009-06-28,95.84,96.57,94.88,95.46,0,101.62546197744015,96.9835,92.34153802255986,49.19801058457483,96.57,94.88,100.86
2009-07-05,95.45,96.98,95.25,95.43,0,101.20391904208354,97.171,93.13808095791647,49.11112194381688,96.98,95.25,100.86
2009-07-12,95.42,95.61,91.78,92.46,0,101.29078581212295,97.145,92.99921418787704,41.32911754227994,95.61,91.78,100.86
2009-07-19,92.45,94.68,91.74,94.65,0,101.27967755794756,97.0,92.72032244205244,47.88654952325308,94.68,91.74,100.86
2009-07-26,94.66,95.29,93.09,94.85,0,101.18727276053377,96.839,92.49072723946622,48.45315894753517,95.29,93.09,100.86
2009-08-02,94.86,95.89,94.02,94.75,0,101.05134810584869,96.6635,92.27565189415131,48.17114175012851,95.89,94.02,100.86
2009-08-09,94.74,97.78,94.36,97.27,0,101.10114029023771,96.70750000000001,92.31385970976231,55.24111793262751,97.78,94.36,100.86
2009-08-16,97.26,97.5,94.42,94.59,0,101.00441316944811,96.5475,92.09058683055189,47.776916325202315,97.5,94.42,100.86
2009-08-23,94.6,95.3,93.43,94.87,0,100.29133327837316,96.24799999999999,92.20466672162682,48.55897340150432,95.3,93.43,100.86
2009-08-30,94.86,95.06,92.55,92.66,0,99.72652316245644,95.8625,91.99847683754355,43.075842170265865,95.06,92.55,100.86
2009-09-06,92.67,93.44,91.95,93.13,0,99.36625342341294,95.578,91.78974657658706,44.51086034813903,93.44,91.95,100.86
2009-09-13,93.14,93.3,90.2,90.41,0,99.63667784028068,95.2675,90.89832215971931,38.467115282828914,93.3,90.2,100.86
2009-09-20,90.42,91.64,90.12,91.54,0,99.0763410573867,94.87049999999999,90.66465894261329,41.99106163549239,91.64,90.12,100.86
2009-09-27,91.53,92.53,88.24,89.36,0,98.97437289588262,94.426,89.87762710411738,37.52609590255524,92.53,88.24,100.86
2009-10-04,89.37,90.41,88.6,89.83,0,99.1380657678261,94.1755,89.2129342321739,39.03129616482932,90.41,88.6,100.86
2009-10-11,89.82,90.11,88.0,90.1,0,99.21231416504843,93.94899999999998,88.68568583495154,39.926717811618026,90.11,88.0,100.86
2009-10-18,90.09,91.32,88.84,90.85,0,99.14798601218939,93.7415,88.33501398781061,42.45491556593324,91.32,88.84,100.86
2009-10-25,90.84,92.18,90.09,91.71,0,98.41868004961428,93.40400000000001,88.38931995038574,45.2977821974113,92.18,90.09,100.86
2009-11-01,91.72,92.32,89.19,90.08,0,97.6685790198626,92.99249999999999,88.31642098013738,41.14847286523267,92.32,89.19,100.86
2009-11-08,90.07,91.32,89.61,90.11,0,97.34930652051733,92.7055,88.06169347948267,41.25512932382038,91.32,89.61,100.86
2009-11-15,90.12,90.61,89.29,89.58,0,97.06504606724799,92.4115,87.75795393275202,39.88006021359176,90.61,89.29,100.86
2009-11-22,89.57,89.64,88.64,88.88,0,96.76358288739488,92.08399999999999,87.4044171126051,38.07499347118268,89.64,88.64,100.86
2009-11-29,88.87,89.19,84.84,86.34,0,97.0784135687698,91.778,86.47758643123021,32.35271989776058,89.19,84.84,100.86
2009-12-06,86.33,90.77,85.86,89.88,0,96.729650190505,91.5395,86.34934980949501,44.80345287135565,90.77,85.86,100.86
2009-12-13,89.89,90.1,87.35,88.9,0,96.31990744303192,91.242,86.16409255696809,42.47287440243855,90.1,87.35,100.86
2009-12-20,88.89,90.91,88.32,90.3,0,95.84685735159508,91.01950000000001,86.19214264840494,46.73549594831467,90.91,88.32,100.86
2009-12-27,90.31,91.87,90.24,91.57,0,94.63646604290693,90.7345,86.83253395709306,50.330923600167786,91.87,90.24,100.86
