Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,support_level_2
2012-08-02,78.436,78.476,78.062,78.19,0,79.50014840373831,78.5722,77.64425159626168,40.460829118015845,78.476,78.062,76.651,76.152
2012-08-03,78.191,78.765,78.163,78.442,0,79.26625740426017,78.50739999999999,77.7485425957398,45.70643517058597,78.765,78.163,76.651,76.152
2012-08-05,78.594,78.634,78.332,78.443,0,79.1264108726755,78.46385000000001,77.80128912732451,45.72686957122035,78.634,78.332,76.651,76.152
2012-08-06,78.444,78.46,78.135,78.263,0,79.0020507006943,78.41869999999999,77.83534929930568,42.61759101301175,78.46,78.135,76.651,76.152
2012-08-07,78.262,78.728,78.229,78.504,0,78.8908710171263,78.3899,77.8889289828737,47.74120898304564,78.728,78.229,76.651,76.152
2012-08-08,78.503,78.584,78.227,78.37,0,78.80780054880137,78.36364999999999,77.91949945119862,45.31826339103425,78.584,78.227,76.651,76.152
2012-08-09,78.366,78.783,78.284,78.593,0,78.68260177078375,78.34165,78.00069822921625,49.87726512099151,78.783,78.284,76.651,76.152
2012-08-10,78.592,78.612,78.154,78.27,0,78.65293604692717,78.32685000000001,78.00076395307285,44.1372261964985,78.612,78.154,76.651,76.152
2012-08-12,78.21,78.348,78.191,78.295,0,78.6136950811136,78.3118,78.0099049188864,44.66800152927679,78.348,78.191,76.651,76.152
2012-08-13,78.296,78.455,78.156,78.407,0,78.603182834501,78.30805000000001,78.01291716549902,47.093280847382005,78.455,78.156,76.651,76.152
2012-08-14,78.408,78.926,78.405,78.756,0,78.68308549665346,78.338,77.99291450334653,53.87737016021494,78.926,78.405,76.651,76.152
2012-08-15,78.758,79.263,78.581,79.232,0,78.90454230094791,78.38695,77.86935769905209,61.187407389520594,79.263,78.581,76.651,76.152
2012-08-16,79.23,79.397,79.085,79.349,0,79.101945265625,78.44505000000001,77.78815473437501,62.7501713885333,79.397,79.085,76.651,76.152
2012-08-17,79.35,79.567,79.297,79.554,0,79.3131113652699,78.5177,77.7222886347301,65.38041111561247,79.567,79.297,76.651,76.152
2012-08-19,79.552,79.65,79.425,79.535,0,79.48052986491032,78.58335,77.68617013508967,64.92284587420474,79.65,79.425,76.651,76.152
