Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,support_level_2
2012-08-20,79.537,79.558,79.312,79.348,0,79.58216741170168,78.6277,77.67323258829833,60.439531844232484,79.558,79.312,76.651,76.152
2012-08-21,79.349,79.518,79.157,79.298,0,79.66371776685082,78.6731,77.68248223314919,59.261153393138684,79.518,79.157,76.651,76.152
2012-08-22,79.297,79.366,78.278,78.518,0,79.65691875660991,78.69064999999999,77.72438124339007,44.63960603798101,79.366,78.278,76.651,76.152
2012-08-23,78.516,78.687,78.353,78.598,0,79.63585486947893,78.7202,77.80454513052108,46.108279842964954,78.687,78.353,76.651,76.152
2012-08-24,78.602,78.715,78.448,78.667,0,79.63860350605744,78.7316,77.82459649394256,47.404324602636805,78.715,78.448,76.651,76.152
2012-08-26,78.696,78.834,78.624,78.735,0,79.63121535350761,78.75885,77.88648464649238,48.71334623598852,78.834,78.624,76.651,76.152
2012-08-27,78.736,78.775,78.502,78.517,0,79.6301163168497,78.76259999999999,77.89508368315029,44.858771851030106,78.775,78.502,76.651,76.152
2012-08-28,78.516,78.694,78.449,78.597,0,79.62902186416817,78.77029999999999,77.91157813583182,46.530825185203355,78.694,78.449,76.651,76.152
2012-08-29,78.595,78.78,78.474,78.613,0,79.61825544130946,78.7878,77.95734455869055,46.87777338670999,78.78,78.474,76.651,76.152
2012-08-30,78.611,78.655,78.423,78.452,0,79.61950991843588,78.7852,77.95089008156413,43.79808445444508,78.655,78.423,76.651,76.152
2012-08-31,78.454,78.603,78.181,78.378,0,79.6191205816298,78.7856,77.9520794183702,42.41869252043525,78.603,78.181,76.651,76.152
2012-09-02,78.339,78.346,78.186,78.264,0,79.62977100253275,78.76915,77.90852899746724,40.312352297569575,78.346,78.186,76.651,76.152
2012-09-03,78.265,78.423,78.237,78.333,0,79.62602363209676,78.7723,77.91857636790324,42.18368319110026,78.423,78.237,76.651,76.152
2012-09-04,78.334,78.528,78.278,78.435,0,79.61944239269333,78.7793,77.93915760730668,44.932207337487355,78.528,78.278,76.651,76.152
2012-09-05,78.433,78.462,78.293,78.384,0,79.62038803642467,78.77815000000001,77.93591196357535,43.81074558349541,78.462,78.293,76.651,76.152
2012-09-06,78.383,79.023,78.376,78.922,0,79.63092012380572,78.78644999999999,77.94197987619425,56.22341914342147,79.023,78.376,76.651,76.152
2012-09-07,78.923,79.012,78.009,78.211,0,79.58935020932165,78.7354,77.88144979067835,42.77493273604825,79.012,78.009,76.651,76.152
2012-09-09,78.244,78.28,78.176,78.217,0,79.51238469275803,78.6788,77.84521530724196,42.899059590285354,78.28,78.176,76.651,76.152
2012-09-10,78.216,78.32,78.172,78.197,0,79.36572161446394,78.61094999999999,77.85617838553604,42.567606481262295,78.32,78.172,76.651,76.152
2012-09-11,78.196,78.227,77.693,77.842,0,79.22522835112088,78.5263,77.82737164887914,37.08974316127108,78.227,77.693,76.651,76.152
2012-09-12,77.841,77.958,77.7,77.756,0,79.1151238475702,78.44669999999999,77.77827615242978,35.88498598135101,77.958,77.7,76.651,76.152
2012-09-13,77.754,77.757,77.122,77.622,0,79.00304401504707,78.3629,77.72275598495293,34.03016993017748,77.757,77.122,76.651,76.152
2012-09-14,77.62,78.387,77.545,78.379,0,78.99221393108567,78.35595,77.71968606891434,49.81217570634171,78.387,77.545,76.651,76.152
2012-09-16,78.336,78.461,78.157,78.214,0,78.96577269434464,78.33675,77.70772730565535,47.163691597044966,78.461,78.157,76.651,76.152
2012-09-17,78.213,78.92,78.213,78.574,0,78.95260589038348,78.3321,77.71159410961651,53.03145034882819,78.92,78.213,76.651,76.152
2012-09-18,78.572,79.01,78.527,78.915,0,78.98932246181431,78.34110000000001,77.69287753818571,57.81088729709416,79.01,78.527,76.651,76.152
2012-09-19,78.916,79.21,78.249,78.287,0,78.97307537637472,78.3296,77.68612462362528,48.10287032812508,79.21,78.249,76.651,76.152
2012-09-20,78.283,78.362,78.013,78.233,0,78.94409373317633,78.3114,77.67870626682368,47.36630846270167,78.362,78.013,76.651,76.152
2012-09-21,78.234,78.276,78.103,78.155,0,78.90890583491824,78.2885,77.66809416508175,46.2643375962817,78.276,78.103,76.651,76.152
2012-09-23,78.155,78.192,78.002,78.111,0,78.89168817199574,78.27145,77.65121182800426,45.61958271373404,78.192,78.002,76.651,76.152
2012-09-24,78.109,78.116,77.797,77.85,0,78.8893798766941,78.24505,77.60072012330592,41.89022928703806,78.116,77.797,76.651,76.152
2012-09-25,77.849,77.92,77.653,77.731,0,78.90038076219247,78.2184,77.53641923780754,40.27365947108651,77.92,77.653,76.651,76.152
2012-09-26,77.73,77.9,77.582,77.651,0,78.90693991032923,78.18430000000001,77.46166008967079,39.17903985721523,77.9,77.582,76.651,76.152
2012-09-27,77.654,77.747,77.497,77.541,0,78.90406907066318,78.1396,77.37513092933682,37.663222118076945,77.747,77.497,76.651,76.152
2012-09-28,77.54,78.099,77.428,77.943,0,78.8779789513167,78.11755,77.35712104868328,45.90084209222782,78.099,77.428,76.651,76.152
2012-09-30,77.968,78.022,77.864,77.871,0,78.73577239060702,78.06500000000001,77.394227609393,44.75996651789224,78.022,77.864,76.651,76.152
2012-10-01,77.87,78.147,77.78,78.115,0,78.72809238654192,78.06020000000001,77.3923076134581,49.354103162045874,78.147,77.78,76.651,76.152
2012-10-02,78.114,78.294,77.967,78.171,0,78.72393090018454,78.05789999999999,77.39186909981544,50.37419764969002,78.294,77.967,76.651,76.152
2012-10-03,78.17,78.708,78.164,78.639,0,78.7908510392485,78.08000000000001,77.36914896075153,57.989638701086605,78.708,78.164,76.651,76.152
2012-10-04,78.64,78.67,78.268,78.313,0,78.81250683225471,78.10355,77.39459316774528,52.00313227975576,78.67,78.268,76.651,76.152
2012-10-05,78.31,78.862,78.302,78.659,0,78.87809182885513,78.14869999999999,77.41930817114485,57.06882671596143,78.862,78.302,76.651,76.152
2012-10-07,78.651,78.751,78.521,78.526,0,78.89876080895498,78.19390000000001,77.48903919104505,54.679840953458125,78.751,78.521,76.651,76.152
2012-10-08,78.525,78.59,78.071,78.383,0,78.8991730174958,78.19409999999999,77.48902698250419,52.15197268694805,78.59,78.071,76.651,76.152
2012-10-09,78.382,78.424,78.143,78.263,0,78.90222286330186,78.19655,77.49087713669815,50.060499662945034,78.424,78.143,76.651,76.152
2012-10-10,78.265,78.363,77.998,78.02,0,78.85634204359079,78.16884999999999,77.4813579564092,46.03449203803913,78.363,77.998,76.651,76.152
2012-10-11,78.021,78.578,77.937,78.393,0,78.74989178739455,78.14275,77.53560821260547,52.36698513485246,78.578,77.937,76.651,76.152
2012-10-12,78.395,78.482,78.278,78.439,0,78.76823454423187,78.15034999999999,77.5324654557681,53.097929220984696,78.482,78.278,76.651,76.152
2012-10-14,78.438,78.497,78.32,78.45,0,78.79199492705683,78.1612,77.53040507294315,53.28254753284725,78.497,78.32,76.651,76.152
2012-10-15,78.451,78.852,78.45,78.807,0,78.8844917112581,78.1938,77.5031082887419,58.932459330572165,78.852,78.45,76.651,76.152
2012-10-16,78.804,78.958,78.605,78.7,0,78.9467569799253,78.22325,77.49974302007469,56.718412378807145,78.958,78.605,76.651,76.152
2012-10-17,78.701,79.202,78.608,79.135,0,79.09083343015253,78.2875,77.48416656984746,62.83194530354743,79.202,78.608,76.651,76.152
2012-10-18,79.137,79.455,78.985,79.319,0,79.24495874518772,78.3669,77.48884125481229,65.0788801730074,79.455,78.985,76.651,76.152
2012-10-19,79.32,79.423,79.13,79.3,0,79.35236035985231,78.44935,77.54633964014768,64.64429856637946,79.423,79.13,76.651,76.152
2012-10-21,79.273,79.35,79.207,79.338,0,79.42014008876916,78.53920000000001,77.65825991123086,65.14560524954011,79.35,79.207,76.651,76.152
2012-10-22,79.337,79.998,79.334,79.835,0,79.63629061841024,78.6338,77.63130938158974,70.94766899287681,79.998,79.334,76.651,76.152
2012-10-23,79.834,79.947,79.705,79.844,0,79.80137665323704,78.73245,77.66352334676296,71.04167793123602,79.947,79.705,76.651,76.152
2012-10-24,79.843,79.978,79.683,79.95,0,79.97709576285132,78.82419999999999,77.67130423714866,72.18334912575904,79.978,79.683,76.651,76.152
2012-10-25,79.951,80.37,79.946,80.041,0,80.1444787249543,78.9177,77.6909212750457,73.16158747464821,80.37,79.946,76.651,76.152
2012-10-26,80.04,80.1,79.485,79.638,0,80.22591774177856,78.96765,77.70938225822145,62.65329612907048,80.1,79.485,76.651,76.152
2012-10-28,79.605,79.741,79.593,79.738,0,80.3021917161133,79.0389,77.7756082838867,64.03375576096084,79.741,79.593,76.651,76.152
2012-10-29,79.739,79.926,79.519,79.819,0,80.39123239934743,79.09689999999999,77.80256760065255,65.15720667101002,79.926,79.519,76.651,76.152
2012-10-30,79.809,80.121,79.27,79.583,0,80.43279214661892,79.14975,77.86670785338107,59.34117430095263,80.121,79.27,76.651,76.152
2012-10-31,79.581,80.078,79.555,80.068,0,80.52584379860744,79.23400000000001,77.94215620139258,66.04834972270686,80.078,79.555,76.651,76.152
2012-11-01,80.069,80.283,79.916,80.243,0,80.61546029178312,79.333,78.05053970821687,68.09358748710758,80.283,79.916,76.651,76.152
2012-11-02,80.244,80.666,80.186,80.416,0,80.66815189965723,79.4528,78.23744810034276,70.01649356646507,80.666,80.186,76.651,76.152
2012-11-04,80.426,80.553,80.399,80.423,0,80.73730196111437,79.5543,78.37129803888563,70.09502800026998,80.553,80.399,76.651,76.152
2012-11-05,80.425,80.431,80.015,80.026,0,80.71532893110684,79.63365,78.55197106889317,60.427998254837405,80.431,80.015,76.651,76.152
2012-11-06,80.028,80.435,79.803,80.09,0,80.66674353378122,79.71565000000001,78.7645564662188,61.35331878239423,80.435,79.803,76.651,76.152
2012-11-07,80.091,80.396,79.751,79.851,0,80.62354533713841,79.76785,78.91215466286158,56.07965852440102,80.396,79.751,76.651,76.152
2012-11-08,79.85,79.965,79.313,79.533,0,80.52241359925338,79.8095,79.09658640074662,49.9300182122955,79.965,79.313,76.651,76.152
2012-11-09,79.535,79.555,79.068,79.476,0,80.48862053249665,79.82655,79.16447946750334,48.89501579460541,79.555,79.068,76.651,76.152
2012-11-11,79.481,79.554,79.395,79.464,0,80.47636847106001,79.8338,79.19123152893998,48.666298487506886,79.554,79.395,76.651,76.152
2012-11-12,79.463,79.632,79.216,79.28,0,80.47874166919343,79.83279999999999,79.18685833080656,45.1767392140299,79.632,79.216,76.651,76.152
2012-11-13,79.283,79.583,79.202,79.511,0,80.46489766420318,79.84145,79.21800233579681,50.02182527302812,79.583,79.202,76.651,76.152
2012-11-14,79.51,80.793,79.468,80.785,0,80.63575050214256,79.88895,79.14214949785743,67.22533416615653,80.793,79.468,76.651,76.152
2012-11-15,80.784,81.453,80.733,81.092,0,80.86305044970943,79.95135,79.03964955029058,69.91296529804826,81.453,80.733,76.651,76.152
2012-11-16,81.093,81.431,80.887,81.308,0,81.10592177657303,80.01925,78.93257822342697,71.67304121440569,81.431,80.887,76.651,76.152
2012-11-18,81.381,81.58,81.116,81.149,0,81.26786050531763,80.07464999999999,78.88143949468235,68.49654224657539,81.58,81.116,76.651,76.152
2012-11-19,81.152,81.429,81.079,81.246,0,81.43339822720586,80.15505,78.87670177279415,69.38788655008744,81.429,81.079,76.651,76.152
2012-11-20,81.244,81.964,81.129,81.786,0,81.70294112415135,80.25745,78.81195887584866,73.82744781020143,81.964,81.129,76.651,76.152
2012-11-21,81.788,82.579,81.783,82.377,0,82.08360254600142,80.38535,78.68709745399859,77.64811566706402,82.579,81.783,76.651,76.152
2012-11-22,82.378,82.827,82.172,82.265,0,82.36064368617217,80.51944999999999,78.67825631382782,75.401702744678,82.827,82.172,76.651,76.152
2012-11-23,82.264,82.477,82.055,82.385,0,82.63319970719259,80.6353,78.63740029280741,76.19630705050947,82.477,82.055,76.651,76.152
2012-11-25,82.341,82.613,82.186,82.324,0,82.85780682278403,80.73935,78.62089317721598,74.8722699900767,82.613,82.186,76.651,76.152
2012-11-26,82.321,82.37,81.85,82.136,0,83.02250509466221,80.82534999999999,78.62819490533776,70.7895635798246,82.37,81.85,76.651,76.152
2012-11-27,82.138,82.307,81.779,81.862,0,83.13098190215172,80.8973,78.66361809784829,65.20859721756872,82.307,81.779,76.651,76.152
2012-11-28,81.864,82.207,81.679,82.104,0,83.25631557131783,81.00120000000001,78.7460844286822,67.63553212056107,82.207,81.679,76.651,76.152
2012-11-29,82.109,82.538,81.904,82.415,0,83.41205214198453,81.11744999999999,78.82284785801545,70.48496957996701,82.538,81.904,76.651,76.152
2012-11-30,82.416,82.738,82.336,82.471,0,83.53803410852278,81.24845,78.95886589147723,70.98041315946605,82.738,82.336,76.651,76.152
2012-12-02,82.379,82.495,82.317,82.393,0,83.5900505981078,81.39144999999999,79.19284940189219,69.23707772326136,82.495,82.317,76.651,76.152
2012-12-03,82.389,82.419,81.986,82.093,0,83.55454074361282,81.5223,79.49005925638718,62.843898371985496,82.419,81.986,76.651,76.152
2012-12-04,82.091,82.331,81.71,82.2,0,83.4756024525169,81.6591,79.8425975474831,64.11657835448894,82.331,81.71,76.651,76.152
2012-12-05,82.195,82.608,82.043,82.488,0,83.3034677220209,81.8195,80.33553227797911,67.35748198387937,82.608,82.043,76.651,76.152
2012-12-06,82.489,82.554,82.192,82.465,0,83.03134220854162,81.96719999999999,80.90305779145837,66.83830227498376,82.554,82.192,76.651,76.152
2012-12-07,82.469,82.82,82.167,82.477,0,82.98787149299602,82.0518,81.11572850700398,66.98130026310346,82.82,82.167,76.651,76.152
2012-12-09,82.513,82.633,82.412,82.42,0,82.9557350977719,82.1182,81.2806649022281,65.53569613106954,82.633,82.412,76.651,76.152
2012-12-10,82.419,82.441,82.107,82.343,0,82.92465192129063,82.16995,81.41524807870937,63.54067195417664,82.441,82.107,76.651,76.152
2012-12-11,82.341,82.68,82.296,82.607,0,82.8577094229576,82.24285,81.62799057704241,67.22463807307676,82.68,82.296,76.651,76.152
2012-12-12,82.609,83.627,82.601,83.551,0,83.04252030945884,82.35810000000001,81.67367969054118,76.40530278028557,83.627,82.601,76.651,76.152
2012-12-13,83.55,83.917,83.238,83.853,0,83.35988852878184,82.46145,81.56301147121816,78.4818909108196,83.917,83.238,76.651,76.152
2012-12-14,83.854,83.953,83.31,83.51,0,83.52448956671842,82.5181,81.51171043328159,70.8545118615693,83.953,83.31,76.651,76.152
2012-12-16,84.302,84.304,83.847,84.119,0,83.82661702570726,82.61080000000001,81.39498297429276,75.42184780358053,84.304,83.847,76.651,76.152
2012-12-17,84.12,84.153,83.605,84.014,0,84.04697194564037,82.69225,81.33752805435964,73.28934718322763,84.153,83.605,76.651,76.152
2012-12-18,84.013,84.423,83.815,84.253,0,84.29140677112989,82.7887,81.28599322887013,75.02062532316424,84.423,83.815,76.651,76.152
2012-12-19,84.255,84.607,83.935,84.174,0,84.47653851078772,82.8906,81.3046614892123,73.32874184180834,84.607,83.935,76.651,76.152
2012-12-20,84.173,84.444,83.85,83.938,0,84.56917266930802,82.9944,81.41962733069198,68.36836619015115,84.444,83.85,76.651,76.152
2012-12-21,83.937,84.274,83.876,84.219,0,84.70531145916834,83.10015,81.49498854083166,70.89309835102824,84.274,83.876,76.651,76.152
2012-12-23,84.364,84.489,84.315,84.355,0,84.85845999816392,83.19715,81.53584000183606,72.05563127918741,84.489,84.315,76.651,76.152
2012-12-24,84.354,84.865,84.325,84.842,0,85.08753013858535,83.3157,81.54386986141466,75.7852468313894,84.865,84.325,76.651,76.152
2012-12-26,85.305,85.863,85.245,85.841,0,85.51926911162003,83.4881,81.45693088837997,81.29908318892842,85.863,85.245,76.651,76.152
2012-12-27,85.84,86.627,85.583,86.426,0,86.00146277046112,83.70474999999999,81.40803722953886,83.64730077574694,86.627,85.583,76.651,76.152
2012-12-28,86.425,86.474,85.87,85.951,0,86.27776910271318,83.8923,81.50683089728683,75.3715859189762,86.474,85.87,76.651,76.152
2012-12-30,85.794,86.164,85.657,86.137,0,86.55882623675264,84.07475000000001,81.59067376324738,76.35796196484344,86.164,85.657,76.651,76.152
2012-12-31,86.136,86.78,85.976,86.741,0,86.91368081388322,84.28855000000001,81.66341918611681,79.26246526511171,86.78,85.976,76.651,76.152
