Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low
2024-01-31,140.843,148.802,140.811,146.791,0,,,,,148.802,140.811
2024-02-29,146.791,150.883,145.896,150.383,0,,,,,150.883,145.896
2024-03-31,150.383,151.97,146.481,151.346,0,,,,,151.97,146.481
2024-04-30,151.345,160.203,150.81,157.914,0,,,,,160.203,150.81
2024-05-31,157.915,157.985,151.857,157.279,0,,,,,157.985,151.857
2024-06-30,157.124,161.282,154.548,161.05,0,,,,,161.282,154.548
2024-07-31,161.049,161.949,148.508,149.56,0,,,,,161.949,148.508
2024-08-31,149.562,150.89,141.676,146.113,0,,,,,150.89,141.676
2024-09-30,145.971,147.207,139.576,144.276,0,,,,,147.207,139.576
2024-10-31,144.278,153.879,142.969,152.482,0,,,,,153.879,142.969
2024-11-30,152.481,156.746,149.464,149.724,0,,,,,156.746,149.464
2024-12-31,149.514,158.083,148.646,157.197,0,,,,,158.083,148.646
