Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,resistance_level_1
2017-01-08,116.858,118.605,115.069,117.494,0,,,,,118.605,115.069,108.312,114.155
2017-01-15,117.493,117.531,113.755,114.124,0,,,,,117.531,113.755,108.312,114.155
2017-01-22,114.123,115.616,112.564,113.746,0,,,,,115.616,112.564,108.312,114.155
2017-01-29,113.746,115.374,112.522,114.504,0,,,,,115.374,112.522,108.312,114.155
2017-02-05,114.502,114.935,112.051,112.534,0,,,,,114.935,112.051,108.312,114.155
2017-02-12,112.536,114.166,111.591,113.841,0,,,,,114.166,111.591,108.312,114.155
2017-02-19,113.842,114.956,112.618,113.006,0,,,,,114.956,112.618,108.312,114.155
2017-02-26,113.007,113.777,111.917,112.227,0,,,,,113.777,111.917,108.312,114.155
2017-03-05,112.229,114.747,111.689,113.875,0,,,,,114.747,111.689,108.312,114.155
2017-03-12,113.88,115.503,113.557,114.814,0,,,,,115.503,113.557,108.312,114.155
2017-03-19,114.82,115.193,112.475,112.525,0,,,,,115.193,112.475,108.312,114.155
2017-03-26,112.526,112.895,110.256,110.347,0,,,,,112.895,110.256,108.312,114.155
2017-04-02,110.348,112.195,110.11,111.26,0,,,,,112.195,110.11,108.312,114.155
2017-04-09,111.261,111.585,110.131,111.435,0,,,,35.15935427015303,111.585,110.131,108.312,114.155
2017-04-16,111.435,111.459,108.131,108.312,0,,,,27.046730950675922,111.459,108.131,108.312,114.155
2017-04-23,108.311,110.534,108.245,110.015,0,,,,35.752444560409586,110.534,108.245,108.312,114.155
2017-04-30,110.014,111.779,109.591,111.666,0,,,,42.8701470853476,111.779,109.591,108.312,114.155
2017-05-07,111.668,113.047,111.428,112.746,0,,,,47.00605483248588,113.047,111.428,108.312,114.155
2017-05-14,112.748,114.366,112.395,113.406,0,,,,49.41609856409511,114.366,112.395,108.312,114.155
2017-05-21,113.406,113.849,110.234,111.54,0,116.5556487991658,112.67085,108.78605120083421,43.405766242029586,113.849,110.234,108.312,114.155
2017-05-28,111.539,112.125,110.859,111.334,0,115.59040079123474,112.36285000000001,109.13529920876528,42.78706246612554,112.125,110.859,108.312,114.155
2017-06-04,111.336,111.709,110.306,110.578,0,115.39618093332138,112.18555,108.97491906667864,40.505220324170054,111.709,110.306,108.312,114.155
2017-06-11,110.577,110.809,109.113,110.27,0,115.24194980032196,112.01175,108.78155019967805,39.57913077772648,110.809,109.113,108.312,114.155
2017-06-18,110.27,111.416,108.814,111.04,0,114.88170549882028,111.83855000000001,108.79539450117974,43.08270199731925,111.416,108.814,108.312,114.155
2017-06-25,111.038,111.785,110.908,111.308,0,114.81127886439798,111.77725000000001,108.74322113560204,44.293464283994275,111.785,110.908,108.312,114.155
2017-07-02,111.306,112.925,111.284,112.532,0,114.61874221476795,111.7118,108.80485778523204,49.569846052632215,112.925,111.284,108.312,114.155
2017-07-09,112.53,114.199,112.453,114.155,0,114.81817859050521,111.76925000000001,108.72032140949482,55.57810846663653,114.199,112.453,108.312,114.155
2017-07-16,114.155,114.493,112.267,112.594,0,114.85170740020646,111.7876,108.72349259979353,49.47296837521851,114.493,112.267,108.312,114.155
2017-07-23,112.594,112.866,110.768,110.943,0,114.56914104851525,111.64099999999999,108.71285895148473,43.97134928988097,112.866,110.768,108.312,114.155
2017-07-30,110.944,112.199,110.305,110.557,0,113.99996160079819,111.42815,108.85633839920182,42.77371442760085,112.199,110.305,108.312,114.155
2017-08-06,110.556,111.047,109.844,110.705,0,113.87586308146471,111.33715,108.79843691853527,43.41014685274521,111.047,109.844,108.312,114.155
2017-08-13,110.705,110.917,108.735,109.52,0,113.9230708729783,111.29580000000001,108.66852912702173,39.611576407674946,110.917,108.735,108.312,114.155
2017-08-20,109.519,110.947,108.601,109.254,0,113.96963860504484,111.1955,108.42136139495516,38.79102063332255,110.947,108.601,108.312,114.155
2017-08-27,109.255,109.841,108.635,109.156,0,113.99090501271331,111.08155,108.17219498728667,38.47479908349983,109.841,108.635,108.312,114.155
2017-09-03,109.157,110.669,108.265,109.81,0,113.84553776167685,111.15645000000002,108.46736223832319,41.87984798857615,110.669,108.265,108.312,114.155
2017-09-10,109.811,109.833,107.319,108.439,0,113.9798354713302,111.07764999999999,108.17546452866978,37.22839137908215,109.833,107.319,108.312,114.155
2017-09-17,108.439,111.331,108.321,111.161,0,113.94243262265327,111.0524,108.16236737734674,49.27447284465877,111.331,108.321,108.312,114.155
2017-09-24,111.16,112.714,111.109,112.229,0,113.8643021015762,111.02655,108.1887978984238,53.07913714060462,112.714,111.109,108.312,114.155
2017-10-01,112.228,113.254,111.474,112.807,0,113.7444888187116,110.99660000000002,108.24871118128843,55.04437482990922,113.254,111.474,108.312,114.155
2017-10-08,112.808,113.436,112.322,112.646,0,113.88451503914672,111.0519,108.21928496085329,54.361372432709445,113.436,112.322,108.312,114.155
2017-10-15,112.646,112.825,111.69,111.931,0,113.93810977250767,111.08174999999999,108.2253902274923,51.3160892420732,112.825,111.69,108.312,114.155
2017-10-22,111.931,114.097,111.651,113.754,0,114.31225190448228,111.24054999999998,108.16884809551769,57.80618853119779,114.097,111.651,108.312,114.155
2017-10-29,113.755,114.451,113.243,113.59,0,114.60666221521997,111.40655,108.20643778478002,57.06911823689031,114.451,113.243,108.312,114.155
2017-11-05,113.589,114.732,112.956,114.262,0,114.99412814964579,111.56765,108.14117185035421,59.35598710494155,114.732,112.956,108.312,114.155
2017-11-12,114.262,114.427,113.09,113.679,0,115.23057755325247,111.68619999999999,108.1418224467475,56.541972335126886,114.427,113.09,108.312,114.155
2017-11-19,113.679,113.909,111.884,112.029,0,115.1881605724091,111.66105,108.1339394275909,49.40329389887285,113.909,111.884,108.312,114.155
2017-11-26,112.03,112.716,111.067,111.345,0,114.85784953555267,111.52055,108.18325046444733,46.767290786535725,112.716,111.067,108.312,114.155
2017-12-03,111.344,112.894,110.84,112.786,0,114.8808235606442,111.53015,108.17947643935581,52.51552217455083,112.894,110.84,108.312,114.155
2017-12-10,112.785,113.687,111.991,113.601,0,115.11921819469195,111.66305000000003,108.2068818053081,55.44588758770691,113.687,111.991,108.312,114.155
2017-12-17,113.6,113.75,112.03,112.674,0,115.21273744680262,111.7689,108.32506255319738,51.54917277514544,113.75,112.03,108.312,114.155
2017-12-24,112.671,113.634,112.306,113.254,0,115.36186152212773,111.89635000000001,108.4308384778723,53.73980602195263,113.634,112.306,108.312,114.155
2017-12-31,113.195,113.377,112.47,112.661,0,115.35470903733655,112.05340000000001,108.75209096266347,51.191353909128864,113.377,112.47,108.312,114.155
