Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low
2017-01-31,116.858,118.605,112.079,113.216,0,,,,,118.605,112.079
2017-02-28,113.216,114.956,111.591,113.58,0,,,,,114.956,111.591
2017-03-31,113.579,115.503,110.11,111.382,0,,,,,115.503,110.11
2017-04-30,111.392,111.779,108.131,111.666,0,,,,,111.779,108.131
2017-05-31,111.668,114.366,110.234,110.946,0,,,,,114.366,110.234
2017-06-30,110.947,112.925,108.814,112.365,0,,,,,112.925,108.814
2017-07-31,112.088,114.493,110.001,110.183,0,,,,,114.493,110.001
2017-08-31,110.182,111.047,108.265,110.003,0,,,,,111.047,108.265
2017-09-30,110.003,113.254,107.319,112.483,0,,,,,113.254,107.319
2017-10-31,112.627,114.451,111.651,113.827,0,,,,,114.451,111.651
2017-11-30,113.832,114.732,110.84,112.614,0,,,,,114.732,110.84
2017-12-31,112.613,113.75,111.409,112.661,0,,,,,113.75,111.409
