Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,resistance_level_1
2007-07-01,123.9,123.97,122.27,122.98,0,124.30545038927386,120.07000000000001,115.83454961072616,61.961277951277125,123.97,122.27,123.91
2007-07-08,122.99,123.69,122.11,123.66,0,124.78102251021355,120.2775,115.77397748978646,64.28496788289985,123.69,122.11,123.91
2007-07-15,123.65,123.69,120.99,121.94,0,124.87971106473225,120.32650000000001,115.77328893526777,55.11394142799401,123.69,120.99,123.91
2007-07-22,121.93,122.47,120.83,121.01,0,124.63040334042783,120.59049999999999,116.55059665957215,50.88674551327886,122.47,120.83,123.91
2007-07-29,121.02,121.53,118.03,118.55,0,124.61396617394387,120.6045,116.59503382605614,41.762202157122715,121.53,118.03,123.91
2007-08-05,118.54,119.53,117.21,117.64,0,124.56644362984677,120.626,116.68555637015324,38.97790296390835,119.53,117.21,123.91
2007-08-12,117.65,119.87,117.23,118.31,0,124.53840316351554,120.64399999999998,116.74959683648441,42.04174188338333,119.87,117.23,123.91
2007-08-19,118.3,118.58,111.62,114.49,0,125.06647146582291,120.47550000000001,115.88452853417711,32.13500870848151,118.58,111.62,123.91
2007-08-26,114.48,117.16,114.01,116.18,0,125.25788553444274,120.31649999999999,115.37511446555725,38.98506219350782,117.16,114.01,123.91
2007-09-02,116.19,116.63,113.89,115.92,0,125.43543296099715,120.1475,114.85956703900284,38.34383048834578,116.63,113.89,123.91
2007-09-09,115.91,116.49,112.63,113.26,0,125.93720740462102,119.87950000000001,113.821792595379,32.46116870424426,116.49,112.63,123.91
2007-09-16,113.25,115.53,113.08,115.28,0,126.04651235993477,119.66499999999999,113.28348764006522,39.99044456783955,115.53,113.08,123.91
2007-09-23,115.27,116.41,114.01,115.15,0,126.1075467121859,119.431,112.7544532878141,39.683832010848214,116.41,114.01,123.91
2007-09-30,115.14,115.92,114.07,115.07,0,126.09938638567145,119.17250000000001,112.24561361432858,39.483210506705674,115.92,114.07,123.91
2007-10-07,115.08,117.32,114.8,117.15,0,125.8754844959664,118.96599999999998,112.05651550403356,46.98735797431676,117.32,114.8,123.91
2007-10-14,117.14,117.8,116.82,117.61,0,125.58343810001969,118.76399999999998,111.94456189998027,48.508059286315266,117.8,116.82,123.91
2007-10-21,117.62,117.97,113.27,114.12,0,125.30406984967347,118.36949999999999,111.43493015032651,39.297574384521965,117.97,113.27,123.91
2007-10-28,114.11,115.07,113.54,114.17,0,124.99476482277186,117.99749999999999,111.00023517722812,39.474884487894265,115.07,113.54,123.91
2007-11-04,114.18,115.96,114.08,114.62,0,124.2053005642968,117.55100000000002,110.89669943570323,41.141232822336484,115.96,114.08,123.91
2007-11-11,114.61,114.85,109.86,110.12,0,123.59460114286135,116.8615,110.12839885713866,31.732700505235044,114.85,109.86,123.91
2007-11-18,110.11,111.79,109.15,110.62,0,122.8851120784039,116.2435,109.60188792159609,33.551039876928314,111.79,109.15,123.91
2007-11-25,110.63,110.81,107.57,108.49,0,122.02962985966364,115.48500000000001,108.94037014033638,29.897668486821928,110.81,107.57,123.91
2007-12-02,108.48,111.24,107.24,110.55,0,121.08577543955704,114.9155,108.74522456044295,37.038299439502815,111.24,107.24,123.91
2007-12-09,110.54,111.81,109.58,111.59,0,120.09853740702174,114.44450000000002,108.7904625929783,40.34216535975555,111.81,109.58,123.91
2007-12-16,111.58,113.62,110.51,113.08,0,119.52546318504488,114.171,108.81653681495513,44.810446184742204,113.62,110.51,123.91
2007-12-23,113.09,114.24,112.76,114.07,0,119.10504095338132,113.99250000000002,108.87995904661872,47.61775807812681,114.24,112.76,123.91
2007-12-30,114.08,114.69,111.77,112.05,0,118.45157491558976,113.6795,108.90742508441025,42.830490635296904,114.69,111.77,123.91
