Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,resistance_level_1
2007-01-07,118.64,119.72,118.02,118.4,0,,,,,119.72,118.02,123.91
2007-01-14,118.41,120.75,118.14,120.29,0,,,,,120.75,118.14,123.91
2007-01-21,120.3,121.61,120.17,121.37,0,,,,,121.61,120.17,123.91
2007-01-28,121.38,121.85,120.23,121.81,0,,,,,121.85,120.23,123.91
2007-02-04,121.8,122.21,120.12,120.84,0,,,,,122.21,120.12,123.91
2007-02-11,120.85,122.12,120.0,122.0,0,,,,,122.12,120.0,123.91
2007-02-18,121.99,122.07,119.01,119.51,0,,,,,122.07,119.01,123.91
2007-02-25,119.5,121.67,119.35,120.96,0,,,,,121.67,119.35,123.91
2007-03-04,120.95,121.02,115.42,115.73,0,,,,,121.02,115.42,123.91
2007-03-11,115.74,118.43,115.18,118.27,0,,,,,118.43,115.18,123.91
2007-03-18,118.26,118.52,115.8,117.21,0,,,,,118.52,115.8,123.91
2007-03-25,117.22,118.34,116.96,117.95,0,,,,,118.34,116.96,123.91
2007-04-01,117.95,118.46,116.41,117.86,0,,,,,118.46,116.41,123.91
2007-04-08,117.87,119.42,117.54,119.36,0,,,,51.982415269821374,119.42,117.54,123.91
2007-04-15,119.35,119.7,118.24,119.3,0,,,,51.736327614017014,119.7,118.24,123.91
2007-04-22,119.29,119.89,117.64,118.62,0,,,,48.91030217711271,119.89,117.64,123.91
2007-04-29,118.61,119.78,118.26,119.57,0,,,,52.790131617203855,119.78,118.26,123.91
2007-05-06,119.58,120.5,119.11,119.83,0,,,,53.823685198982155,120.5,119.11,123.91
2007-05-13,119.84,120.57,119.5,120.24,0,,,,55.478925442574145,120.57,119.5,123.91
2007-05-20,120.23,121.42,120.15,121.28,0,122.73129880266538,119.52000000000001,116.30870119733464,59.44965647666105,121.42,120.15,123.91
2007-05-27,121.27,121.92,120.89,121.65,0,122.97845433827595,119.6825,116.38654566172406,60.78951849430217,121.92,120.89,123.91
2007-06-03,121.66,122.17,121.22,122.01,0,123.20991991044394,119.76849999999999,116.32708008955603,62.10163229523646,122.17,121.22,123.91
2007-06-10,122.0,122.13,120.79,121.61,0,123.24576463635897,119.7805,116.31523536364104,59.71071912906533,122.13,120.79,123.91
2007-06-17,121.6,123.67,121.51,123.55,0,123.60860077383649,119.86749999999999,116.1263992261635,66.45602613763847,123.67,121.51,123.91
2007-06-24,123.56,124.17,123.13,123.91,0,124.14177614048616,120.021,115.90022385951384,67.54200010392067,124.17,123.13,123.91
