Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,support_level_2,resistance_level_1
2014-03-19,101.362,102.674,101.342,102.324,0,103.54226240408963,102.21860000000001,100.89493759591039,50.73358338198728,102.674,101.342,101.264,101.156,121.533
2014-03-20,102.323,102.538,102.203,102.333,0,103.54383151019917,102.21979999999999,100.89576848980082,50.821118603486205,102.538,102.203,101.264,101.156,121.533
2014-03-21,102.336,102.394,102.009,102.271,0,103.540282834173,102.21695000000001,100.89361716582702,50.159934078440486,102.394,102.009,101.264,101.156,121.533
2014-03-23,102.148,102.562,102.096,102.443,0,103.55450080576665,102.25915,100.96379919423336,52.02467221127608,102.562,102.096,101.264,101.156,121.533
2014-03-24,102.444,102.639,102.122,102.284,0,103.56045358234502,102.2851,101.00974641765498,50.15648788992803,102.639,102.122,101.264,101.156,121.533
2014-03-25,102.287,102.48,102.086,102.279,0,103.53986856621638,102.32825,101.11663143378361,50.095566861098014,102.48,102.086,101.264,101.156,121.533
2014-03-26,102.278,102.463,101.712,102.018,0,103.52776182333592,102.3463,101.16483817666408,46.893654943388356,102.463,101.712,101.264,101.156,121.533
2014-03-27,102.017,102.423,101.983,102.144,0,103.5257162733835,102.34195,101.1581837266165,48.60160194406316,102.423,101.983,101.264,101.156,121.533
2014-03-28,102.143,102.97,102.069,102.819,0,103.53920439201147,102.34755,101.15589560798853,56.64571110290607,102.97,102.069,101.264,101.156,121.533
2014-03-30,102.95,102.953,102.8,102.87,0,103.52388921221441,102.34235,101.16081078778558,57.1908610213822,102.953,102.8,101.264,101.156,121.533
2014-03-31,102.871,103.431,102.787,103.247,0,103.51916478724971,102.3412,101.1632352127503,61.08618473336255,103.431,102.787,101.264,101.156,121.533
2014-04-01,103.246,103.925,103.198,103.837,0,103.68663468780449,102.37780000000001,101.06896531219553,66.26037771739985,103.925,103.198,101.264,101.156,121.533
2014-04-02,103.838,104.062,103.578,103.976,0,103.84724910680033,102.41280000000002,100.9783508931997,67.36145320839378,104.062,103.578,101.264,101.156,121.533
2014-04-03,103.977,104.104,103.807,103.899,0,104.01208859306522,102.45689999999999,100.90171140693477,66.07505617834411,104.104,103.807,101.264,101.156,121.533
2014-04-04,103.9,104.12,103.191,103.28,0,104.07789585346944,102.48499999999999,100.89210414653053,56.70078968330627,104.12,103.191,101.264,101.156,121.533
2014-04-06,103.273,103.381,103.165,103.243,0,104.14346990367824,102.56334999999999,100.98323009632173,56.18764908711798,103.381,103.165,101.264,101.156,121.533
2014-04-07,103.244,103.295,102.736,102.949,0,104.1287334182319,102.6433,101.15786658176809,52.14910855778392,103.295,102.736,101.264,101.156,121.533
2014-04-08,102.95,102.981,101.542,101.942,0,104.09643888215375,102.6644,101.23236111784625,41.220524017072634,102.981,101.542,101.264,101.156,121.533
2014-04-09,101.94,102.15,101.713,101.792,0,104.09474494471542,102.66554999999998,101.23635505528455,39.87986844925346,102.15,101.713,101.264,101.156,121.533
2014-04-10,101.791,101.964,101.317,101.624,0,104.06379986643569,102.6787,101.29360013356433,38.374478872948444,101.964,101.317,101.264,101.156,121.533
2014-04-11,101.623,101.856,101.361,101.597,0,104.09908227121532,102.64235,101.18561772878466,38.12539323621238,101.856,101.361,101.264,101.156,121.533
2014-04-13,101.62,101.633,101.409,101.553,0,104.1311530337711,102.60335,101.07554696622891,37.69598058520194,101.633,101.409,101.264,101.156,121.533
2014-04-14,101.552,102.003,101.515,101.87,0,104.13830586494075,102.58329999999998,101.02829413505921,42.70304644435931,102.003,101.515,101.264,101.156,121.533
