Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,resistance_level_1,resistance_level_2,resistance_level_3
2023-01-01,130.925,131.041,130.716,130.914,0,,,,,131.041,130.716,127.667,144.771,149.864,151.759
2023-01-02,130.911,131.403,129.507,129.592,0,,,,,131.403,129.507,127.667,144.771,149.864,151.759
2023-01-03,129.592,131.466,129.55,130.827,0,,,,,131.466,129.55,127.667,144.771,149.864,151.759
2023-01-04,130.827,132.715,129.923,132.307,0,,,,,132.715,129.923,127.667,144.771,149.864,151.759
2023-01-05,132.307,134.053,132.243,133.912,0,,,,,134.053,132.243,127.667,144.771,149.864,151.759
2023-01-06,133.911,134.773,131.993,132.03,0,,,,,134.773,131.993,127.667,144.771,149.864,151.759
2023-01-08,131.899,132.285,131.304,131.699,0,,,,,132.285,131.304,127.667,144.771,149.864,151.759
2023-01-09,131.699,132.653,131.38,131.984,0,,,,,132.653,131.38,127.667,144.771,149.864,151.759
2023-01-10,131.984,132.578,131.661,132.271,0,,,,,132.578,131.661,127.667,144.771,149.864,151.759
2023-01-11,132.27,132.871,131.38,131.444,0,,,,,132.871,131.38,127.667,144.771,149.864,151.759
2023-01-12,131.443,131.898,128.63,129.21,0,,,,,131.898,128.63,127.667,144.771,149.864,151.759
2023-01-13,129.211,129.302,127.454,127.853,0,,,,,129.302,127.454,127.667,144.771,149.864,151.759
2023-01-15,127.749,128.195,127.218,127.667,0,,,,,128.195,127.218,127.667,144.771,149.864,151.759
2023-01-16,127.667,129.155,127.572,128.665,0,,,,38.46329214149202,129.155,127.572,127.667,144.771,149.864,151.759
2023-01-17,128.664,131.572,127.986,131.336,0,,,,53.39077863914071,131.572,127.986,127.667,144.771,149.864,151.759
2023-01-18,131.336,131.536,127.561,128.027,0,,,,40.33637908088261,131.536,127.561,127.667,144.771,149.864,151.759
2023-01-19,128.027,129.094,127.757,129.047,0,,,,44.815529186370945,129.094,127.757,127.667,144.771,149.864,151.759
2023-01-20,129.051,130.611,128.726,129.464,0,,,,46.58116444786399,130.611,128.726,127.667,144.771,149.864,151.759
2023-01-22,129.459,129.745,129.038,129.588,0,,,,47.12294286665911,129.745,129.038,127.667,144.771,149.864,151.759
2023-01-23,129.588,130.885,129.548,130.285,0,133.77604640313461,130.40609999999998,127.03615359686535,50.18148082727854,130.885,129.548,127.667,144.771,149.864,151.759
2023-01-24,130.284,131.116,129.723,130.443,0,133.7445434845267,130.38254999999998,127.02055651547326,50.875156982826304,131.116,129.723,127.667,144.771,149.864,151.759
2023-01-25,130.444,130.581,129.02,129.238,0,133.74697242682018,130.36485,126.9827275731798,45.65407898452659,130.581,129.02,127.667,144.771,149.864,151.759
2023-01-26,129.238,130.618,129.197,130.02,0,133.7028586843318,130.3245,126.9461413156682,49.29107802428378,130.618,129.197,127.667,144.771,149.864,151.759
2023-01-27,130.02,130.265,129.557,129.801,0,133.4579200309324,130.1992,126.94047996906758,48.315890213937855,130.265,129.557,127.667,144.771,149.864,151.759
2023-01-29,129.685,130.289,129.2,129.477,0,132.764904356577,129.97745,127.18999564342299,46.83944522941944,130.289,129.2,127.667,144.771,149.864,151.759
2023-01-30,129.477,130.567,129.401,130.314,0,132.5223373835559,129.89165,127.26096261644409,51.00474653963876,130.567,129.401,127.667,144.771,149.864,151.759
2023-01-31,130.313,130.494,129.743,130.25,0,132.3235762177437,129.8192,127.3148237822563,50.677772228818334,130.494,129.743,127.667,144.771,149.864,151.759
2023-02-01,130.251,130.408,128.173,128.445,0,132.0059480242832,129.64225000000002,127.27855197571684,42.418524179036346,130.408,128.173,127.667,144.771,149.864,151.759
2023-02-02,128.444,129.133,128.08,128.529,0,131.5318884308093,129.45515,127.3784115691907,42.88503281632271,129.133,128.08,127.667,144.771,149.864,151.759
2023-02-03,128.528,131.202,128.327,131.156,0,131.4654688323321,129.44075,127.41603116766791,55.12868900549002,131.202,128.327,127.667,144.771,149.864,151.759
2023-02-05,132.471,132.476,131.508,131.678,0,131.80668974546722,129.56414999999998,127.32161025453274,57.096784428294974,132.476,131.508,127.667,144.771,149.864,151.759
2023-02-06,131.679,132.9,131.579,132.263,0,132.17330127425504,129.78465,127.39599872574496,59.25371165974756,132.9,131.579,127.667,144.771,149.864,151.759
2023-02-07,132.262,132.341,130.472,131.146,0,132.20768580538854,129.9586,127.70951419461146,53.702101968295594,132.341,130.472,127.667,144.771,149.864,151.759
2023-02-08,131.147,131.824,130.591,131.422,0,132.3494489325342,130.09645,127.84345106746582,54.828288940990326,131.824,130.591,127.667,144.771,149.864,151.759
2023-02-09,131.42,131.885,130.339,131.715,0,132.41566341100318,130.11539999999997,127.81513658899675,56.05050048300304,131.885,130.339,127.667,144.771,149.864,151.759
2023-02-10,131.715,131.807,129.801,131.347,0,132.4289736448374,130.28140000000002,128.13382635516263,54.071644013502244,131.807,129.801,127.667,144.771,149.864,151.759
2023-02-12,131.238,132.174,131.207,132.134,0,132.64899502710392,130.43575,128.2225049728961,57.525282654582846,132.174,131.207,127.667,144.771,149.864,151.759
2023-02-13,132.134,132.907,131.909,131.964,0,132.8222104904796,130.56075,128.29928950952043,56.536314378982375,132.907,131.909,127.667,144.771,149.864,151.759
2023-02-14,131.961,133.314,131.499,133.095,0,133.20317299446128,130.7361,128.2690270055387,61.3028314731937,133.314,131.499,127.667,144.771,149.864,151.759
2023-02-15,133.095,134.357,132.962,133.84,0,133.71495865729986,130.91385,128.11274134270013,64.09599194886351,134.357,132.962,127.667,144.771,149.864,151.759
2023-02-16,133.839,134.807,133.602,134.662,0,134.35490771337433,131.1248,127.89469228662567,66.93210463221243,134.807,133.602,127.667,144.771,149.864,151.759
2023-02-17,134.661,135.116,134.052,134.092,0,134.72113012271782,131.3675,128.0138698772822,63.20379942734521,135.116,134.052,127.667,144.771,149.864,151.759
2023-02-19,134.198,134.538,133.949,134.061,0,135.0582998319599,131.56955,128.08080016804007,62.998268533623104,134.538,133.949,127.667,144.771,149.864,151.759
2023-02-20,134.06,134.493,133.92,134.325,0,135.38178635648057,131.79575,128.20971364351942,64.06983724780238,134.493,133.92,127.667,144.771,149.864,151.759
2023-02-21,134.326,135.171,134.304,134.903,0,135.73050768229967,132.06705,128.40359231770032,66.36640797636073,135.171,134.304,127.667,144.771,149.864,151.759
2023-02-22,134.902,134.995,134.391,134.754,0,136.0377950420108,132.28905,128.5403049579892,65.20930155777104,134.995,134.391,127.667,144.771,149.864,151.759
