Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,resistance_level_1
2011-01-02,81.22,81.36,80.92,81.24,0,,,,,81.36,80.92,76.25,84.71
2011-01-09,81.25,83.67,81.21,83.09,0,,,,,83.67,81.21,76.25,84.71
2011-01-16,83.1,83.48,82.4,82.89,0,,,,,83.48,82.4,76.25,84.71
2011-01-23,82.88,83.11,81.84,82.76,0,,,,,83.11,81.84,76.25,84.71
2011-01-30,82.75,83.2,81.97,82.03,0,,,,,83.2,81.97,76.25,84.71
2011-02-06,82.04,82.46,81.11,82.22,0,,,,,82.46,81.11,76.25,84.71
2011-02-13,82.21,83.66,81.76,83.22,0,,,,,83.66,81.76,76.25,84.71
2011-02-20,83.21,83.96,83.01,83.1,0,,,,,83.96,83.01,76.25,84.71
2011-02-27,83.11,83.53,81.61,81.66,0,,,,,83.53,81.61,76.25,84.71
2011-03-06,81.67,83.05,81.56,82.23,0,,,,,83.05,81.56,76.25,84.71
2011-03-13,82.24,83.29,80.6,82.1,0,,,,,83.29,80.6,76.25,84.71
2011-03-20,82.11,82.21,76.49,80.94,0,,,,,82.21,76.49,76.25,84.71
2011-03-27,80.93,81.76,80.69,81.76,0,,,,,81.76,80.69,76.25,84.71
2011-04-03,81.75,84.72,81.53,84.23,0,,,,65.45023868937191,84.72,81.53,76.25,84.71
2011-04-10,84.24,85.51,83.85,84.71,0,,,,67.59343596079137,85.51,83.85,76.25,84.71
2011-04-17,84.7,84.87,82.85,82.95,0,,,,54.294201058151764,84.87,82.85,76.25,84.71
2011-04-24,82.96,83.09,81.61,82.2,0,,,,49.79779498784024,83.09,81.61,76.25,84.71
2011-05-01,82.21,82.78,80.99,81.45,0,,,,45.720193131825056,82.78,80.99,76.25,84.71
2011-05-08,81.44,81.58,79.56,80.57,0,,,,41.4332314339148,81.58,79.56,76.25,84.71
2011-05-15,80.58,81.33,80.15,80.95,0,84.41107728865136,82.315,80.21892271134864,43.88028033251826,81.33,80.15,76.25,84.71
2011-05-22,80.96,82.22,80.69,81.95,0,84.39598747246225,82.3505,80.30501252753774,49.82192246353989,82.22,80.69,76.25,84.71
2011-05-29,81.96,82.2,80.7,80.81,0,84.35718173001044,82.2365,80.11581826998957,44.09093053453494,82.2,80.7,76.25,84.71
2011-06-05,80.82,81.76,80.04,80.27,0,84.36750331564744,82.10549999999999,79.84349668435254,41.647118145781526,81.76,80.04,76.25,84.71
2011-06-12,80.26,80.68,79.69,80.49,0,84.33751145808328,81.99199999999999,79.6464885419167,43.03246844665288,80.68,79.69,76.25,84.71
2011-06-19,80.5,81.05,80.0,80.19,0,84.37320035581432,81.9,79.42679964418569,41.58271744144137,81.05,80.0,76.25,84.71
2011-06-26,80.18,80.87,80.0,80.69,0,84.34652417745055,81.8235,79.30047582254944,44.91371328492696,80.87,80.0,76.25,84.71
2011-07-03,80.7,81.26,80.25,80.76,0,84.17866444167858,81.7005,79.22233555832143,45.38325188177437,81.26,80.25,76.25,84.71
2011-07-10,80.77,81.47,80.49,80.75,0,84.00684900519815,81.583,79.15915099480185,45.323817065994376,81.47,80.49,76.25,84.71
2011-07-17,80.74,80.82,78.46,79.0,0,84.12160625841462,81.45,78.77839374158539,36.35173586337561,80.82,78.46,76.25,84.71
2011-07-24,79.01,79.31,78.13,78.38,0,84.2159717338518,81.2575,78.29902826614818,33.798983533237106,79.31,78.13,76.25,84.71
2011-07-31,78.37,78.63,76.72,77.43,0,84.38888573357256,81.024,77.65911426642744,30.289144978052065,78.63,76.72,76.25,84.71
2011-08-07,77.44,80.23,76.29,78.15,0,84.47548579779985,80.8845,77.29351420220016,35.735988592763405,80.23,76.29,76.25,84.71
2011-08-14,78.14,78.15,76.3,76.82,0,84.61265722959486,80.6375,76.66234277040515,30.92860615049395,78.15,76.3,76.25,84.71
2011-08-21,76.81,77.2,75.94,76.75,0,84.22376400635113,80.2635,76.30323599364885,30.694563281495533,77.2,75.94,76.25,84.71
2011-08-28,76.74,77.69,76.46,76.73,0,83.5509263182655,79.86449999999999,76.17807368173449,30.623261046936975,77.69,76.46,76.25,84.71
2011-09-04,76.72,77.23,76.42,76.75,0,83.19335957409744,79.5545,75.91564042590257,30.796384199354023,77.23,76.42,76.25,84.71
2011-09-11,76.74,77.85,76.68,77.48,0,82.85113230467036,79.3185,75.78586769532964,36.9781165249062,77.85,76.68,76.25,84.71
2011-09-18,77.47,77.48,76.55,76.9,0,82.63128755894216,79.091,75.55071244105783,34.35250967444624,77.48,76.55,76.25,84.71
2011-09-25,76.91,76.96,76.1,76.42,0,82.53737068736713,78.8835,75.22962931263287,32.3079834339907,76.96,76.1,76.25,84.71
2011-10-02,76.41,77.25,76.21,76.96,0,82.30027653809839,78.684,75.06772346190161,36.86070560404244,77.25,76.21,76.25,84.71
2011-10-09,76.97,77.09,76.5,76.72,0,81.80510772186207,78.4225,75.03989227813793,35.71112508794934,77.09,76.5,76.25,84.71
2011-10-16,76.71,77.48,76.3,77.17,0,81.47828612635253,78.2405,75.00271387364747,39.51980840629366,77.48,76.3,76.25,84.71
2011-10-23,77.18,77.44,75.81,76.25,0,81.24734959123725,78.0395,74.83165040876275,34.959778345262976,77.44,75.81,76.25,84.71
2011-10-30,76.24,79.5,75.56,79.19,0,81.03017324823861,77.9745,74.9188267517614,53.446179999590946,79.5,75.56,76.25,84.71
2011-11-06,79.18,79.52,77.75,78.12,0,80.75489250839922,77.87100000000001,74.9871074916008,48.08898878946696,79.52,77.75,76.25,84.71
2011-11-13,78.11,78.17,77.04,77.13,0,80.28347563200296,77.693,75.10252436799703,43.72223293153708,78.17,77.04,76.25,84.71
2011-11-20,77.12,77.48,76.57,76.79,0,79.69330399308377,77.49449999999999,75.2956960069162,42.301547497626316,77.48,76.57,76.25,84.71
2011-11-27,76.78,77.78,76.76,77.63,0,78.95757720631266,77.3385,75.71942279368733,46.892827954913386,77.78,76.76,76.25,84.71
2011-12-04,77.64,78.28,77.28,77.968,0,78.74905538162032,77.2869,75.82474461837968,48.66302664573848,78.28,77.28,76.25,84.71
2011-12-11,77.965,78.055,77.123,77.654,0,78.6364595022589,77.2506,75.86474049774111,47.09259480776258,78.055,77.123,76.25,84.71
2011-12-18,77.653,78.156,77.576,77.952,0,78.69438728568795,77.2767,75.85901271431206,48.78192493082973,78.156,77.576,76.25,84.71
2011-12-25,77.953,78.215,77.679,78.078,0,78.68223844600212,77.2731,75.86396155399788,49.51591722147487,78.215,77.679,76.25,84.71
