Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low
2014-01-31,105.243,105.433,101.766,102.045,0,,,,,105.433,101.766
2014-02-28,101.996,102.82,100.748,101.765,0,,,,,102.82,100.748
2014-03-31,101.485,103.752,101.192,103.247,0,,,,,103.752,101.192
2014-04-30,103.246,104.12,101.317,102.269,0,,,,,104.12,101.317
2014-05-31,102.27,103.011,100.815,101.747,0,,,,,103.011,100.815
2014-06-30,102.427,102.787,101.229,101.47,0,,,,,102.787,101.229
2014-07-31,101.471,103.081,101.058,102.888,0,,,,,103.081,101.058
2014-08-31,102.887,104.265,101.502,104.169,0,,,,,104.265,101.502
2014-09-30,104.168,110.08,104.093,109.88,0,,,,,110.08,104.093
2014-10-31,109.882,112.475,105.189,112.292,0,,,,,112.475,105.189
2014-11-30,112.698,119.027,112.572,118.881,0,,,,,119.027,112.572
2014-12-31,118.88,121.843,115.564,119.692,0,,,,,121.843,115.564
