Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,support_level_2,support_level_3,resistance_level_1,resistance_level_2
2009-01-01,90.76,91.21,90.69,91.12,0,,,,,91.21,90.69,88.64,88.3,86.34,99.19,100.86
2009-01-02,91.11,92.44,90.82,91.85,0,,,,,92.44,90.82,88.64,88.3,86.34,99.19,100.86
2009-01-04,92.02,92.23,91.92,92.06,0,,,,,92.23,91.92,88.64,88.3,86.34,99.19,100.86
2009-01-05,92.07,93.62,91.83,93.11,0,,,,,93.62,91.83,88.64,88.3,86.34,99.19,100.86
2009-01-06,93.1,94.66,92.96,93.81,0,,,,,94.66,92.96,88.64,88.3,86.34,99.19,100.86
2009-01-07,93.82,94.09,92.36,92.55,0,,,,,94.09,92.36,88.64,88.3,86.34,99.19,100.86
2009-01-08,92.56,92.64,90.87,91.3,0,,,,,92.64,90.87,88.64,88.3,86.34,99.19,100.86
2009-01-09,91.29,91.68,90.18,90.41,0,,,,,91.68,90.18,88.64,88.3,86.34,99.19,100.86
2009-01-11,90.18,90.29,89.95,90.13,0,,,,,90.29,89.95,88.64,88.3,86.34,99.19,100.86
2009-01-12,90.12,90.25,88.92,89.31,0,,,,,90.25,88.92,88.64,88.3,86.34,99.19,100.86
2009-01-13,89.32,89.91,88.81,89.52,0,,,,,89.91,88.81,88.64,88.3,86.34,99.19,100.86
2009-01-14,89.53,89.99,88.63,88.97,0,,,,,89.99,88.63,88.64,88.3,86.34,99.19,100.86
2009-01-15,88.96,90.47,88.49,90.43,0,,,,,90.47,88.49,88.64,88.3,86.34,99.19,100.86
2009-01-16,90.42,90.95,90.1,90.76,0,,,,48.57888109348825,90.95,90.1,88.64,88.3,86.34,99.19,100.86
2009-01-18,91.03,91.32,90.7,90.95,0,,,,50.17321285937621,91.32,90.7,88.64,88.3,86.34,99.19,100.86
2009-01-19,90.94,90.96,90.11,90.14,0,,,,43.92110406582869,90.96,90.11,88.64,88.3,86.34,99.19,100.86
2009-01-20,90.15,91.0,89.71,89.91,0,,,,42.30892203828737,91.0,89.71,88.64,88.3,86.34,99.19,100.86
2009-01-21,89.9,90.19,87.14,89.1,0,,,,37.138697950914846,90.19,87.14,88.64,88.3,86.34,99.19,100.86
2009-01-22,89.11,89.45,88.09,88.64,0,,,,34.556084382891655,89.45,88.09,88.64,88.3,86.34,99.19,100.86
2009-01-23,88.63,89.66,88.01,88.77,0,93.50121387797417,90.642,87.78278612202583,35.912449558632716,89.66,88.01,88.64,88.3,86.34,99.19,100.86
2009-01-25,88.82,89.36,88.29,89.23,0,93.46167827182897,90.54749999999999,87.633321728171,40.6034726633898,89.36,88.29,88.64,88.3,86.34,99.19,100.86
2009-01-26,89.21,89.76,88.56,89.39,0,93.31596658289529,90.4245,87.5330334171047,42.188564706419996,89.76,88.56,88.64,88.3,86.34,99.19,100.86
2009-01-27,89.38,90.11,88.46,89.27,0,93.11596096758684,90.285,87.45403903241315,41.298395518794635,90.11,88.46,88.64,88.3,86.34,99.19,100.86
2009-01-28,89.26,90.79,88.92,89.73,0,92.63900931429123,90.116,87.59299068570877,46.00186007736035,90.79,88.92,88.64,88.3,86.34,99.19,100.86
2009-01-29,89.74,90.37,89.26,89.38,0,91.77825661909927,89.8945,88.01074338090072,43.16771632817667,90.37,89.26,88.64,88.3,86.34,99.19,100.86
2009-01-30,89.39,90.11,89.18,90.02,0,91.20929941372374,89.768,88.32670058627626,49.31675857250011,90.11,89.18,88.64,88.3,86.34,99.19,100.86
2009-02-01,90.05,90.07,89.55,89.65,0,90.94387156674824,89.6855,88.42712843325177,46.204315993144945,90.07,89.55,88.64,88.3,86.34,99.19,100.86
2009-02-02,89.64,90.01,88.84,89.65,0,90.86117005400992,89.64750000000001,88.4338299459901,46.204315993144945,90.01,88.84,88.64,88.3,86.34,99.19,100.86
2009-02-03,89.66,89.79,88.62,89.61,0,90.81481932021586,89.6215,88.42818067978413,45.84157719548722,89.79,88.62,88.64,88.3,86.34,99.19,100.86
2009-02-04,89.62,89.81,88.85,89.41,0,90.81538645378792,89.6265,88.43761354621206,43.98230022418972,89.81,88.85,88.64,88.3,86.34,99.19,100.86
2009-02-05,89.42,92.28,89.25,90.88,0,91.00099875621846,89.69449999999999,88.38800124378152,57.595696712227166,92.28,89.25,88.64,88.3,86.34,99.19,100.86
2009-02-06,90.89,92.24,90.76,91.93,0,91.4280078050897,89.8425,88.2569921949103,64.274208913932,92.24,90.76,88.64,88.3,86.34,99.19,100.86
2009-02-08,91.83,92.45,91.45,91.52,0,91.6278159925308,89.897,88.16618400746921,60.281798034806876,92.45,91.45,88.64,88.3,86.34,99.19,100.86
2009-02-09,91.51,91.81,90.93,91.41,0,91.74619452578037,89.9295,88.11280547421964,59.218994401415536,91.81,90.93,88.64,88.3,86.34,99.19,100.86
2009-02-10,91.42,91.57,90.16,90.4,0,91.67212541928541,89.902,88.1318745807146,50.42775961657513,91.57,90.16,88.64,88.3,86.34,99.19,100.86
2009-02-11,90.39,90.78,89.72,90.06,0,91.66631671371401,89.898,88.12968328628598,47.852417331278836,90.78,89.72,88.64,88.3,86.34,99.19,100.86
2009-02-12,90.05,91.29,89.84,91.01,0,91.78660955494902,89.953,88.11939044505098,54.79860474861469,91.29,89.84,88.64,88.3,86.34,99.19,100.86
2009-02-13,91.02,92.16,90.86,91.96,0,92.08104811024828,90.09599999999999,88.1109518897517,60.469245135306565,92.16,90.86,88.64,88.3,86.34,99.19,100.86
2009-02-15,91.74,92.0,91.44,91.68,0,92.22936922354221,90.248,88.2666307764578,58.15357962015599,92.0,91.44,88.64,88.3,86.34,99.19,100.86
2009-02-16,91.69,92.77,91.55,92.47,0,92.51614281795564,90.433,88.34985718204437,62.515221221778575,92.77,91.55,88.64,88.3,86.34,99.19,100.86
2009-02-17,92.46,92.73,91.58,92.28,0,92.7394032011676,90.5855,88.43159679883239,60.871910132632365,92.73,91.58,88.64,88.3,86.34,99.19,100.86
2009-02-18,92.27,93.98,92.27,93.49,0,93.21384046307983,90.7905,88.36715953692016,66.84850228214897,93.98,92.27,88.64,88.3,86.34,99.19,100.86
2009-02-19,93.5,94.48,93.32,94.14,0,93.75739053387498,91.034,88.31060946612503,69.54007701873634,94.48,93.32,88.64,88.3,86.34,99.19,100.86
2009-02-20,94.13,94.4,92.53,93.35,0,94.04669560511009,91.215,88.38330439488992,62.86007487864523,94.4,92.53,88.64,88.3,86.34,99.19,100.86
2009-02-22,93.45,93.67,92.78,92.98,0,94.19473213004383,91.39500000000001,88.59526786995619,59.955198879426,93.67,92.78,88.64,88.3,86.34,99.19,100.86
2009-02-23,92.99,95.23,92.93,94.99,0,94.77370302855894,91.6435,88.51329697144106,68.47743047716814,95.23,92.93,88.64,88.3,86.34,99.19,100.86
2009-02-24,95.0,97.32,94.99,97.2,0,95.84307744557843,92.021,88.19892255442157,74.82208353964515,97.32,94.99,88.64,88.3,86.34,99.19,100.86
2009-02-25,97.19,97.99,96.37,97.86,0,96.86192785744213,92.4315,88.00107214255787,76.3528251096173,97.99,96.37,88.64,88.3,86.34,99.19,100.86
2009-02-26,97.87,98.73,97.34,97.62,0,97.60473757920956,92.83200000000001,88.05926242079046,74.57724443227256,98.73,97.34,88.64,88.3,86.34,99.19,100.86
2009-02-27,97.61,98.18,96.87,97.68,0,98.19056814917639,93.24549999999999,88.3004318508236,74.73542458676967,98.18,96.87,88.64,88.3,86.34,99.19,100.86
2009-03-01,97.76,97.92,96.93,97.55,0,98.73607630348813,93.57900000000001,88.42192369651188,73.66594397161836,97.92,96.93,88.64,88.3,86.34,99.19,100.86
2009-03-02,97.54,97.78,97.01,97.56,0,99.23677184952534,93.8605,88.48422815047466,73.69712503790453,97.78,97.01,88.64,88.3,86.34,99.19,100.86
2009-03-03,97.55,98.6,97.42,98.48,0,99.82919844414363,94.2085,88.58780155585637,76.45880997361859,98.6,97.42,88.64,88.3,86.34,99.19,100.86
2009-03-04,98.47,99.5,98.36,99.19,0,100.46126287037585,94.5975,88.73373712962415,78.34819401251606,99.5,98.36,88.64,88.3,86.34,99.19,100.86
2009-03-05,99.2,99.7,97.74,98.28,0,100.7318075701567,94.9915,89.2511924298433,70.53442309120027,99.7,97.74,88.64,88.3,86.34,99.19,100.86
2009-03-06,98.28,98.46,96.6,98.3,0,100.84385394069155,95.4035,89.96314605930844,70.60381294518078,98.46,96.6,88.64,88.3,86.34,99.19,100.86
2009-03-08,98.37,98.55,97.92,98.07,0,100.91987980396542,95.75649999999999,90.59312019603456,68.60299924849825,98.55,97.92,88.64,88.3,86.34,99.19,100.86
2009-03-09,98.06,99.21,98.06,98.99,0,101.1453310393499,96.108,91.07066896065011,72.01877880815002,99.21,98.06,88.64,88.3,86.34,99.19,100.86
2009-03-10,98.99,99.0,97.92,98.57,0,101.16321491389553,96.4525,91.74178508610447,68.36228862372627,99.0,97.92,88.64,88.3,86.34,99.19,100.86
2009-03-11,98.58,98.74,95.98,96.25,0,100.98708292982629,96.6415,92.2959170701737,52.50461387844995,98.74,95.98,88.64,88.3,86.34,99.19,100.86
2009-03-12,96.25,98.54,95.69,97.67,0,100.78406028871196,96.911,93.03793971128805,58.80355684941399,98.54,95.69,88.64,88.3,86.34,99.19,100.86
2009-03-13,97.68,98.68,97.42,98.04,0,100.70330728791858,97.1385,93.57369271208141,60.281662176228835,98.68,97.42,88.64,88.3,86.34,99.19,100.86
