Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1,resistance_level_1,resistance_level_2,resistance_level_3
2007-01-01,118.64,118.83,118.6,118.76,0,,,,,118.83,118.6,107.76,121.82,122.0,123.92
2007-01-02,118.77,118.95,118.53,118.76,0,,,,,118.95,118.53,107.76,121.82,122.0,123.92
2007-01-03,118.77,119.72,118.74,119.42,0,,,,,119.72,118.74,107.76,121.82,122.0,123.92
2007-01-04,119.43,119.53,118.33,118.36,0,,,,,119.53,118.33,107.76,121.82,122.0,123.92
2007-01-05,118.35,119.06,118.02,118.63,0,,,,,119.06,118.02,107.76,121.82,122.0,123.92
2007-01-07,118.67,118.77,118.27,118.4,0,,,,,118.77,118.27,107.76,121.82,122.0,123.92
2007-01-08,118.41,119.03,118.14,118.96,0,,,,,119.03,118.14,107.76,121.82,122.0,123.92
2007-01-09,118.95,119.55,118.87,119.27,0,,,,,119.55,118.87,107.76,121.82,122.0,123.92
2007-01-10,119.28,119.8,119.18,119.77,0,,,,,119.8,119.18,107.76,121.82,122.0,123.92
2007-01-11,119.78,120.75,119.76,120.57,0,,,,,120.75,119.76,107.76,121.82,122.0,123.92
2007-01-12,120.56,120.73,120.2,120.39,0,,,,,120.73,120.2,107.76,121.82,122.0,123.92
2007-01-14,120.44,120.46,120.1,120.29,0,,,,,120.46,120.1,107.76,121.82,122.0,123.92
2007-01-15,120.3,120.65,120.17,120.46,0,,,,,120.65,120.17,107.76,121.82,122.0,123.92
2007-01-16,120.47,120.9,120.26,120.76,0,,,,73.23580962309534,120.9,120.26,107.76,121.82,122.0,123.92
2007-01-17,120.77,120.91,120.38,120.84,0,,,,73.93256960370125,120.91,120.38,107.76,121.82,122.0,123.92
2007-01-18,120.85,121.61,120.77,121.28,0,,,,77.41509803444431,121.61,120.77,107.76,121.82,122.0,123.92
2007-01-19,121.29,121.5,121.13,121.27,0,,,,77.16278693279338,121.5,121.13,107.76,121.82,122.0,123.92
2007-01-21,121.28,121.42,121.24,121.37,0,,,,77.93717128457254,121.42,121.24,107.76,121.82,122.0,123.92
2007-01-22,121.38,121.81,121.34,121.7,0,,,,80.30995813765028,121.81,121.34,107.76,121.82,122.0,123.92
2007-01-23,121.69,121.81,121.13,121.63,0,122.2759522177273,120.0445,117.8130477822727,78.38422983609507,121.81,121.13,107.76,121.82,122.0,123.92
2007-01-24,121.63,121.71,120.4,120.41,0,122.28312708345312,120.127,117.97087291654687,54.05578816620318,121.71,120.4,107.76,121.82,122.0,123.92
2007-01-25,120.42,121.66,120.23,121.5,0,122.4034148732773,120.26400000000001,118.12458512672272,64.62108038029942,121.66,120.23,107.76,121.82,122.0,123.92
2007-01-26,121.48,121.66,121.29,121.58,0,122.54785477456565,120.372,118.19614522543435,65.25264905413843,121.66,121.29,107.76,121.82,122.0,123.92
2007-01-28,121.48,121.85,121.45,121.81,0,122.59858349392135,120.5445,118.49041650607865,67.07258532120281,121.85,121.45,107.76,121.82,122.0,123.92
2007-01-29,121.8,122.21,121.57,121.82,0,122.6300882638135,120.704,118.77791173618648,67.15313896669267,122.21,121.57,107.76,121.82,122.0,123.92
