position_id,strategy,order_type,entry_time,entry_price,exit_time,exit_price,lot_size,pnl_pips,pnl_amount,exit_reason
18,aggressive_v2_5,BUY,2022-08-22 12:00:00,137.51500000000001,2022-08-22 12:15:00,137.426,0.39,-8.900000000002706,-3471.000000001055,sl
19,aggressive_v2_5,BUY,2022-08-22 15:00:00,137.459,2022-08-22 20:00:00,137.65,0.39,19.10000000000025,7449.000000000097,tp
20,aggressive_v2_5,BUY,2022-08-22 18:00:00,137.508,2022-08-22 20:30:00,137.381,0.39,-12.700000000000955,-4953.000000000373,sl
21,aggressive_v2_5,BUY,2022-08-22 19:30:00,137.542,2022-08-22 20:30:00,137.381,0.39,-16.100000000000136,-6279.000000000053,sl
22,aggressive_v2_5,SELL,2022-08-22 22:30:00,137.21599999999998,2022-08-23 01:00:00,137.311,0.39,-9.500000000002728,-3705.000000001064,sl
23,stable_v2_5,BUY,2022-08-23 03:45:00,137.273,2022-08-23 09:45:00,136.798,1.95,-47.49999999999943,-92624.9999999989,sl
24,aggressive_v2_5,BUY,2022-08-23 15:00:00,136.794,2022-08-23 17:45:00,136.71,0.39,-8.400000000000318,-3276.000000000124,sl
25,aggressive_v2_5,BUY,2022-08-23 21:00:00,136.883,2022-08-24 00:00:00,136.756,0.39,-12.700000000000955,-4953.000000000373,sl
26,aggressive_v2_5,SELL,2022-08-24 20:15:00,136.905,2022-08-24 21:30:00,136.648,0.39,25.7000000000005,10023.000000000195,tp
27,aggressive_v2_5,SELL,2022-08-25 07:30:00,136.38,2022-08-25 08:00:00,136.483,0.39,-10.300000000000864,-4017.000000000337,sl
28,aggressive_v2_5,SELL,2022-08-25 18:00:00,136.456,2022-08-25 19:00:00,136.568,0.39,-11.20000000000232,-4368.000000000904,sl
29,aggressive_v2_5,BUY,2022-08-25 21:45:00,136.751,2022-08-25 23:45:00,136.654,0.39,-9.700000000000841,-3783.0000000003283,sl
30,aggressive_v2_5,BUY,2022-08-26 12:45:00,137.33200000000002,2022-08-26 16:45:00,137.752,0.39,41.99999999999875,16379.999999999513,tp
31,aggressive_v2_5,BUY,2022-08-28 17:15:00,137.61700000000002,2022-08-28 18:00:00,137.847,0.39,22.999999999998977,8969.999999999602,tp
32,aggressive_v2_5,BUY,2022-08-28 21:45:00,138.50900000000001,2022-08-29 00:15:00,138.669,0.39,15.999999999999659,6239.999999999867,tp
33,aggressive_v2_5,SELL,2022-08-29 09:00:00,138.50799999999998,2022-08-29 10:30:00,138.698,0.39,-19.000000000002615,-7410.0000000010195,sl
34,aggressive_v2_5,BUY,2022-08-29 11:15:00,138.615,2022-08-29 11:30:00,138.842,0.39,22.700000000000387,8853.000000000151,tp
35,aggressive_v2_5,BUY,2022-08-29 14:15:00,138.824,2022-08-29 15:45:00,138.696,0.39,-12.800000000001432,-4992.000000000558,sl
36,aggressive_v2_5,SELL,2022-08-29 19:30:00,138.648,2022-08-29 20:15:00,138.479,0.39,16.899999999998272,6590.999999999326,tp
37,aggressive_v2_5,SELL,2022-08-30 07:30:00,138.2,2022-08-30 08:15:00,138.313,0.39,-11.299999999999955,-4406.999999999982,sl
38,aggressive_v2_5,SELL,2022-08-30 21:45:00,138.54999999999998,2022-08-31 02:30:00,138.382,0.39,16.799999999997794,6551.99999999914,tp
