Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1
2013-01-06,86.68,88.399,86.532,88.015,0,,,,,88.399,86.532,94.807
2013-01-13,88.016,89.665,86.821,89.561,0,,,,,89.665,86.821,94.807
2013-01-20,89.56,90.241,87.785,89.534,0,,,,,90.241,87.785,94.807
2013-01-27,89.536,91.245,88.052,91.035,0,,,,,91.245,88.052,94.807
2013-02-03,91.036,92.954,90.32,92.617,0,,,,,92.954,90.32,94.807
2013-02-10,92.62,94.05,91.974,92.549,0,,,,,94.05,91.974,94.807
2013-02-17,92.547,94.453,92.217,94.049,0,,,,,94.453,92.217,94.807
2013-02-24,94.051,94.542,92.765,94.092,0,,,,,94.542,92.765,94.807
2013-03-03,94.091,94.297,90.879,93.341,0,,,,,94.297,90.879,94.807
2013-03-10,93.34,96.556,92.907,96.129,0,,,,,96.556,92.907,94.807
2013-03-17,96.127,96.701,94.077,94.684,0,,,,,96.701,94.077,94.807
2013-03-24,94.686,96.125,94.187,94.805,0,,,,,96.125,94.187,94.807
2013-03-31,94.804,94.917,93.524,94.018,0,,,,,94.917,93.524,94.807
2013-04-07,94.02,98.839,92.559,98.503,0,,,,79.87267220564,98.839,92.559,94.807
2013-04-14,98.501,99.938,97.544,97.663,0,,,,74.35944951645251,99.938,97.544,94.807
2013-04-21,97.66,99.878,95.795,99.811,0,,,,78.4548511060565,99.878,95.795,94.807
2013-04-28,99.81,99.84,97.343,97.487,0,,,,66.14500237779498,99.84,97.343,94.807
2013-05-05,97.489,99.26,96.998,99.077,0,,,,69.65325394561233,99.26,96.998,94.807
2013-05-12,99.078,102.145,98.574,101.867,0,,,,74.62267259430494,102.145,98.574,94.807
2013-05-19,101.866,103.299,101.251,102.678,0,102.99816652212253,95.07575,87.15333347787747,75.8601285286839,103.299,101.251,94.807
2013-05-26,102.677,103.727,100.655,101.015,0,103.35194063163253,95.72574999999999,88.09955936836745,68.48552422098795,103.727,100.655,94.807
2013-06-02,101.019,102.516,100.213,100.613,0,103.63453994520941,96.27835,88.9221600547906,66.79512834517968,102.516,100.213,94.807
2013-06-09,100.614,100.633,94.986,98.131,0,103.41369457087247,96.7082,90.00270542912754,57.37842907080934,100.633,94.986,94.807
2013-06-16,98.13,99.275,93.778,94.807,0,103.1503789944639,96.89680000000001,90.64322100553612,47.68310441439309,99.275,93.778,94.807
