Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,support_level_1
2013-01-01,86.68,87.29,86.532,87.125,0,,,,,87.29,86.532,91.912
2013-01-02,87.127,87.346,86.95,87.231,0,,,,,87.346,86.95,91.912
2013-01-03,87.23,87.825,86.759,87.726,0,,,,,87.825,86.759,91.912
2013-01-04,87.727,88.399,87.593,88.143,0,,,,,88.399,87.593,91.912
2013-01-06,88.111,88.366,87.949,88.015,0,,,,,88.366,87.949,91.912
2013-01-07,88.016,88.023,87.227,87.456,0,,,,,88.023,87.227,91.912
2013-01-08,87.455,87.576,86.821,87.453,0,,,,,87.576,86.821,91.912
2013-01-09,87.454,88.207,87.377,88.113,0,,,,,88.207,87.377,91.912
2013-01-10,88.115,89.339,87.975,89.019,0,,,,,89.339,87.975,91.912
2013-01-11,89.02,89.438,88.734,89.165,0,,,,,89.438,88.734,91.912
2013-01-13,89.292,89.665,89.234,89.561,0,,,,,89.665,89.234,91.912
2013-01-14,89.56,89.634,88.612,89.023,0,,,,,89.634,88.612,91.912
2013-01-15,89.025,89.079,87.938,88.115,0,,,,,89.079,87.938,91.912
2013-01-16,88.117,88.782,87.785,88.323,0,,,,56.01036720541461,88.782,87.785,91.912
2013-01-17,88.324,90.198,88.236,89.965,0,,,,69.91251332994403,90.198,88.236,91.912
2013-01-18,89.967,90.145,89.679,90.083,0,,,,70.63083125622927,90.145,89.679,91.912
2013-01-20,90.081,90.241,89.417,89.534,0,,,,63.08461461973953,90.241,89.417,91.912
2013-01-21,89.536,90.116,88.885,89.117,0,,,,58.01447722604001,90.116,88.885,91.912
2013-01-22,89.118,89.354,88.356,88.494,0,,,,51.37160249971416,89.354,88.356,91.912
2013-01-23,88.493,89.303,88.052,89.075,0,90.2971735512669,88.5368,86.7764264487331,56.38703159710304,89.303,88.052,91.912
2013-01-24,89.076,90.679,89.037,90.429,0,90.52057064751415,88.702,86.88342935248585,65.35486629175882,90.679,89.037,91.912
2013-01-25,90.43,91.186,90.423,90.888,0,90.80745596847092,88.88485,86.96224403152908,67.7739853980622,91.186,90.423,91.912
2013-01-27,91.045,91.245,90.825,91.035,0,91.11014495533037,89.0503,86.99045504466962,68.53182261936033,91.245,90.825,91.912
2013-01-28,91.036,91.082,90.395,90.778,0,91.32818135432109,89.18205,87.03591864567892,65.62614967851826,91.082,90.395,91.912
2013-01-29,90.772,91.023,90.32,90.937,0,91.53361315090505,89.32815000000001,87.12268684909496,66.57049974565412,91.023,90.32,91.912
2013-01-30,90.935,91.396,90.736,90.813,0,91.61527817900343,89.49600000000001,87.3767218209966,65.06912520775327,91.396,90.736,91.912
2013-01-31,90.816,92.256,90.772,92.124,0,91.92492345114677,89.72955,87.53417654885324,72.20620783431843,92.256,90.772,91.912
2013-02-01,92.127,92.954,91.777,92.82,0,92.41145585670961,89.9649,87.51834414329039,75.11336596549774,92.954,91.777,91.912
2013-02-03,92.769,92.894,92.485,92.617,0,92.80637116004816,90.1448,87.48322883995185,72.72406702917608,92.894,92.485,91.912
2013-02-04,92.62,93.172,91.974,92.36,0,93.09225539871059,90.30455,87.51684460128942,69.70122504304342,93.172,91.974,91.912
2013-02-05,92.359,93.886,92.116,93.821,0,93.67228234839347,90.51755,87.36281765160653,75.84737781549498,93.886,92.116,91.912
2013-02-06,93.82,94.05,93.265,93.442,0,94.05825996120204,90.7385,87.41874003879796,71.77963749927984,94.05,93.265,91.912
2013-02-07,93.441,93.907,93.074,93.478,0,94.30173878636073,91.00665000000001,87.71156121363929,71.93361141582511,93.907,93.074,91.912
2013-02-08,93.481,93.503,92.164,92.658,0,94.34984906563344,91.2234,88.09695093436656,63.442562895433156,93.503,92.164,91.912
2013-02-10,92.731,92.738,92.359,92.549,0,94.4739205794984,91.35260000000001,88.23127942050162,62.38834531526735,92.738,92.359,91.912
2013-02-11,92.547,94.453,92.516,94.174,0,94.85031900720267,91.55715000000001,88.26398099279734,70.30935750699663,94.453,92.516,91.912
2013-02-12,94.175,94.399,92.815,92.89,0,94.92947888737179,91.72495,88.52042111262823,59.62427886729293,94.399,92.815,91.912
2013-02-13,92.889,93.771,92.889,93.501,0,95.00150194408499,91.94415000000001,88.88679805591502,62.541540474357106,93.771,92.889,91.912
2013-02-14,93.497,93.702,92.243,92.256,0,94.74847199937243,92.13225,89.51602800062757,53.982571067218544,93.702,92.243,91.912
2013-02-15,92.257,93.832,92.217,93.532,0,94.62852771162846,92.3551,90.08167228837152,60.021324627300224,93.832,92.217,91.912
2013-02-17,93.686,94.207,93.684,94.049,0,94.74275284084295,92.5361,90.32944715915706,62.186515594100825,94.207,93.684,91.912
2013-02-18,94.051,94.115,93.557,93.625,0,94.79151059389393,92.67294999999999,90.55438940610604,59.34773422588136,94.115,93.557,91.912
2013-02-19,93.623,93.813,93.285,93.461,0,94.79851364283752,92.79425,90.78998635716249,58.240289841369936,93.813,93.285,91.912
2013-02-20,93.46,94.029,93.128,93.461,0,94.72309946230568,92.9284,91.13370053769431,58.240289841369936,94.029,93.128,91.912
2013-02-21,93.46,93.517,92.765,93.362,0,94.60097424399295,93.04965,91.49832575600705,57.48924630905351,93.517,92.765,91.912
2013-02-22,93.356,93.504,93.144,93.403,0,94.34704404913303,93.17915,92.01125595086698,57.73234525716134,93.504,93.144,91.912
