Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,resistance_level_1
2008-01-06,111.87,111.96,107.91,108.95,0,,,,,111.96,107.91,110.16
2008-01-13,108.96,110.14,108.61,108.78,0,,,,,110.14,108.61,110.16
2008-01-20,108.77,108.8,105.94,106.84,0,,,,,108.8,105.94,110.16
2008-01-27,106.83,107.91,105.0,106.27,0,,,,,107.91,105.0,110.16
2008-02-03,106.28,107.48,105.74,106.84,0,,,,,107.48,105.74,110.16
2008-02-10,106.83,107.84,105.96,107.25,0,,,,,107.84,105.96,110.16
2008-02-17,107.24,108.63,106.35,107.86,0,,,,,108.63,106.35,110.16
2008-02-24,107.87,108.38,106.74,107.38,0,,,,,108.38,106.74,110.16
2008-03-02,107.39,108.26,102.94,103.34,0,,,,,108.26,102.94,110.16
2008-03-09,103.33,104.22,101.44,102.26,0,,,,,104.22,101.44,110.16
2008-03-16,102.25,103.61,95.76,96.77,0,,,,,103.61,95.76,110.16
2008-03-23,96.76,100.48,96.28,99.91,0,,,,,100.48,96.28,110.16
2008-03-30,99.9,101.06,98.6,99.92,0,,,,,101.06,98.6,110.16
2008-04-06,99.91,102.98,99.24,102.47,0,,,,39.30492519047666,102.98,99.24,110.16
2008-04-13,102.46,102.87,100.03,101.15,0,,,,36.03095307616509,102.87,100.03,110.16
2008-04-20,101.14,104.68,100.34,103.85,0,,,,45.94861587195681,104.68,100.34,110.16
2008-04-27,103.86,104.85,102.7,104.66,0,,,,48.526871424484746,104.85,102.7,110.16
2008-05-04,104.67,105.74,103.23,105.23,0,,,,50.32264719441001,105.74,103.23,110.16
2008-05-11,105.22,105.66,102.59,103.44,0,,,,45.01183308905946,105.66,102.59,110.16
2008-05-18,103.45,105.46,103.26,104.22,0,110.76790441047609,104.36949999999999,97.97109558952388,47.606611997700085,105.46,103.26,110.16
2008-05-25,104.23,104.72,102.75,103.32,0,110.14165212082754,104.088,98.03434787917244,44.96976847337876,104.72,102.75,110.16
2008-06-01,103.31,105.9,103.29,105.46,0,109.6237527129822,103.922,98.2202472870178,51.805300291933854,105.9,103.29,110.16
2008-06-08,105.47,106.46,103.91,105.29,0,109.4263723561185,103.8445,98.26262764388149,51.26057905367179,106.46,103.91,110.16
2008-06-15,105.3,108.44,105.1,108.3,0,109.76921011127024,103.946,98.12278988872976,59.4005447853302,108.44,105.1,110.16
2008-06-22,108.29,108.61,107.14,107.34,0,109.8477402528953,103.971,98.0942597471047,56.178007408703735,108.61,107.14,110.16
2008-06-29,107.35,108.44,105.88,106.25,0,109.70152558164048,103.921,98.14047441835953,52.6832273028827,108.44,105.88,110.16
2008-07-06,106.24,107.3,105.02,107.14,0,109.57521440720821,103.88499999999999,98.19478559279177,55.13729839047142,107.3,105.02,110.16
2008-07-13,107.15,107.77,105.67,106.53,0,109.43959880205807,103.8425,98.24540119794193,53.1043487414731,107.77,105.67,110.16
2008-07-20,106.52,107.1,103.79,106.8,0,109.75193260223634,104.0155,98.27906739776367,53.91431293208294,107.1,103.79,110.16
2008-07-27,106.79,108.11,106.08,107.82,0,110.1990915029741,104.2935,98.38790849702589,56.94002834661797,108.11,106.08,110.16
2008-08-03,107.81,108.4,107.31,107.7,0,109.80805797067627,104.84,99.87194202932373,56.47029882589557,108.4,107.31,110.16
2008-08-10,107.71,110.42,107.64,109.96,0,110.24693421813365,105.3425,100.43806578186636,62.70963869938718,110.42,107.64,110.16
2008-08-17,109.95,110.68,108.41,110.14,0,110.51520473110428,105.85349999999998,101.19179526889569,63.16252744889896,110.68,108.41,110.16
2008-08-24,110.15,110.4,108.16,110.16,0,110.9877056750919,106.23800000000001,101.48829432490813,63.21598342505737,110.4,108.16,110.16
2008-08-31,110.15,110.17,108.22,108.46,0,110.82668019980207,106.60350000000001,102.38031980019795,55.803383203941145,110.17,108.22,110.16
2008-09-07,108.47,109.2,105.55,108.83,0,110.98316035882887,106.8525,102.72183964117114,56.98559446295143,109.2,105.55,110.16
2008-09-14,108.82,109.09,105.29,105.48,0,110.95194440641978,106.89349999999999,102.8350555935802,45.19740015866548,109.09,105.29,110.16
2008-09-21,105.47,108.04,103.57,106.52,0,110.94908807219286,106.958,102.96691192780713,48.74238065217777,108.04,103.57,110.16
2008-09-28,106.51,107.04,105.06,106.46,0,110.77122828343622,107.109,103.44677171656377,48.54727039619076,107.04,105.06,110.16
