Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi
2025-01-01 17:00:00,157.151,157.268,157.151,157.245,0,,,,
2025-01-01 18:00:00,157.245,157.776,157.228,157.7,0,,,,
2025-01-01 19:00:00,157.7,157.772,157.291,157.427,0,,,,
2025-01-01 20:00:00,157.427,157.659,157.415,157.504,0,,,,
2025-01-01 21:00:00,157.504,157.506,157.262,157.284,0,,,,
2025-01-01 22:00:00,157.283,157.3,157.129,157.154,0,,,,
2025-01-01 23:00:00,157.154,157.156,156.993,157.02,0,,,,
2025-01-02 00:00:00,157.02,157.207,156.974,157.205,0,,,,
2025-01-02 01:00:00,157.206,157.21,156.657,156.662,0,,,,
2025-01-02 02:00:00,156.66,156.746,156.435,156.67,0,,,,
2025-01-02 03:00:00,156.67,156.826,156.461,156.777,0,,,,
2025-01-02 04:00:00,156.777,156.917,156.746,156.788,0,,,,
2025-01-02 05:00:00,156.79,157.162,156.788,157.133,0,,,,
2025-01-02 06:00:00,157.13,157.285,157.05,157.201,0,,,,52.245957353142366
2025-01-02 07:00:00,157.202,157.217,157.015,157.077,0,,,,48.20256641690847
2025-01-02 08:00:00,157.078,157.237,156.714,156.827,0,,,,41.26813453715314
2025-01-02 09:00:00,156.827,157.115,156.633,157.028,0,,,,47.77350904694988
2025-01-02 10:00:00,157.028,157.184,156.778,157.149,0,,,,51.27252867884779
2025-01-02 11:00:00,157.148,157.75,157.13,157.659,0,,,,62.63534523193435
2025-01-02 12:00:00,157.659,157.849,157.487,157.563,0,157.76143294645374,157.15365,156.54586705354626,59.808134893627056
2025-01-02 13:00:00,157.564,157.631,157.465,157.498,0,157.79144513514862,157.1663,156.5411548648514,57.90240199228205
2025-01-02 14:00:00,157.497,157.673,157.473,157.618,0,157.77422829999927,157.16219999999998,156.5501717000007,60.41044492461284
2025-01-02 15:00:00,157.617,157.653,157.566,157.626,0,157.80711528251553,157.17215000000002,156.5371847174845,60.57906063745996
2025-01-02 16:00:00,157.627,157.629,157.426,157.426,0,157.79593077077445,157.16825,156.54056922922555,54.34717997984477
2025-01-02 17:00:00,157.438,157.46,157.438,157.443,0,157.81349760708792,157.1762,156.53890239291206,54.77306985205969
2025-01-02 18:00:00,157.452,157.561,157.351,157.353,0,157.82794849641456,157.18615,156.54435150358543,52.006959882831396
2025-01-02 19:00:00,157.359,157.399,157.171,157.21,0,157.83293871792932,157.19565,156.55836128207068,47.870327130558174
2025-01-02 20:00:00,157.21,157.405,157.186,157.277,0,157.83752200314598,157.19924999999998,156.56097799685398,49.88175650947542
2025-01-02 21:00:00,157.279,157.355,157.246,157.309,0,157.8214190909084,157.23160000000001,156.64178090909164,50.857062212612504
2025-01-02 22:00:00,157.308,157.457,157.183,157.307,0,157.79438030616075,157.26344999999998,156.7325196938392,50.79053605823306
2025-01-02 23:00:00,157.308,157.385,157.249,157.281,0,157.77039859626154,157.28865,156.80690140373844,49.8771160513979
2025-01-03 00:00:00,157.281,157.352,157.238,157.298,0,157.73766872449744,157.31414999999998,156.89063127550253,50.50390155984174
2025-01-03 01:00:00,157.298,157.298,157.127,157.169,0,157.73667056046733,157.31595,156.89522943953264,45.82141182323775
2025-01-03 02:00:00,157.169,157.263,157.039,157.135,0,157.7379359155909,157.31265000000002,156.88736408440914,44.64647907309187
2025-01-03 03:00:00,157.135,157.423,157.127,157.329,0,157.73656538993814,157.32525,156.9139346100619,52.18095332717241
2025-01-03 04:00:00,157.327,157.333,157.087,157.251,0,157.6911739330246,157.34645,157.0017260669754,49.276748126775615
